,2023-10-31,2023-07-31,2023-01-31
OrdinarySharesNumber,62922397.0,62922397.0,39337770.0
ShareIssued,62922397.0,62922397.0,39337770.0
NetDebt,,,60554.0
TotalDebt,185780.0,205604.0,230993.0
TangibleBookValue,473885.0,894594.0,367301.0
InvestedCapital,633105.0,1061314.0,536521.0
WorkingCapital,-1104383.0,-744003.0,-1576136.0
NetTangibleAssets,473885.0,894594.0,367301.0
CapitalLeaseObligations,26560.0,38884.0,61773.0
CommonStockEquity,473885.0,894594.0,367301.0
TotalCapitalization,473885.0,894594.0,367301.0
TotalEquityGrossMinorityInterest,437444.0,828377.0,-292983.0
MinorityInterest,-36441.0,-66217.0,-660284.0
StockholdersEquity,473885.0,894594.0,367301.0
OtherEquityInterest,,,122750.0
GainsLossesNotAffectingRetainedEarnings,5564057.0,5596845.0,6554120.0
RetainedEarnings,-32347807.0,-31914886.0,-31876335.0
CapitalStock,27257635.0,27212635.0,25566766.0
CommonStock,27257635.0,27212635.0,25566766.0
TotalLiabilitiesNetMinorityInterest,1510433.0,1518660.0,1750482.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0,13609.0
LongTermDebtAndCapitalLeaseObligation,,38884.0,13609.0
LongTermCapitalLeaseObligation,,38884.0,13609.0
CurrentLiabilities,1510433.0,1518660.0,1736873.0
OtherCurrentLiabilities,1.0,,
CurrentDebtAndCapitalLeaseObligation,185780.0,205604.0,217384.0
CurrentCapitalLeaseObligation,26560.0,38884.0,48164.0
CurrentDebt,159220.0,166720.0,169220.0
OtherCurrentBorrowings,12220.0,12220.0,169220.0
CurrentNotesPayable,147000.0,154500.0,
PayablesAndAccruedExpenses,1324652.0,1313056.0,1519489.0
CurrentAccruedExpenses,136924.0,118975.0,185067.0
InterestPayable,106924.0,103975.0,98173.0
Payables,1187728.0,1194081.0,1334422.0
DuetoRelatedPartiesCurrent,849385.0,845088.0,909470.0
AccountsPayable,338343.0,348993.0,424952.0
TotalAssets,1947877.0,2347037.0,1457499.0
TotalNonCurrentAssets,1541827.0,1572380.0,1296762.0
InvestmentsAndAdvances,1520801.0,1540841.0,1244197.0
LongTermEquityInvestment,1520801.0,1540841.0,1244197.0
InvestmentsinAssociatesatCost,1520801.0,1540841.0,1244197.0
NetPPE,21026.0,31539.0,52565.0
AccumulatedDepreciation,,,-31539.0
GrossPPE,21026.0,31539.0,84104.0
OtherProperties,,31539.0,84104.0
BuildingsAndImprovements,21026.0,,
CurrentAssets,406050.0,774657.0,160737.0
PrepaidAssets,50360.0,80245.0,16194.0
Inventory,3829.0,3317.0,3353.0
Receivables,104729.0,126977.0,14607.0
TaxesReceivable,12277.0,11067.0,
AccountsReceivable,92452.0,115910.0,14607.0
CashCashEquivalentsAndShortTermInvestments,247132.0,564118.0,126583.0
OtherShortTermInvestments,8242.0,9675.0,17917.0
CashAndCashEquivalents,238890.0,554443.0,108666.0
CashFinancial,238890.0,554443.0,108666.0
