,2022-12-31
PreferredSharesNumber,730000.0
OrdinarySharesNumber,62928819.0
ShareIssued,62928819.0
NetDebt,5900730000.0
TotalDebt,12136943000.0
TangibleBookValue,8013094000.0
InvestedCapital,19868467000.0
NetTangibleAssets,8013101000.0
CapitalLeaseObligations,281570000.0
CommonStockEquity,8013094000.0
PreferredStockEquity,7000.0
TotalCapitalization,19868474000.0
TotalEquityGrossMinorityInterest,8013101000.0
StockholdersEquity,8013101000.0
GainsLossesNotAffectingRetainedEarnings,-1997240000.0
RetainedEarnings,5457886000.0
AdditionalPaidInCapital,4551819000.0
CapitalStock,636000.0
CommonStock,629000.0
PreferredStock,7000.0
TotalLiabilitiesNetMinorityInterest,102350550000.0
LongTermDebtAndCapitalLeaseObligation,12136943000.0
LongTermCapitalLeaseObligation,281570000.0
LongTermDebt,11855373000.0
PayablesAndAccruedExpenses,1473880000.0
CurrentAccruedExpenses,1473880000.0
TotalAssets,110363651000.0
InvestmentsAndAdvances,26374430000.0
HeldToMaturitySecurities,7780374000.0
NetPPE,366498000.0
AccumulatedDepreciation,-163213000.0
GrossPPE,529711000.0
Leases,105111000.0
OtherProperties,249269000.0
MachineryFurnitureEquipment,175331000.0
Receivables,449815000.0
AccountsReceivable,449815000.0
OtherShortTermInvestments,18594056000.0
CashAndCashEquivalents,5954643000.0
CashEquivalents,80116000.0
CashFinancial,5874527000.0
