,2023-06-30
OrdinarySharesNumber,2749676710.0
ShareIssued,2749676710.0
TotalDebt,2696628.0
TangibleBookValue,76868520.0
InvestedCapital,76868520.0
WorkingCapital,2419280.0
NetTangibleAssets,76868520.0
CapitalLeaseObligations,2696628.0
CommonStockEquity,76868520.0
TotalCapitalization,76868520.0
TotalEquityGrossMinorityInterest,76868520.0
StockholdersEquity,76868520.0
GainsLossesNotAffectingRetainedEarnings,23518379.0
OtherEquityAdjustments,22228179.0
ForeignCurrencyTranslationAdjustments,1290200.0
RetainedEarnings,-98680151.0
CapitalStock,152030292.0
CommonStock,152030292.0
TotalLiabilitiesNetMinorityInterest,4255931.0
TotalNonCurrentLiabilitiesNetMinorityInterest,2050177.0
LongTermDebtAndCapitalLeaseObligation,2050177.0
LongTermCapitalLeaseObligation,2050177.0
CurrentLiabilities,2205754.0
CurrentDebtAndCapitalLeaseObligation,646451.0
CurrentCapitalLeaseObligation,646451.0
PayablesAndAccruedExpenses,1559303.0
Payables,1559303.0
OtherPayable,347282.0
AccountsPayable,1212021.0
TotalAssets,81124451.0
TotalNonCurrentAssets,76499417.0
InvestmentsAndAdvances,2427726.0
OtherInvestments,2427726.0
NetPPE,74071691.0
AccumulatedDepreciation,-1174031.0
GrossPPE,75245722.0
ConstructionInProgress,737242.0
OtherProperties,71274946.0
MachineryFurnitureEquipment,2698233.0
LandAndImprovements,535301.0
CurrentAssets,4625034.0
PrepaidAssets,176382.0
Receivables,1144810.0
OtherReceivables,1144810.0
CashCashEquivalentsAndShortTermInvestments,3303842.0
CashAndCashEquivalents,3303842.0
CashFinancial,3303842.0
