,2023-06-30
OrdinarySharesNumber,3078921246.0
ShareIssued,3078921246.0
NetDebt,508188000.0
TotalDebt,581207000.0
TangibleBookValue,735451000.0
InvestedCapital,1313222000.0
WorkingCapital,-783036000.0
NetTangibleAssets,735451000.0
CapitalLeaseObligations,3436000.0
CommonStockEquity,735451000.0
TotalCapitalization,735451000.0
TotalEquityGrossMinorityInterest,755066000.0
MinorityInterest,19615000.0
StockholdersEquity,735451000.0
GainsLossesNotAffectingRetainedEarnings,16173000.0
OtherEquityAdjustments,16173000.0
RetainedEarnings,163608000.0
CapitalStock,555670000.0
CommonStock,555670000.0
TotalLiabilitiesNetMinorityInterest,904325000.0001
TotalNonCurrentLiabilitiesNetMinorityInterest,35632000.0001
EmployeeBenefits,362000.0
NonCurrentPensionAndOtherPostretirementBenefitPlans,362000.0
TradeandOtherPayablesNonCurrent,3001000.0
NonCurrentDeferredLiabilities,21714000.0
NonCurrentDeferredTaxesLiabilities,21714000.0
LongTermDebtAndCapitalLeaseObligation,2882000.0
LongTermCapitalLeaseObligation,2882000.0
LongTermProvisions,7673000.0
CurrentLiabilities,868693000.0
CurrentDeferredLiabilities,21929000.0
CurrentDeferredTaxesLiabilities,21929000.0
CurrentDebtAndCapitalLeaseObligation,578325000.0
CurrentCapitalLeaseObligation,554000.0
CurrentDebt,577771000.0
OtherCurrentBorrowings,577771000.0
PensionandOtherPostRetirementBenefitPlansCurrent,422000.0
PayablesAndAccruedExpenses,268017000.0
Payables,268017000.0
OtherPayable,19677000.0
AccountsPayable,248340000.0
TotalAssets,1659391000.0
TotalNonCurrentAssets,1573734000.0
OtherNonCurrentAssets,4862000.0
NonCurrentAccountsReceivable,1126000.0
InvestmentsAndAdvances,343000.0
OtherInvestments,343000.0
NetPPE,1567403000.0
GrossPPE,1567403000.0
OtherProperties,86307000.0
MachineryFurnitureEquipment,1481096000.0
CurrentAssets,85657000.0
PrepaidAssets,463000.0
Inventory,226000.0
Receivables,15385000.0
OtherReceivables,5992000.0
AccountsReceivable,9393000.0
CashCashEquivalentsAndShortTermInvestments,69583000.0
CashAndCashEquivalents,69583000.0
CashEquivalents,17129000.0
CashFinancial,52454000.0
