,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,13449398.0,13767197.0,13926059.0,13995741.0,14860857.0
ShareIssued,13449398.0,13767197.0,13926059.0,13995741.0,14860857.0
NetDebt,24925128.0,,,,
TotalDebt,42060353.0,,219196.0,,
TangibleBookValue,147523569.0,146191749.0,143897760.0,142624416.0,143524330.0
InvestedCapital,213741098.0,173044843.0,173646389.0,172543678.0,183113333.0
WorkingCapital,14099403.0,52506421.0,49030706.0,106716785.0,107448951.0
NetTangibleAssets,147523569.0,146191749.0,143897760.0,142624416.0,143524330.0
CapitalLeaseObligations,,,219196.0,,
CommonStockEquity,174206295.0,173044843.0,173646389.0,172543678.0,183113333.0
TotalCapitalization,213741098.0,173044843.0,173646389.0,172543678.0,183113333.0
TotalEquityGrossMinorityInterest,173761195.0,172601874.0,173223582.0,172122700.0,182707174.0
MinorityInterest,-445100.0,-442969.0,-422807.0,-420978.0,-406159.0
StockholdersEquity,174206295.0,173044843.0,173646389.0,172543678.0,183113333.0
GainsLossesNotAffectingRetainedEarnings,8575.0,-1377021.0,4294.0,347915.0,350976.0
OtherEquityAdjustments,8575.0,-1377021.0,4294.0,347915.0,350976.0
RetainedEarnings,10160494.0,7253402.0,5116486.0,2562150.0,5948310.0
AdditionalPaidInCapital,12402311.0,12819067.0,12813384.0,13389531.0,13352389.0
CapitalStock,151634915.0,154349395.0,155712225.0,156244082.0,163461658.0
CommonStock,151634915.0,154349395.0,155712225.0,156244082.0,163461658.0
TotalLiabilitiesNetMinorityInterest,44371434.0,1779150.0,2973737.0,3928075.0,3700131.0
TotalNonCurrentLiabilitiesNetMinorityInterest,39534803.0,0.0,203322.0,0.0,0.0
LongTermDebtAndCapitalLeaseObligation,39534803.0,,203322.0,,
LongTermCapitalLeaseObligation,,,203322.0,,
LongTermDebt,39534803.0,,,,
CurrentLiabilities,4836631.0,1779150.0,2770415.0,3928075.0,3700131.0
OtherCurrentLiabilities,,826533.0,,,
CurrentDebtAndCapitalLeaseObligation,2525550.0,,15874.0,,
CurrentCapitalLeaseObligation,,,15874.0,,
PayablesAndAccruedExpenses,2311081.0,952617.0,2754541.0,3928075.0,3700131.0
Payables,2311081.0,952617.0,2754541.0,,
TotalTaxPayable,0.0,152000.0,941313.0,,
AccountsPayable,2311081.0,800617.0,1813229.0,,
TotalAssets,218132629.0,174381024.0,176197319.0,176050775.0,186407305.0
TotalNonCurrentAssets,199196595.0,120095453.0,124396198.0,65405915.0,75258223.0
InvestmentsAndAdvances,34019279.0,34623085.0,34718987.0,34604186.0,34750983.0
LongTermEquityInvestment,34019279.0,34623085.0,34718987.0,34604186.0,34750983.0
InvestmentsinAssociatesatCost,34019279.0,34623085.0,34718987.0,34604186.0,34750983.0
InvestmentProperties,137700232.0,57787723.0,58862274.0,,
GoodwillAndOtherIntangibleAssets,26682726.0,26853094.0,29748629.0,29919262.0,39589003.0
OtherIntangibleAssets,17260563.0,17430931.0,17994881.0,18165514.0,18335255.0
Goodwill,9422163.0,9422163.0,11753748.0,11753748.0,21253748.0
NetPPE,794358.0,831551.0,1066308.0,882467.0,918237.0
AccumulatedDepreciation,-690375.0,-665327.0,-631562.0,-606109.0,0.0
GrossPPE,1484733.0,1496878.0,1697870.0,1488576.0,918237.0
Leases,0.0,0.0,0.0,0.0,
OtherProperties,,,219196.0,,918237.0
MachineryFurnitureEquipment,980183.0,992328.0,974124.0,984026.0,
LandAndImprovements,504550.0,504550.0,504550.0,504550.0,
CurrentAssets,18936034.0,54285571.0,51801121.0,110644860.0,111149082.0
OtherCurrentAssets,83205.0,,,,
AssetsHeldForSaleCurrent,,3847842.0,,,
RestrictedCash,,,,1025391.0,0.0
PrepaidAssets,76216.0,3189727.0,237032.0,263711.0,315147.0
Inventory,1877728.0,13287998.0,13520478.0,53326417.0,59903099.0
OtherInventories,,,,97986.0,59903099.0
RawMaterials,1877728.0,13287998.0,13520478.0,53228431.0,
Receivables,2022832.0,12279883.0,11256836.0,13780071.0,12749764.0
OtherReceivables,995210.0,,,,
DuefromRelatedPartiesCurrent,39811.0,27919.0,161302.0,91044.0,41372.0
TaxesReceivable,162918.0,245875.0,247506.0,60111.0,73267.0
AccruedInterestReceivable,58860.0,93990.0,53203.0,156451.0,138497.0
LoansReceivable,0.0,10026187.0,10052003.0,12757821.0,11809190.0
AccountsReceivable,766033.0,1885912.0,742822.0,714644.0,687438.0
CashCashEquivalentsAndShortTermInvestments,14876053.0,21680121.0,26786775.0,42249270.0,38181072.0
OtherShortTermInvestments,266378.0,302711.0,785371.0,2176638.0,2649143.0
CashAndCashEquivalents,14609675.0,21377410.0,26001404.0,40072632.0,35531929.0
