,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
TreasurySharesNumber,515000000.0,515000000.0,515000000.0,515000000.0,515000000.0
OrdinarySharesNumber,10383000000.0,10330000000.0,10313000000.0,10258000000.0,10242000000.0
ShareIssued,10898000000.0,10845000000.0,10828000000.0,10773000000.0,10757000000.0
NetDebt,,11493000000.0,13563000000.0,17741000000.0,13262000000.0
TotalDebt,135611000000.0,136989000000.0,138914000000.0,141351000000.0,140118000000.0
TangibleBookValue,171399000000.0,160224000000.0,145817000000.0,131777000000.0,119658000000.0
InvestedCapital,260189000000.0,244071000000.0,231694000000.0,221610000000.0,213193000000.0
WorkingCapital,7434000000.0,-2219000000.0,-7756000000.0,-11349000000.0,-8602000000.0
NetTangibleAssets,171399000000.0,160224000000.0,145817000000.0,131777000000.0,119658000000.0
CapitalLeaseObligations,77297000000.0,75891000000.0,75822000000.0,74267000000.0,72968000000.0
CommonStockEquity,201875000000.0,182973000000.0,168602000000.0,154526000000.0,146043000000.0
TotalCapitalization,260189000000.0,244071000000.0,231694000000.0,221610000000.0,213193000000.0
TotalEquityGrossMinorityInterest,201875000000.0,182973000000.0,168602000000.0,154526000000.0,146043000000.0
StockholdersEquity,201875000000.0,182973000000.0,168602000000.0,154526000000.0,146043000000.0
GainsLossesNotAffectingRetainedEarnings,-3040000000.0,-5003000000.0,-3680000000.0,-3973000000.0,-4487000000.0
OtherEquityAdjustments,-3040000000.0,-5003000000.0,-3680000000.0,-3973000000.0,-4487000000.0
TreasuryStock,7837000000.0,7837000000.0,7837000000.0,7837000000.0,7837000000.0
RetainedEarnings,113618000000.0,102994000000.0,93115000000.0,86365000000.0,83193000000.0
AdditionalPaidInCapital,99025000000.0,92711000000.0,86896000000.0,79863000000.0,75066000000.0
CapitalStock,109000000.0,108000000.0,108000000.0,108000000.0,108000000.0
CommonStock,109000000.0,108000000.0,108000000.0,108000000.0,108000000.0
PreferredStock,0.0,0.0,0.0,0.0,0.0
TotalLiabilitiesNetMinorityInterest,325979000000.0,303910000000.0,309005000000.0,309852000000.0,316632000000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,161062000000.0,158696000000.0,160767000000.0,162282000000.0,161239000000.0
OtherNonCurrentLiabilities,25451000000.0,21707000000.0,21853000000.0,20931000000.0,21121000000.0
LongTermDebtAndCapitalLeaseObligation,135611000000.0,136989000000.0,138914000000.0,141351000000.0,140118000000.0
LongTermCapitalLeaseObligation,77297000000.0,75891000000.0,75822000000.0,74267000000.0,72968000000.0
LongTermDebt,58314000000.0,61098000000.0,63092000000.0,67084000000.0,67150000000.0
CurrentLiabilities,164917000000.0,145214000000.0,148238000000.0,147570000000.0,155393000000.0
CurrentDeferredLiabilities,15227000000.0,14398000000.0,14522000000.0,14281000000.0,13227000000.0
CurrentDeferredRevenue,15227000000.0,14398000000.0,14522000000.0,14281000000.0,13227000000.0
PayablesAndAccruedExpenses,149690000000.0,130816000000.0,133716000000.0,133289000000.0,142166000000.0
CurrentAccruedExpenses,64709000000.0,58812000000.0,64235000000.0,66382000000.0,62566000000.0
Payables,84981000000.0,72004000000.0,69481000000.0,66907000000.0,79600000000.0
AccountsPayable,84981000000.0,72004000000.0,69481000000.0,66907000000.0,79600000000.0
TotalAssets,527854000000.0,486883000000.0,477607000000.0,464378000000.0,462675000000.0
TotalNonCurrentAssets,355503000000.0,343888000000.0,337125000000.0,328157000000.0,315884000000.0
OtherNonCurrentAssets,48337000000.0,53913000000.0,50224000000.0,46392000000.0,36661000000.0
GoodwillAndOtherIntangibleAssets,30476000000.0,22749000000.0,22785000000.0,22749000000.0,26385000000.0
OtherIntangibleAssets,7687000000.0,,,,6097000000.0
Goodwill,22789000000.0,22749000000.0,22785000000.0,22749000000.0,20288000000.0
NetPPE,276690000000.0,267226000000.0,264116000000.0,259016000000.0,252838000000.0
AccumulatedDepreciation,-120111000000.0,,,,-97015000000.0
GrossPPE,396801000000.0,267226000000.0,264116000000.0,259016000000.0,349853000000.0
ConstructionInProgress,28840000000.0,,,,30020000000.0
OtherProperties,262668000000.0,267226000000.0,264116000000.0,259016000000.0,228183000000.0
LandAndImprovements,105293000000.0,,,,91650000000.0
Properties,105293000000.0,,,,91650000000.0
CurrentAssets,172351000000.0,142995000000.0,140482000000.0,136221000000.0,146791000000.0
OtherCurrentAssets,,5320000000.0,,,
Inventory,33318000000.0,35406000000.0,36587000000.0,34170000000.0,34405000000.0
FinishedGoods,,35406000000.0,36587000000.0,34170000000.0,
Receivables,52253000000.0,38100000000.0,39925000000.0,37646000000.0,42360000000.0
OtherReceivables,,2500000000.0,,,
AccountsReceivable,52253000000.0,35600000000.0,39925000000.0,37646000000.0,42360000000.0
AllowanceForDoubtfulAccountsReceivable,-1700000000.0,,-1500000000.0,-1400000000.0,-1400000000.0
GrossAccountsReceivable,53953000000.0,,41425000000.0,39046000000.0,43760000000.0
CashCashEquivalentsAndShortTermInvestments,86780000000.0,64169000000.0,63970000000.0,64405000000.0,70026000000.0
OtherShortTermInvestments,13393000000.0,14564000000.0,14441000000.0,15062000000.0,16138000000.0
CashAndCashEquivalents,73387000000.0,49605000000.0,49529000000.0,49343000000.0,53888000000.0
