,2023-09-30,2023-06-30,2022-12-31
TreasurySharesNumber,14455.0,14454.0,
OrdinarySharesNumber,8378361.0,8370268.0,8732351.0
ShareIssued,8392816.0,8384722.0,8732351.0
TotalDebt,7153000.0,7404000.0,7481579.0
TangibleBookValue,13286000.0,23557000.0,-102145395.0
InvestedCapital,13286000.0,23557000.0,-102145395.0
WorkingCapital,8445000.0,18628000.0,3848604.0
NetTangibleAssets,13286000.0,23557000.0,-102145395.0
CapitalLeaseObligations,7153000.0,7404000.0,7481579.0
CommonStockEquity,13286000.0,23557000.0,-102145395.0
TotalCapitalization,13286000.0,23557000.0,-102145395.0
TotalEquityGrossMinorityInterest,13286000.0,23557000.0,-102145395.0
StockholdersEquity,13286000.0,23557000.0,-102145395.0
OtherEquityInterest,,-150000.0,
GainsLossesNotAffectingRetainedEarnings,-25000.0,-2000.0,
OtherEquityAdjustments,-25000.0,-2000.0,
TreasuryStock,150000.0,,
RetainedEarnings,-133254000.0,-122596000.0,-107008248.0
AdditionalPaidInCapital,146631000.0,146221000.0,4685860.0
CapitalStock,84000.0,84000.0,176993.0
CommonStock,84000.0,84000.0,176993.0
TotalLiabilitiesNetMinorityInterest,17701000.0,14062000.0,124809704.0
TotalNonCurrentLiabilitiesNetMinorityInterest,6215000.0,6465000.0,117941317.0
OtherNonCurrentLiabilities,,46000.0,
PreferredSecuritiesOutsideStockEquity,0.0,0.0,111059902.0
DerivativeProductLiabilities,0.0,46000.0,92000.0
LongTermDebtAndCapitalLeaseObligation,6215000.0,6419000.0,6789415.0
LongTermCapitalLeaseObligation,6215000.0,6419000.0,6789415.0
CurrentLiabilities,11486000.0,7597000.0,6868387.0
OtherCurrentLiabilities,62000.0,32000.0,
CurrentDeferredLiabilities,1664000.0,0.0,1436375.0
CurrentDebtAndCapitalLeaseObligation,938000.0,985000.0,692164.0
CurrentCapitalLeaseObligation,938000.0,985000.0,692164.0
PensionandOtherPostRetirementBenefitPlansCurrent,1577000.0,1489000.0,1490651.0
PayablesAndAccruedExpenses,7245000.0,5091000.0,3249197.0
CurrentAccruedExpenses,2839000.0,826000.0,444011.0
Payables,4406000.0,4265000.0,2805186.0
AccountsPayable,4406000.0,4265000.0,2805186.0
TotalAssets,30987000.0,37619000.0,22664309.0
TotalNonCurrentAssets,11056000.0,11394000.0,11947318.0
OtherNonCurrentAssets,683000.0,681000.0,617504.0
NonCurrentPrepaidAssets,2833000.0,2842000.0,2833512.0
NetPPE,7540000.0,7871000.0,8496302.0
AccumulatedDepreciation,-1412000.0,-1222000.0,-1122655.0
GrossPPE,8952000.0,9093000.0,9618957.0
Leases,132000.0,124000.0,123558.0
ConstructionInProgress,,,0.0
OtherProperties,8446000.0,8595000.0,9136013.0
MachineryFurnitureEquipment,374000.0,374000.0,359386.0
Properties,0.0,0.0,0.0
CurrentAssets,19931000.0,26225000.0,10716991.0
OtherCurrentAssets,233000.0,753000.0,36485.0
RestrictedCash,1671000.0,0.0,1640966.0
PrepaidAssets,3084000.0,3233000.0,2883872.0
Receivables,102000.0,557000.0,
OtherReceivables,102000.0,557000.0,
CashCashEquivalentsAndShortTermInvestments,14841000.0,21682000.0,6155668.0
CashAndCashEquivalents,14841000.0,21682000.0,6155668.0
