,2023-12-31,2022-12-31
OrdinarySharesNumber,611453611.0,429980471.0
ShareIssued,611453611.0,429980471.0
TotalDebt,2625404.0,596097.0
TangibleBookValue,74477420.0,18999403.0
InvestedCapital,74511293.0,19069455.0
WorkingCapital,64418630.0,16126036.0
NetTangibleAssets,74477420.0,18999403.0
CapitalLeaseObligations,2625404.0,526045.0
CommonStockEquity,74511293.0,18999403.0
TotalCapitalization,74511293.0,18999403.0
TotalEquityGrossMinorityInterest,74511293.0,18999403.0
StockholdersEquity,74511293.0,18999403.0
GainsLossesNotAffectingRetainedEarnings,5473844.0,5088141.0
OtherEquityAdjustments,5473844.0,5088141.0
RetainedEarnings,-11340189.0,-26623894.0
CapitalStock,80377638.0,40535156.0
CommonStock,80377638.0,40535156.0
TotalLiabilitiesNetMinorityInterest,22540612.0,6207649.0
TotalNonCurrentLiabilitiesNetMinorityInterest,2314680.0,64760.0
EmployeeBenefits,140711.0,64760.0
NonCurrentPensionAndOtherPostretirementBenefitPlans,140711.0,64760.0
LongTermDebtAndCapitalLeaseObligation,2173969.0,
LongTermCapitalLeaseObligation,2173969.0,
CurrentLiabilities,20225932.0,6142889.0
CurrentDeferredLiabilities,15694674.0,4555326.0
CurrentDeferredRevenue,15324244.0,4555326.0
CurrentDeferredTaxesLiabilities,370430.0,
CurrentDebtAndCapitalLeaseObligation,451435.0,596097.0
CurrentCapitalLeaseObligation,451435.0,526045.0
CurrentDebt,,70052.0
OtherCurrentBorrowings,,70052.0
PensionandOtherPostRetirementBenefitPlansCurrent,591580.0,427235.0
PayablesAndAccruedExpenses,3488243.0,564231.0
Payables,3488243.0,564231.0
AccountsPayable,3488243.0,564231.0
TotalAssets,97051905.0,25207052.0
TotalNonCurrentAssets,12407343.0,2938127.0
NonCurrentDeferredAssets,5362337.0,
NonCurrentDeferredTaxesAssets,5362337.0,
InvestmentsAndAdvances,1117696.0,42900.0
OtherInvestments,1117696.0,42900.0
GoodwillAndOtherIntangibleAssets,33873.0,
OtherIntangibleAssets,33873.0,
NetPPE,5893437.0,2895227.0
AccumulatedDepreciation,-1866704.0,-1283284.0
GrossPPE,7760141.0,4178511.0
Leases,913852.0,
OtherProperties,2458497.0,534611.0
MachineryFurnitureEquipment,4387792.0,3643900.0
CurrentAssets,84644562.0,22268925.0
CurrentDeferredAssets,348994.0,
CurrentDeferredTaxesAssets,348994.0,
PrepaidAssets,6619496.0,1437465.0
Inventory,18579718.0,3733416.0
FinishedGoods,8047022.0,1329682.0
RawMaterials,10532696.0,2403734.0
Receivables,2325008.0,6879183.0
OtherReceivables,86070.0,31478.0
AccountsReceivable,2238938.0,6847705.0
CashCashEquivalentsAndShortTermInvestments,56771346.0,10218861.0
OtherShortTermInvestments,75000.0,75000.0
CashAndCashEquivalents,56696346.0,10143861.0
CashEquivalents,20829391.0,853032.0
CashFinancial,35866955.0,9290829.0
