,2023-10-31,2023-07-31,2023-04-30,2023-01-31
OrdinarySharesNumber,81270118.0,69970118.0,67770118.0,57770118.0
ShareIssued,81270118.0,69970118.0,67770118.0,57770118.0
TangibleBookValue,712833.0,1057242.0,1306234.0,1757993.0
InvestedCapital,962833.0,1307242.0,1556234.0,2007993.0
WorkingCapital,371466.0,289643.0,418823.0,1086066.0
NetTangibleAssets,712833.0,1057242.0,1306234.0,1757993.0
CommonStockEquity,962833.0,1307242.0,1556234.0,2007993.0
TotalCapitalization,962833.0,1307242.0,1556234.0,2007993.0
TotalEquityGrossMinorityInterest,962833.0,1307242.0,1556234.0,2007993.0
StockholdersEquity,962833.0,1307242.0,1556234.0,2007993.0
GainsLossesNotAffectingRetainedEarnings,18249404.0,18407499.0,18232404.0,18213230.0
OtherEquityAdjustments,18249404.0,18407499.0,18232404.0,18213230.0
RetainedEarnings,-59285544.0,-58773230.0,-58272143.0,-57401210.0
CapitalStock,41998973.0,41672973.0,41595973.0,41195973.0
CommonStock,41998973.0,41672973.0,41595973.0,41195973.0
TotalLiabilitiesNetMinorityInterest,139481.0,135907.0,130835.0,650940.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0,0.0,0.0
CurrentLiabilities,139481.0,135907.0,130835.0,650940.0
PayablesAndAccruedExpenses,139481.0,135907.0,130835.0,650940.0
TotalAssets,1102314.0,1443149.0,1687069.0,2658933.0
TotalNonCurrentAssets,591367.0,1017599.0,1137411.0,921927.0
NonCurrentNoteReceivables,208161.0,200777.0,198170.0,
InvestmentsAndAdvances,133206.0,566822.0,689241.0,671841.0
OtherInvestments,133206.0,566822.0,689241.0,671841.0
GoodwillAndOtherIntangibleAssets,250000.0,250000.0,250000.0,250000.0
OtherIntangibleAssets,250000.0,250000.0,250000.0,250000.0
Goodwill,,0.0,0.0,0.0
NetPPE,,0.0,0.0,86.0
AccumulatedDepreciation,,-25128.0,-25128.0,-25042.0
GrossPPE,,25128.0,25128.0,25128.0
MachineryFurnitureEquipment,,25128.0,25128.0,25128.0
CurrentAssets,510947.0,425550.0,549658.0,1737006.0
PrepaidAssets,5429.0,8390.0,11845.0,30000.0
Receivables,116810.0,92037.0,115084.0,982480.0
TaxesReceivable,56810.0,32037.0,55084.0,582722.0
LoansReceivable,60000.0,60000.0,60000.0,
AccountsReceivable,,,0.0,399758.0
CashCashEquivalentsAndShortTermInvestments,388708.0,325123.0,422729.0,724526.0
OtherShortTermInvestments,186769.0,261679.0,126000.0,216000.0
CashAndCashEquivalents,201939.0,63444.0,296729.0,508526.0
