,2023-11-30,2023-08-31,2023-05-31,2023-02-28
OrdinarySharesNumber,53198399.0,53198399.0,53198399.0,53198399.0
ShareIssued,53198399.0,53198399.0,53198399.0,53198399.0
TangibleBookValue,6852869.0,7332554.0,7896147.0,8425398.0
InvestedCapital,6852869.0,7332554.0,7896147.0,8425398.0
WorkingCapital,5541181.0,6017272.0,6577271.0,7102928.0
NetTangibleAssets,6852869.0,7332554.0,7896147.0,8425398.0
CommonStockEquity,6852869.0,7332554.0,7896147.0,8425398.0
TotalCapitalization,6852869.0,7332554.0,7896147.0,8425398.0
TotalEquityGrossMinorityInterest,6852869.0,7332554.0,7896147.0,8425398.0
StockholdersEquity,6852869.0,7332554.0,7896147.0,8425398.0
GainsLossesNotAffectingRetainedEarnings,-79687.0,-78159.0,-78131.0,-78401.0
OtherEquityAdjustments,-79687.0,-78159.0,-78131.0,-78401.0
RetainedEarnings,-75879241.0,-75377869.0,-74789577.0,-74235328.0
AdditionalPaidInCapital,82758599.0,82735384.0,82710657.0,82685929.0
CapitalStock,53198.0,53198.0,53198.0,53198.0
CommonStock,53198.0,53198.0,53198.0,53198.0
PreferredStock,0.0,0.0,0.0,0.0
TotalLiabilitiesNetMinorityInterest,331565.0,287226.0,260275.0,228977.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0,0.0,0.0
CurrentLiabilities,331565.0,287226.0,260275.0,228977.0
OtherCurrentLiabilities,139646.0,136109.0,101290.0,105490.0
PayablesAndAccruedExpenses,191919.0,151117.0,158985.0,123487.0
Payables,191919.0,151117.0,158985.0,123487.0
DuetoRelatedPartiesCurrent,24583.0,37025.0,41383.0,30333.0
AccountsPayable,167336.0,114092.0,117602.0,93154.0
TotalAssets,7184434.0,7619780.0,8156422.0,8654375.0
TotalNonCurrentAssets,1311688.0,1315282.0,1318876.0,1322470.0
NetPPE,1311688.0,1315282.0,1318876.0,1322470.0
AccumulatedDepreciation,-128721.0,-125128.0,-121534.0,-117940.0
GrossPPE,1440409.0,1440410.0,1440410.0,1440410.0
ConstructionInProgress,1292655.0,1292655.0,1292655.0,1292655.0
OtherProperties,133653.0,133653.0,133653.0,133653.0
MachineryFurnitureEquipment,14102.0,14102.0,14102.0,14102.0
CurrentAssets,5872746.0,6304498.0,6837546.0,7331905.0
OtherCurrentAssets,320318.0,241668.0,219818.0,199813.0
AssetsHeldForSaleCurrent,13775.0,13522.0,13894.0,14085.0
CurrentDeferredAssets,103633.0,56698.0,110563.0,52396.0
CashCashEquivalentsAndShortTermInvestments,5435020.0,5992610.0,6493271.0,7065611.0
OtherShortTermInvestments,5300000.0,5500000.0,6000000.0,6000000.0
CashAndCashEquivalents,135020.0,492610.0,493271.0,1065611.0
CashFinancial,135020.0,492610.0,493271.0,1065611.0
