,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,1613870.0,1609612.0,1623394.0
ShareIssued,1613870.0,1609612.0,1623394.0
TotalDebt,2264000.0,2262000.0,7075000.0
TangibleBookValue,22388000.0,3744000.0,20359000.0
InvestedCapital,24551000.0,5597000.0,25622000.0
WorkingCapital,22893000.0,27397000.0,17988000.0
NetTangibleAssets,22388000.0,3744000.0,20359000.0
CapitalLeaseObligations,758000.0,834000.0,2277000.0
CommonStockEquity,23045000.0,4169000.0,20824000.0
TotalCapitalization,24551000.0,5597000.0,25622000.0
TotalEquityGrossMinorityInterest,23045000.0,4169000.0,20824000.0
StockholdersEquity,23045000.0,4169000.0,20824000.0
OtherEquityInterest,35480000.0,11205000.0,11148000.0
GainsLossesNotAffectingRetainedEarnings,-6928000.0,-6928000.0,-6928000.0
OtherEquityAdjustments,-6928000.0,-6928000.0,-6928000.0
RetainedEarnings,-262827000.0,-257036000.0,-239706000.0
AdditionalPaidInCapital,257318000.0,256847000.0,256229000.0
CapitalStock,2000.0,81000.0,81000.0
CommonStock,2000.0,81000.0,81000.0
TotalLiabilitiesNetMinorityInterest,6863000.0,31545000.0,12308000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,2707000.0,26411000.0,6367000.0
LiabilitiesHeldforSaleNonCurrent,651000.0,1015000.0,
DerivativeProductLiabilities,,23378000.0,
LongTermDebtAndCapitalLeaseObligation,2056000.0,2018000.0,6367000.0
LongTermCapitalLeaseObligation,550000.0,590000.0,1569000.0
LongTermDebt,1506000.0,1428000.0,4798000.0
CurrentLiabilities,4156000.0,5134000.0,5941000.0
OtherCurrentLiabilities,1512000.0,1885000.0,
CurrentDeferredLiabilities,346000.0,275000.0,152000.0
CurrentDeferredRevenue,346000.0,275000.0,152000.0
CurrentDebtAndCapitalLeaseObligation,208000.0,244000.0,708000.0
CurrentCapitalLeaseObligation,208000.0,244000.0,708000.0
PayablesAndAccruedExpenses,2090000.0,2730000.0,5081000.0
CurrentAccruedExpenses,1294000.0,1832000.0,3406000.0
Payables,796000.0,898000.0,1675000.0
AccountsPayable,796000.0,898000.0,1675000.0
TotalAssets,29908000.0,35714000.0,33132000.0
TotalNonCurrentAssets,2859000.0,3183000.0,9203000.0
OtherNonCurrentAssets,769000.0,1196000.0,198000.0
GoodwillAndOtherIntangibleAssets,657000.0,425000.0,465000.0
OtherIntangibleAssets,657000.0,425000.0,465000.0
NetPPE,1433000.0,1562000.0,8540000.0
AccumulatedDepreciation,-3865000.0,-3808000.0,-6540000.0
GrossPPE,5298000.0,5370000.0,15080000.0
Leases,316000.0,316000.0,980000.0
ConstructionInProgress,5000.0,5000.0,414000.0
OtherProperties,4233000.0,4306000.0,12462000.0
MachineryFurnitureEquipment,744000.0,743000.0,1224000.0
Properties,0.0,0.0,0.0
CurrentAssets,27049000.0,32531000.0,23929000.0
OtherCurrentAssets,244000.0,236000.0,383000.0
AssetsHeldForSaleCurrent,946000.0,2079000.0,
RestrictedCash,676000.0,676000.0,676000.0
PrepaidAssets,467000.0,1836000.0,2280000.0
Inventory,10065000.0,8701000.0,6937000.0
FinishedGoods,7924000.0,8011000.0,6274000.0
RawMaterials,2141000.0,690000.0,663000.0
Receivables,292000.0,207000.0,2209000.0
AccountsReceivable,292000.0,207000.0,2209000.0
AllowanceForDoubtfulAccountsReceivable,,,-239000.0
GrossAccountsReceivable,,,2448000.0
CashCashEquivalentsAndShortTermInvestments,14359000.0,18796000.0,11444000.0
CashAndCashEquivalents,14359000.0,18796000.0,11444000.0
