,2023-09-30
NetDebt,1022792.0
TotalDebt,1036511.0
TangibleBookValue,-1859769.0
InvestedCapital,-674233.0
WorkingCapital,-1864244.0
NetTangibleAssets,-1857619.0
CommonStockEquity,-1697025.0
PreferredStockEquity,2150.0
TotalCapitalization,-1694875.0
TotalEquityGrossMinorityInterest,-1694875.0
StockholdersEquity,-1694875.0
RetainedEarnings,-1807204.0
AdditionalPaidInCapital,44695.0
CapitalStock,67634.0
CommonStock,65484.0
PreferredStock,2150.0
TotalLiabilitiesNetMinorityInterest,1966617.0
TotalNonCurrentLiabilitiesNetMinorityInterest,13718.0
OtherNonCurrentLiabilities,-1.0
LongTermDebtAndCapitalLeaseObligation,13719.0
CurrentLiabilities,1952899.0
OtherCurrentLiabilities,275919.0
CurrentDeferredLiabilities,0.0
CurrentDeferredRevenue,0.0
CurrentDebtAndCapitalLeaseObligation,1022792.0
CurrentDebt,1022792.0
CurrentNotesPayable,1022792.0
PayablesAndAccruedExpenses,654188.0
CurrentAccruedExpenses,67788.0
InterestPayable,67788.0
Payables,586400.0
DuetoRelatedPartiesCurrent,406494.0
AccountsPayable,179906.0
TotalAssets,271742.0
TotalNonCurrentAssets,183087.0
GoodwillAndOtherIntangibleAssets,162744.0
NetPPE,20343.0
CurrentAssets,88655.0
PrepaidAssets,0.0
Receivables,88655.0
NotesReceivable,88655.0
AccountsReceivable,0.0
CashCashEquivalentsAndShortTermInvestments,0.0
CashAndCashEquivalents,0.0
