,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,6993406.0,6993406.0,6993406.0,5340193.0,5340193.0
ShareIssued,6993406.0,6993406.0,6993406.0,5340193.0,5340193.0
TangibleBookValue,-43343916.0,-34938906.0,-27410097.0,-41523753.0,-34936185.0
InvestedCapital,-28457490.0,-20046095.0,-12510901.0,-26618172.0,-20024219.0
WorkingCapital,38662023.0,44875520.0,50318058.0,34172583.0,38781365.0
NetTangibleAssets,-43343916.0,-34938906.0,-27410097.0,-41523753.0,-34936185.0
CommonStockEquity,-28457490.0,-20046095.0,-12510901.0,-26618172.0,-20024219.0
TotalCapitalization,-28457490.0,-20046095.0,-12510901.0,-26618172.0,-20024219.0
TotalEquityGrossMinorityInterest,-28457490.0,-20046095.0,-12510901.0,-26618172.0,-20024219.0
StockholdersEquity,-28457490.0,-20046095.0,-12510901.0,-26618172.0,-20024219.0
RetainedEarnings,-396815428.0,-387792969.0,-379972523.0,-373780487.0,-366810075.0
AdditionalPaidInCapital,368357239.0,367746175.0,367460923.0,347161781.0,346785322.0
CapitalStock,699.0,699.0,699.0,534.0,534.0
CommonStock,699.0,699.0,699.0,534.0,534.0
PreferredStock,0.0,0.0,0.0,0.0,0.0
TotalLiabilitiesNetMinorityInterest,85357240.0,83176331.0,79649566.0,78212963.0,75111452.0
TotalNonCurrentLiabilitiesNetMinorityInterest,82016823.0,79826671.0,77741760.0,75711302.0,73733876.0
OtherNonCurrentLiabilities,82016823.0,79826671.0,77741760.0,75711302.0,73733876.0
CurrentLiabilities,3340417.0,3349660.0,1907806.0,2501661.0,1377576.0
PensionandOtherPostRetirementBenefitPlansCurrent,590769.0,,,,14832.0
PayablesAndAccruedExpenses,2749648.0,3349660.0,1907806.0,2501661.0,1362744.0
CurrentAccruedExpenses,944328.0,1954590.0,1609555.0,1540663.0,393077.0
Payables,1805320.0,1395070.0,298251.0,960998.0,969667.0
AccountsPayable,1805320.0,1395070.0,298251.0,960998.0,969667.0
TotalAssets,56899750.0,63130236.0,67138665.0,51594791.0,55087233.0
TotalNonCurrentAssets,14897310.0,14905056.0,14912801.0,14920547.0,14928292.0
GoodwillAndOtherIntangibleAssets,14886426.0,14892811.0,14899196.0,14905581.0,14911966.0
OtherIntangibleAssets,17027.0,23412.0,29797.0,36182.0,42567.0
Goodwill,14869399.0,14869399.0,14869399.0,14869399.0,14869399.0
NetPPE,10884.0,12245.0,13605.0,14966.0,16326.0
GrossPPE,,12245.0,13605.0,14966.0,16326.0
OtherProperties,,12245.0,13605.0,14966.0,16326.0
CurrentAssets,42002440.0,48225180.0,52225864.0,36674244.0,40158941.0
OtherCurrentAssets,989865.0,1221220.0,329153.0,596045.0,3965335.0
RestrictedCash,100000.0,100000.0,100000.0,100000.0,100000.0
CashCashEquivalentsAndShortTermInvestments,40912575.0,46903960.0,51796711.0,35978199.0,36093606.0
CashAndCashEquivalents,40912575.0,46903960.0,51796711.0,35978199.0,36093606.0
