,2023-11-30,2023-08-31,2023-05-31,2023-02-28
OrdinarySharesNumber,51785052.0,41667750.0,41167750.0,35767750.0
ShareIssued,51785052.0,41667750.0,41167750.0,35767750.0
TangibleBookValue,4005433.0,882139.0,550023.0,496961.0
InvestedCapital,4005433.0,882139.0,550023.0,496961.0
WorkingCapital,2916696.0,253268.0,-10293.0,40430.0
NetTangibleAssets,4005433.0,882139.0,550023.0,496961.0
CommonStockEquity,4005433.0,882139.0,550023.0,496961.0
TotalCapitalization,4005433.0,882139.0,550023.0,496961.0
TotalEquityGrossMinorityInterest,4005433.0,882139.0,550023.0,496961.0
StockholdersEquity,4005433.0,882139.0,550023.0,496961.0
OtherEquityInterest,,,-405000.0,
GainsLossesNotAffectingRetainedEarnings,236564.0,157803.0,0.0,0.0
RetainedEarnings,-1245248.0,-889969.0,-484282.0,-404239.0
CapitalStock,5014117.0,1614305.0,1439305.0,901200.0
CommonStock,5014117.0,1614305.0,1439305.0,901200.0
TotalLiabilitiesNetMinorityInterest,270312.0,87039.0,85447.0,93072.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0,0.0,0.0
CurrentLiabilities,270312.0,87039.0,85447.0,93072.0
PayablesAndAccruedExpenses,270312.0,87039.0,85447.0,93072.0
CurrentAccruedExpenses,260096.0,70979.0,,84405.0
Payables,10216.0,16060.0,85447.0,8667.0
DuetoRelatedPartiesCurrent,,8270.0,49995.0,
AccountsPayable,10216.0,7790.0,35452.0,8667.0
TotalAssets,4275745.0,969178.0,635470.0,590033.0
TotalNonCurrentAssets,1088737.0,628871.0,560316.0,456531.0
OtherNonCurrentAssets,101197.0,101342.0,101978.0,
NetPPE,987540.0,527529.0,458338.0,456531.0
CurrentAssets,3187008.0,340307.0,75154.0,133502.0
PrepaidAssets,494733.0,59043.0,12294.0,10027.0
Receivables,10713.0,2550.0,17436.0,15251.0
TaxesReceivable,10713.0,2550.0,17436.0,15251.0
CashCashEquivalentsAndShortTermInvestments,2681562.0,278714.0,45424.0,108224.0
CashAndCashEquivalents,2681562.0,278714.0,45424.0,108224.0
CashFinancial,2681562.0,278714.0,45424.0,108224.0
