,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
TreasurySharesNumber,50039747.0,50096494.0,50096500.0,50096500.0,50096500.0
OrdinarySharesNumber,1114960253.0,1114903506.0,1114903500.0,1114903500.0,1114903500.0
ShareIssued,1165000000.0,1165000000.0,1165000000.0,1165000000.0,1165000000.0
NetDebt,8104000000.0,8793000000.0,10444000000.0,10635000000.0,12412000000.0
TotalDebt,15518000000.0,16003000000.0,16898000000.0,17268000000.0,17391000000.0
TangibleBookValue,14620000000.0,12666000000.0,11507000000.0,11737000000.0,11719000000.0
InvestedCapital,30501000000.0,28784000000.0,28924000000.0,29146000000.0,29170000000.0
WorkingCapital,13603000000.0,12643000000.0,12668000000.0,13164000000.0,12620000000.0
NetTangibleAssets,14620000000.0,12666000000.0,11507000000.0,11737000000.0,11719000000.0
CapitalLeaseObligations,748000000.0,774000000.0,792000000.0,817000000.0,834000000.0
CommonStockEquity,15731000000.0,13555000000.0,12818000000.0,12695000000.0,12613000000.0
TotalCapitalization,29152000000.0,27291000000.0,27559000000.0,27876000000.0,27496000000.0
TotalEquityGrossMinorityInterest,15731000000.0,13555000000.0,12818000000.0,12695000000.0,12613000000.0
StockholdersEquity,15731000000.0,13555000000.0,12818000000.0,12695000000.0,12613000000.0
OtherEquityInterest,-1390000000.0,-975000000.0,-939000000.0,-926000000.0,-921000000.0
TreasuryStock,1150000000.0,1152000000.0,1152000000.0,1152000000.0,1152000000.0
CapitalStock,7579000000.0,7579000000.0,7579000000.0,7579000000.0,7579000000.0
CommonStock,7579000000.0,7579000000.0,7579000000.0,7579000000.0,7579000000.0
TotalLiabilitiesNetMinorityInterest,27750000000.0,27423000000.0,26772000000.0,27534000000.0,28497000000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,17754000000.0,17795000000.0,19067000000.0,19155000000.0,18873000000.0
OtherNonCurrentLiabilities,485000000.0,623000000.0,623000000.0,623000000.0,623000000.0
DerivativeProductLiabilities,810000000.0,761000000.0,1043000000.0,680000000.0,664000000.0
NonCurrentPensionAndOtherPostretirementBenefitPlans,1251000000.0,771000000.0,780000000.0,794000000.0,828000000.0
TradeandOtherPayablesNonCurrent,25000000.0,251000000.0,251000000.0,248000000.0,250000000.0
LongTermDebtAndCapitalLeaseObligation,14048000000.0,14395000000.0,15416000000.0,15874000000.0,15589000000.0
LongTermCapitalLeaseObligation,627000000.0,659000000.0,675000000.0,693000000.0,706000000.0
LongTermDebt,13421000000.0,13736000000.0,14741000000.0,15181000000.0,14883000000.0
LongTermProvisions,1135000000.0,994000000.0,954000000.0,936000000.0,919000000.0
CurrentLiabilities,9996000000.0,9628000000.0,7705000000.0,8379000000.0,9624000000.0
OtherCurrentLiabilities,182000000.0,55000000.0,55000000.0,63000000.0,63000000.0
CurrentDebtAndCapitalLeaseObligation,1470000000.0,1608000000.0,1482000000.0,1394000000.0,1802000000.0
CurrentCapitalLeaseObligation,121000000.0,115000000.0,117000000.0,124000000.0,128000000.0
CurrentDebt,1349000000.0,1493000000.0,1365000000.0,1270000000.0,1674000000.0
PensionandOtherPostRetirementBenefitPlansCurrent,376000000.0,242000000.0,220000000.0,905000000.0,311000000.0
CurrentProvisions,48000000.0,460000000.0,1014000000.0,,596000000.0
Payables,7324000000.0,5751000000.0,3999000000.0,4726000000.0,6080000000.0
OtherPayable,462000000.0,603000000.0,299000000.0,288000000.0,314000000.0
DividendsPayable,1124000000.0,441000000.0,0.0,0.0,401000000.0
TotalTaxPayable,1242000000.0,600000000.0,362000000.0,242000000.0,231000000.0
AccountsPayable,4496000000.0,4107000000.0,3338000000.0,4196000000.0,5134000000.0
TotalAssets,43481000000.0,40978000000.0,39590000000.0,40229000000.0,41110000000.0
TotalNonCurrentAssets,19882000000.0,18707000000.0,19217000000.0,18686000000.0,18866000000.0
OtherNonCurrentAssets,58000000.0,45000000.0,14000000.0,13000000.0,14000000.0
NonCurrentPrepaidAssets,1413000000.0,1480000000.0,1544000000.0,1551000000.0,1582000000.0
NonCurrentDeferredTaxesAssets,2195000000.0,2149000000.0,2081000000.0,1883000000.0,1920000000.0
FinancialAssets,35000000.0,46000000.0,43000000.0,127000000.0,170000000.0
InvestmentinFinancialAssets,,,,,0.0
FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,,,,,0.0
LongTermEquityInvestment,4490000000.0,4885000000.0,4934000000.0,4981000000.0,4984000000.0
InvestmentsinJointVenturesatCost,4490000000.0,,,,4984000000.0
