,2023-06-30,2023-03-31
OrdinarySharesNumber,99693691.0,98597537.0
ShareIssued,99693691.0,98597537.0
NetDebt,178343000.0,164850000.0
TotalDebt,700015000.0,714003000.0
TangibleBookValue,-218231000.0,-201887000.0
InvestedCapital,-8216000.0,-6495000.0
WorkingCapital,-136804000.0,-131841000.0
NetTangibleAssets,-218231000.0,-201887000.0
CapitalLeaseObligations,497104000.0,525944000.0
CommonStockEquity,-211127000.0,-194554000.0
TotalCapitalization,-51994000.0,-50762000.0
TotalEquityGrossMinorityInterest,-212646000.0,-195918000.0
MinorityInterest,-1519000.0,-1364000.0
StockholdersEquity,-211127000.0,-194554000.0
GainsLossesNotAffectingRetainedEarnings,-7259000.0,-4025000.0
OtherEquityAdjustments,-659000.0,-799000.0
ForeignCurrencyTranslationAdjustments,-6600000.0,-3226000.0
RetainedEarnings,-771010000.0,-755408000.0
AdditionalPaidInCapital,566634000.0,564390000.0
CapitalStock,508000.0,489000.0
CommonStock,508000.0,489000.0
TotalLiabilitiesNetMinorityInterest,809057000.0,809115000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,609484000.0,618481000.0
TradeandOtherPayablesNonCurrent,8482000.0,7302000.0
NonCurrentDeferredLiabilities,313000.0,325000.0
NonCurrentDeferredTaxesLiabilities,313000.0,325000.0
LongTermDebtAndCapitalLeaseObligation,600689000.0,610854000.0
LongTermCapitalLeaseObligation,441556000.0,467062000.0
LongTermDebt,159133000.0,143792000.0
CurrentLiabilities,199573000.0,190634000.0
OtherCurrentLiabilities,7369000.0,3068000.0
CurrentDebtAndCapitalLeaseObligation,99326000.0,103149000.0
CurrentCapitalLeaseObligation,55548000.0,58882000.0
CurrentDebt,43778000.0,44267000.0
OtherCurrentBorrowings,43778000.0,44267000.0
PayablesAndAccruedExpenses,92878000.0,84417000.0
Payables,92878000.0,84417000.0
AccountsPayable,92878000.0,84417000.0
TotalAssets,596411000.0,613197000.0
TotalNonCurrentAssets,533642000.0,554404000.0
OtherNonCurrentAssets,708000.0,370000.0
NonCurrentPrepaidAssets,9816000.0,10858000.0
NonCurrentAccountsReceivable,1630000.0,1681000.0
InvestmentsAndAdvances,8471000.0,6548000.0
InvestmentinFinancialAssets,3151000.0,3150000.0
LongTermEquityInvestment,5320000.0,3398000.0
GoodwillAndOtherIntangibleAssets,7104000.0,7333000.0
OtherIntangibleAssets,6581000.0,6790000.0
Goodwill,523000.0,543000.0
NetPPE,505913000.0,527614000.0
GrossPPE,505913000.0,527614000.0
OtherProperties,505913000.0,527614000.0
CurrentAssets,62769000.0,58793000.0
OtherCurrentAssets,19937000.0,19604000.0
AssetsHeldForSaleCurrent,2500000.0,2500000.0
Inventory,2456000.0,2437000.0
Receivables,13308000.0,11043000.0
AccountsReceivable,13308000.0,11043000.0
CashCashEquivalentsAndShortTermInvestments,24568000.0,23209000.0
CashAndCashEquivalents,24568000.0,23209000.0
CashFinancial,24568000.0,23209000.0
