,2023-11-30,2023-08-31,2023-05-31,2023-02-28,2023-01-31
OrdinarySharesNumber,443787000.0,442793000.0,443148481.0,443483205.0,443550000.0
ShareIssued,443787000.0,442793000.0,443148481.0,443483205.0,443550000.0
TotalDebt,9347000000.0,8884000000.0,9004000000.0,9139000000.0,9139000000.0
TangibleBookValue,26147000000.0,25058000000.0,23568000000.0,22794000000.0,22794000000.0
InvestedCapital,33093000000.0,31516000000.0,30065000000.0,29376000000.0,29376000000.0
WorkingCapital,3312000000.0,2296000000.0,2581000000.0,1814000000.0,1814000000.0
NetTangibleAssets,26147000000.0,25058000000.0,23568000000.0,22794000000.0,22794000000.0
CapitalLeaseObligations,2401000000.0,2426000000.0,2507000000.0,2557000000.0,2557000000.0
CommonStockEquity,26147000000.0,25058000000.0,23568000000.0,22794000000.0,22794000000.0
TotalCapitalization,32013000000.0,30435000000.0,30065000000.0,29300000000.0,29300000000.0
TotalEquityGrossMinorityInterest,26147000000.0,25058000000.0,23573000000.0,22799000000.0,22799000000.0
MinorityInterest,0.0,0.0,5000000.0,5000000.0,5000000.0
StockholdersEquity,26147000000.0,25058000000.0,23568000000.0,22794000000.0,22794000000.0
GainsLossesNotAffectingRetainedEarnings,-1843000000.0,-1805000000.0,-1680000000.0,-1672000000.0,-1672000000.0
OtherEquityAdjustments,-1843000000.0,-1805000000.0,-1680000000.0,-1672000000.0,
RetainedEarnings,20499000000.0,19521000000.0,18035000000.0,17341000000.0,17341000000.0
AdditionalPaidInCapital,7489000000.0,7340000000.0,7211000000.0,7123000000.0,7123000000.0
CapitalStock,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0
CommonStock,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0
PreferredStock,0.0,0.0,0.0,0.0,0.0
TotalLiabilitiesNetMinorityInterest,47576000000.0,43936000000.0,43179000000.0,44049000000.0,44049000000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,10808000000.0,10353000000.0,11471000000.0,11533000000.0,11533000000.0
OtherNonCurrentLiabilities,2541000000.0,2550000000.0,2467000000.0,2470000000.0,2470000000.0
LongTermDebtAndCapitalLeaseObligation,8267000000.0,7803000000.0,9004000000.0,9063000000.0,9063000000.0
LongTermCapitalLeaseObligation,2401000000.0,2426000000.0,2507000000.0,2557000000.0,2557000000.0
LongTermDebt,5866000000.0,5377000000.0,6497000000.0,6506000000.0,6506000000.0
CurrentLiabilities,36768000000.0,33583000000.0,31708000000.0,32516000000.0,32516000000.0
OtherCurrentLiabilities,6188000000.0,6254000000.0,6226000000.0,7122000000.0,7122000000.0
CurrentDeferredLiabilities,2462000000.0,2337000000.0,2436000000.0,2412000000.0,2412000000.0
CurrentDebtAndCapitalLeaseObligation,1080000000.0,1081000000.0,,76000000.0,76000000.0
CurrentDebt,1080000000.0,1081000000.0,,76000000.0,76000000.0
PayablesAndAccruedExpenses,27038000000.0,23911000000.0,23046000000.0,22906000000.0,22906000000.0
CurrentAccruedExpenses,6681000000.0,6428000000.0,6193000000.0,6499000000.0,6499000000.0
Payables,20357000000.0,17483000000.0,16853000000.0,16407000000.0,16407000000.0
AccountsPayable,20357000000.0,17483000000.0,16853000000.0,16407000000.0,16407000000.0
TotalAssets,73723000000.0,68994000000.0,66752000000.0,66848000000.0,66848000000.0
TotalNonCurrentAssets,33643000000.0,33115000000.0,32463000000.0,32518000000.0,32518000000.0
OtherNonCurrentAssets,3803000000.0,3718000000.0,3726000000.0,3935000000.0,3935000000.0
NetPPE,29840000000.0,29397000000.0,28737000000.0,28583000000.0,28583000000.0
AccumulatedDepreciation,,-16685000000.0,,,
GrossPPE,29840000000.0,46082000000.0,28737000000.0,28583000000.0,28583000000.0
ConstructionInProgress,,1266000000.0,,,
OtherProperties,29840000000.0,2713000000.0,28737000000.0,28583000000.0,28583000000.0
MachineryFurnitureEquipment,,11512000000.0,,,
BuildingsAndImprovements,,22001000000.0,,,
LandAndImprovements,,8590000000.0,,,
Properties,,0.0,,,
CurrentAssets,40080000000.0,35879000000.0,34289000000.0,34330000000.0,34330000000.0
OtherCurrentAssets,1673000000.0,1709000000.0,1755000000.0,1830000000.0,1830000000.0
Inventory,18001000000.0,16651000000.0,16324000000.0,16081000000.0,16081000000.0
FinishedGoods,18001000000.0,16651000000.0,16324000000.0,16081000000.0,16081000000.0
Receivables,2542000000.0,2285000000.0,2502000000.0,2714000000.0,2714000000.0
AccountsReceivable,2542000000.0,2285000000.0,2502000000.0,2714000000.0,2714000000.0
CashCashEquivalentsAndShortTermInvestments,17864000000.0,15234000000.0,13708000000.0,13705000000.0,13705000000.0
OtherShortTermInvestments,853000000.0,1534000000.0,1215000000.0,735000000.0,735000000.0
CashAndCashEquivalents,17011000000.0,13700000000.0,12493000000.0,12970000000.0,12970000000.0
