,2023-10-31,2023-07-31,2023-01-31
OrdinarySharesNumber,107654365.0,107654365.0,68175154.0
ShareIssued,107654365.0,107654365.0,68175154.0
TotalDebt,336099.0,330208.0,
TangibleBookValue,28735974.0,29423260.0,21866396.0
InvestedCapital,29072073.0,29753468.0,21866396.0
WorkingCapital,1348562.0,3658647.0,1504119.0
NetTangibleAssets,28735974.0,29423260.0,21866396.0
CommonStockEquity,28735974.0,29423260.0,21866396.0
TotalCapitalization,28735974.0,29423260.0,21866396.0
TotalEquityGrossMinorityInterest,28735974.0,29423260.0,21866396.0
StockholdersEquity,28735974.0,29423260.0,21866396.0
GainsLossesNotAffectingRetainedEarnings,4728332.0,4504082.0,3839047.0
RetainedEarnings,-6442334.0,-5530798.0,-4290268.0
CapitalStock,30449976.0,30449976.0,22317617.0
CommonStock,30449976.0,30449976.0,22317617.0
TotalLiabilitiesNetMinorityInterest,1752791.0,2830819.0,2241389.0
TotalNonCurrentLiabilitiesNetMinorityInterest,1116998.0,1116998.0,1348277.0
NonCurrentDeferredLiabilities,1116998.0,1116998.0,1348277.0
NonCurrentDeferredTaxesLiabilities,1116998.0,1116998.0,1348277.0
CurrentLiabilities,635793.0,1713821.0,893112.0
OtherCurrentLiabilities,110901.0,241392.0,208850.0
CurrentDebtAndCapitalLeaseObligation,336099.0,330208.0,
CurrentDebt,336099.0,330208.0,
PayablesAndAccruedExpenses,188793.0,1142221.0,684262.0
Payables,188793.0,1142221.0,684262.0
DuetoRelatedPartiesCurrent,0.0,5438.0,33913.0
AccountsPayable,188793.0,1136783.0,650349.0
TotalAssets,30488765.0,32254079.0,24107785.0
TotalNonCurrentAssets,28504410.0,26881611.0,21710554.0
NetPPE,28504410.0,26881611.0,21710554.0
CurrentAssets,1984355.0,5372468.0,2397231.0
CurrentDeferredAssets,15750.0,48936.0,
PrepaidAssets,295863.0,235225.0,108584.0
Receivables,83137.0,104469.0,108825.0
TaxesReceivable,83137.0,104469.0,74055.0
AccountsReceivable,,,34770.0
CashCashEquivalentsAndShortTermInvestments,1589605.0,4983838.0,2179822.0
CashAndCashEquivalents,1589605.0,4983838.0,2179822.0
CashFinancial,1589605.0,4983838.0,2179822.0
