,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
TreasurySharesNumber,288554.0,288553.0,65792.0,65792.0,65792.0
PreferredSharesNumber,7.0,7.0,7.0,7.0,7.0
OrdinarySharesNumber,13265213.0,12790590.0,11684973.0,9347805.0,8945473.0
ShareIssued,13553767.0,13079143.0,11750765.0,9413597.0,9011265.0
TotalDebt,5902000.0,5981000.0,6114000.0,6205000.0,4867000.0
TangibleBookValue,1387000.0,3568000.0,2055000.0,-3915000.0,-4536000.0
InvestedCapital,45869000.0,48439000.0,47035000.0,41702000.0,40220000.0
WorkingCapital,-432000.0,-735000.0,-2118000.0,-7754000.0,-4499000.0
NetTangibleAssets,4946000.0,7127000.0,5614000.0,-356000.0,-977000.0
CapitalLeaseObligations,971000.0,1077000.0,1146000.0,1281000.0,
CommonStockEquity,40938000.0,43535000.0,42067000.0,36778000.0,35353000.0
PreferredStockEquity,3559000.0,3559000.0,3559000.0,3559000.0,3559000.0
TotalCapitalization,44497000.0,47094000.0,45626000.0,40337000.0,38912000.0
TotalEquityGrossMinorityInterest,43327000.0,45883000.0,44376000.0,39073000.0,37644000.0
MinorityInterest,-1170000.0,-1210000.0,-1250000.0,-1264000.0,-1268000.0
StockholdersEquity,44497000.0,47094000.0,45626000.0,40337000.0,38912000.0
GainsLossesNotAffectingRetainedEarnings,-417000.0,-414000.0,-480000.0,-402000.0,-389000.0
OtherEquityAdjustments,-417000.0,-414000.0,-480000.0,-402000.0,-389000.0
TreasuryStock,11978000.0,11978000.0,11608000.0,11608000.0,11608000.0
RetainedEarnings,-489341000.0,-486477000.0,-486033000.0,-482395000.0,-479229000.0
AdditionalPaidInCapital,542482000.0,542212000.0,539997000.0,530998000.0,526402000.0
CapitalStock,3751000.0,3751000.0,3750000.0,3744000.0,3736000.0
CommonStock,192000.0,192000.0,191000.0,185000.0,177000.0
PreferredStock,3559000.0,3559000.0,3559000.0,3559000.0,3559000.0
TotalLiabilitiesNetMinorityInterest,39897000.0,38809000.0,44270000.0,48915000.0,57251000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,3229000.0,3572000.0,3655000.0,3584000.0,6504000.0
OtherNonCurrentLiabilities,59000.0,59000.0,59000.0,74000.0,564000.0
NonCurrentDeferredLiabilities,2639000.0,2868000.0,2868000.0,2647000.0,5940000.0
LongTermDebtAndCapitalLeaseObligation,531000.0,645000.0,728000.0,863000.0,
LongTermCapitalLeaseObligation,531000.0,645000.0,728000.0,863000.0,
CurrentLiabilities,36668000.0,35237000.0,40615000.0,45331000.0,50747000.0
OtherCurrentLiabilities,110000.0,82000.0,1526000.0,1444000.0,467000.0
CurrentDeferredLiabilities,4200000.0,4015000.0,3836000.0,4014000.0,4694000.0
CurrentDeferredRevenue,246000.0,273000.0,221000.0,226000.0,
CurrentDebtAndCapitalLeaseObligation,5371000.0,5336000.0,5386000.0,5342000.0,4867000.0
CurrentCapitalLeaseObligation,440000.0,432000.0,418000.0,418000.0,
CurrentDebt,4931000.0,4904000.0,4968000.0,4924000.0,4867000.0
LineOfCredit,4931000.0,4904000.0,4968000.0,4924000.0,4867000.0
PensionandOtherPostRetirementBenefitPlansCurrent,1209000.0,1672000.0,2330000.0,2532000.0,3390000.0
PayablesAndAccruedExpenses,25778000.0,24132000.0,27537000.0,31999000.0,37329000.0
CurrentAccruedExpenses,3657000.0,3295000.0,3134000.0,3843000.0,3642000.0
Payables,22121000.0,20837000.0,24403000.0,28156000.0,33687000.0
OtherPayable,15553000.0,12763000.0,14112000.0,13114000.0,15967000.0
AccountsPayable,6568000.0,8074000.0,10291000.0,15042000.0,17720000.0
TotalAssets,83224000.0,84692000.0,88646000.0,87988000.0,94895000.0
TotalNonCurrentAssets,46988000.0,50190000.0,50149000.0,50412000.0,48647000.0
OtherNonCurrentAssets,943000.0,1052000.0,2862000.0,2686000.0,1863000.0
NonCurrentAccountsReceivable,3153000.0,2617000.0,,,
InvestmentsAndAdvances,1276000.0,4482000.0,5200000.0,5200000.0,5200000.0
LongTermEquityInvestment,1276000.0,4482000.0,5200000.0,5200000.0,5200000.0
InvestmentsInOtherVenturesUnderEquityMethod,1276000.0,4482000.0,5200000.0,5200000.0,5200000.0
GoodwillAndOtherIntangibleAssets,39551000.0,39967000.0,40012000.0,40693000.0,39889000.0
OtherIntangibleAssets,18727000.0,19143000.0,19188000.0,19869000.0,18864000.0
Goodwill,20824000.0,20824000.0,20824000.0,20824000.0,21025000.0
NetPPE,2065000.0,2072000.0,2075000.0,1833000.0,1695000.0
CurrentAssets,36236000.0,34502000.0,38497000.0,37577000.0,46248000.0
OtherCurrentAssets,1678000.0,1550000.0,,,
PrepaidAssets,,,1469000.0,4831000.0,4411000.0
Inventory,,,165000.0,207000.0,209000.0
Receivables,29019000.0,24332000.0,24734000.0,25387000.0,32832000.0
OtherReceivables,10931000.0,10283000.0,8250000.0,2456000.0,5364000.0
TaxesReceivable,1672000.0,1672000.0,1773000.0,2085000.0,2475000.0
AccountsReceivable,16416000.0,12377000.0,14711000.0,20846000.0,24993000.0
AllowanceForDoubtfulAccountsReceivable,,,,0.0,-2780000.0
GrossAccountsReceivable,,,,20846000.0,27773000.0
CashCashEquivalentsAndShortTermInvestments,5539000.0,8620000.0,12129000.0,7152000.0,8796000.0
CashAndCashEquivalents,5539000.0,8620000.0,12129000.0,7152000.0,8796000.0
