,2023-06-30
OrdinarySharesNumber,373984129.0
ShareIssued,373984129.0
NetDebt,20403000.0
TotalDebt,98492000.0
TangibleBookValue,-17915000.0
InvestedCapital,266318000.0
WorkingCapital,-296646000.0
NetTangibleAssets,-17915000.0
CapitalLeaseObligations,6727000.0
CommonStockEquity,174553000.0
TotalCapitalization,243345000.0
TotalEquityGrossMinorityInterest,174553000.0
StockholdersEquity,174553000.0
GainsLossesNotAffectingRetainedEarnings,19951000.0
OtherEquityAdjustments,42458000.0
ForeignCurrencyTranslationAdjustments,-22507000.0
RetainedEarnings,-339606000.0
CapitalStock,494208000.0
CommonStock,494208000.0
TotalLiabilitiesNetMinorityInterest,2819976000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,110110000.0
OtherNonCurrentLiabilities,11737000.0
EmployeeBenefits,54000.0
NonCurrentPensionAndOtherPostretirementBenefitPlans,54000.0
NonCurrentDeferredLiabilities,12944000.0
NonCurrentDeferredTaxesLiabilities,12944000.0
LongTermDebtAndCapitalLeaseObligation,73541000.0
LongTermCapitalLeaseObligation,4749000.0
LongTermDebt,68792000.0
LongTermProvisions,11834000.0
CurrentLiabilities,2709866000.0
OtherCurrentLiabilities,2575260000.0
CurrentDeferredLiabilities,8535000.0
CurrentDeferredRevenue,5430000.0
CurrentDeferredTaxesLiabilities,3105000.0
CurrentDebtAndCapitalLeaseObligation,24951000.0
CurrentCapitalLeaseObligation,1978000.0
CurrentDebt,22973000.0
OtherCurrentBorrowings,677000.0
CurrentNotesPayable,22296000.0
PensionandOtherPostRetirementBenefitPlansCurrent,1047000.0
CurrentProvisions,17789000.0
PayablesAndAccruedExpenses,82284000.0
Payables,82284000.0
OtherPayable,26661000.0
AccountsPayable,55623000.0
TotalAssets,2994529000.0
TotalNonCurrentAssets,581309000.0
OtherNonCurrentAssets,35706000.0
NonCurrentDeferredAssets,16634000.0
NonCurrentDeferredTaxesAssets,16634000.0
NonCurrentAccountsReceivable,8110000.0
InvestmentsAndAdvances,317821000.0
OtherInvestments,316208000.0
InvestmentinFinancialAssets,1613000.0
TradingSecurities,1613000.0
GoodwillAndOtherIntangibleAssets,192468000.0
OtherIntangibleAssets,92058000.0
Goodwill,100410000.0
NetPPE,10570000.0
AccumulatedDepreciation,-16693000.0
GrossPPE,27263000.0
Leases,1655000.0
OtherProperties,13370000.0
MachineryFurnitureEquipment,12238000.0
CurrentAssets,2413220000.0
OtherCurrentAssets,31152000.0
CurrentDeferredAssets,3169000.0
CurrentDeferredTaxesAssets,3169000.0
PrepaidAssets,8648000.0
Receivables,38857000.0
ReceivablesAdjustmentsAllowances,-7005000.0
OtherReceivables,3409000.0
AccountsReceivable,42453000.0
CashCashEquivalentsAndShortTermInvestments,2331394000.0
OtherShortTermInvestments,2260032000.0
CashAndCashEquivalents,71362000.0
CashFinancial,71362000.0
