,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,192409642.0,192309642.0,192309642.0,192309642.0
ShareIssued,192409642.0,192309642.0,192309642.0,192309642.0
NetDebt,1715105.0,,,
TotalDebt,2473769.0,545198.0,131353.0,162422.0
TangibleBookValue,588955.0,3252689.0,5189602.0,7837397.0
InvestedCapital,2817139.0,3479163.0,5229602.0,7877397.0
WorkingCapital,7667.0,765512.0,2808756.0,5365576.0
NetTangibleAssets,588955.0,3252689.0,5189602.0,7837397.0
CapitalLeaseObligations,245585.0,318724.0,91353.0,122422.0
CommonStockEquity,588955.0,3252689.0,5189602.0,7837397.0
TotalCapitalization,2666165.0,3252689.0,5189602.0,7837397.0
TotalEquityGrossMinorityInterest,588955.0,3252689.0,5189602.0,7837397.0
StockholdersEquity,588955.0,3252689.0,5189602.0,7837397.0
OtherEquityInterest,7618918.0,7204974.0,7055400.0,6978285.0
RetainedEarnings,-55432589.0,-52340911.0,-50254424.0,-47529514.0
CapitalStock,48402626.0,48388626.0,48388626.0,48388626.0
CommonStock,48402626.0,48388626.0,48388626.0,48388626.0
TotalLiabilitiesNetMinorityInterest,5761645.0,3841126.0,3199223.0,3486625.0
TotalNonCurrentLiabilitiesNetMinorityInterest,2184548.0,143117.0,17459.0,17316.0
LongTermDebtAndCapitalLeaseObligation,2184548.0,143117.0,17459.0,17316.0
LongTermCapitalLeaseObligation,107338.0,143117.0,17459.0,17316.0
LongTermDebt,2077210.0,,,
CurrentLiabilities,3577097.0,3698009.0,3181764.0,3469309.0
CurrentDeferredLiabilities,651790.0,628147.0,630040.0,498254.0
CurrentDeferredRevenue,651790.0,628147.0,630040.0,498254.0
CurrentDebtAndCapitalLeaseObligation,289221.0,402081.0,113894.0,145106.0
CurrentCapitalLeaseObligation,138247.0,175607.0,73894.0,105106.0
CurrentDebt,150974.0,226474.0,40000.0,40000.0
OtherCurrentBorrowings,40000.0,40000.0,40000.0,40000.0
LineOfCredit,110974.0,186474.0,,
PayablesAndAccruedExpenses,2636086.0,2667781.0,2437830.0,2825949.0
TotalAssets,6350600.0,7093815.0,8388825.0,11324022.0
TotalNonCurrentAssets,2765836.0,2630293.0,2398305.0,2489137.0
OtherNonCurrentAssets,190413.0,217601.0,,
NetPPE,2575423.0,2412692.0,2398305.0,2489137.0
AccumulatedDepreciation,-2354358.0,-2127437.0,-1903717.0,-1714890.0
GrossPPE,4929781.0,4540129.0,4302022.0,4204027.0
Leases,280321.0,280321.0,280321.0,280321.0
OtherProperties,4450328.0,4060676.0,1982944.0,2072487.0
MachineryFurnitureEquipment,199132.0,199132.0,2038757.0,1851219.0
Properties,0.0,0.0,0.0,0.0
CurrentAssets,3584764.0,4463521.0,5990520.0,8834885.0
PrepaidAssets,385050.0,532508.0,442953.0,562054.0
Inventory,417884.0,1462382.0,1255977.0,1569599.0
FinishedGoods,340484.0,1402271.0,1204862.0,1541888.0
RawMaterials,77400.0,60111.0,51115.0,27711.0
Receivables,2268751.0,1929962.0,2478604.0,2478306.0
TaxesReceivable,-141592.0,-65674.0,-4886.0,45784.0
AccountsReceivable,2410343.0,1995636.0,2483490.0,2432522.0
CashCashEquivalentsAndShortTermInvestments,513079.0,538669.0,1812986.0,4224926.0
CashAndCashEquivalents,513079.0,538669.0,1812986.0,4224926.0
