,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,42084264.0,39584264.0,21094264.0
ShareIssued,42084264.0,39584264.0,21094264.0
TangibleBookValue,-9451751.0,-6946984.0,-6564330.0
InvestedCapital,-9451751.0,-6946984.0,-6564330.0
WorkingCapital,-10506241.0,-7711919.0,-7064434.0
NetTangibleAssets,-9451751.0,-6946984.0,-6564330.0
CommonStockEquity,-9451751.0,-6946984.0,-6564330.0
TotalCapitalization,-9451751.0,-6946984.0,-6564330.0
TotalEquityGrossMinorityInterest,-10504541.0,-7709885.0,-7062169.0
MinorityInterest,-1052790.0,-762901.0,-497839.0
StockholdersEquity,-9451751.0,-6946984.0,-6564330.0
OtherEquityInterest,-5962.0,-28578.0,-33950.0
GainsLossesNotAffectingRetainedEarnings,30231.0,13475.0,-4954.0
OtherEquityAdjustments,30231.0,13475.0,-4954.0
RetainedEarnings,-58131350.0,-55514797.0,-53064975.0
AdditionalPaidInCapital,48615546.0,48543332.0,46518455.0
CapitalStock,39784.0,39584.0,21094.0
CommonStock,39784.0,39584.0,21094.0
PreferredStock,0.0,0.0,0.0
TotalLiabilitiesNetMinorityInterest,11002095.0,9313212.0,7454434.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0,0.0
CurrentLiabilities,11002095.0,9313212.0,7454434.0
OtherCurrentLiabilities,93178.0,161462.0,252508.0
PayablesAndAccruedExpenses,10908917.0,9151750.0,7201926.0
CurrentAccruedExpenses,10736288.0,8961308.0,7026287.0
Payables,172629.0,190442.0,175639.0
OtherPayable,172629.0,190442.0,175639.0
TotalAssets,497554.0,1603327.0,392265.0
TotalNonCurrentAssets,1700.0,2034.0,2265.0
NetPPE,1700.0,2034.0,2265.0
CurrentAssets,495854.0,1601293.0,390000.0
OtherCurrentAssets,133757.0,199818.0,265425.0
CashCashEquivalentsAndShortTermInvestments,362097.0,1401475.0,124575.0
CashAndCashEquivalents,362097.0,1401475.0,124575.0
CashFinancial,362097.0,1401475.0,124575.0
