,2023-07-31,2023-04-30,2023-01-31
OrdinarySharesNumber,76292446.0,76292446.0,61144298.0
ShareIssued,76292446.0,76292446.0,61144298.0
NetDebt,75558.0,63656.0,29612.0
TotalDebt,80334.0,76794.0,76974.0
TangibleBookValue,-3784069.0,-3659988.0,-998575.0
InvestedCapital,631477.0,807287.0,-921601.0
WorkingCapital,-3784069.0,-3659988.0,-998815.0
NetTangibleAssets,-3784069.0,-3659988.0,-998575.0
CommonStockEquity,551143.0,730493.0,-998575.0
TotalCapitalization,551143.0,730493.0,-998575.0
TotalEquityGrossMinorityInterest,551143.0,730493.0,-998575.0
StockholdersEquity,551143.0,730493.0,-998575.0
OtherEquityInterest,,,28290.0
GainsLossesNotAffectingRetainedEarnings,-199622.0,-115854.0,-92746.0
OtherEquityAdjustments,-199622.0,-115854.0,-92746.0
RetainedEarnings,-12188189.0,-12092607.0,-11897147.0
AdditionalPaidInCapital,-101172.0,-101172.0,-101172.0
CapitalStock,13040126.0,13040126.0,11064200.0
CommonStock,13040126.0,13040126.0,11064200.0
TotalLiabilitiesNetMinorityInterest,3798876.0,3687198.0,1064763.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0,0.0
CurrentLiabilities,3798876.0,3687198.0,1064763.0
CurrentDebtAndCapitalLeaseObligation,80334.0,76794.0,76974.0
CurrentDebt,80334.0,76794.0,76974.0
CurrentNotesPayable,80334.0,76794.0,76974.0
PayablesAndAccruedExpenses,3718542.0,3610404.0,987789.0
CurrentAccruedExpenses,25161.0,16222.0,33999.0
Payables,3693381.0,3594182.0,953790.0
DuetoRelatedPartiesCurrent,3074994.0,2984027.0,394390.0
AccountsPayable,618387.0,610155.0,559400.0
TotalAssets,4350019.0,4417691.0,66188.0
TotalNonCurrentAssets,4335212.0,4390481.0,240.0
GoodwillAndOtherIntangibleAssets,4335212.0,4390481.0,
OtherIntangibleAssets,4335212.0,4390481.0,
NetPPE,0.0,0.0,240.0
CurrentAssets,14807.0,27210.0,65948.0
PrepaidAssets,9840.0,13229.0,17610.0
Receivables,191.0,843.0,976.0
AccountsReceivable,191.0,843.0,976.0
CashCashEquivalentsAndShortTermInvestments,4776.0,13138.0,47362.0
CashAndCashEquivalents,4776.0,13138.0,47362.0
CashFinancial,4776.0,13138.0,47362.0
