,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,35119248.0,34568500.0,34414149.0,34414149.0
ShareIssued,35119248.0,34568500.0,34414149.0,34414149.0
TotalDebt,926000.0,1025000.0,8678000.0,10185000.0
TangibleBookValue,24108000.0,26981000.0,29269000.0,31942000.0
InvestedCapital,24108000.0,26981000.0,36824000.0,40895000.0
WorkingCapital,25712000.0,32138000.0,38200000.0,44697000.0
NetTangibleAssets,24108000.0,26981000.0,29269000.0,31942000.0
CapitalLeaseObligations,926000.0,1025000.0,1123000.0,1232000.0
CommonStockEquity,24108000.0,26981000.0,29269000.0,31942000.0
TotalCapitalization,24108000.0,26981000.0,31110000.0,35181000.0
TotalEquityGrossMinorityInterest,24108000.0,26981000.0,29269000.0,31942000.0
StockholdersEquity,24108000.0,26981000.0,29269000.0,31942000.0
GainsLossesNotAffectingRetainedEarnings,458000.0,340000.0,305000.0,76000.0
OtherEquityAdjustments,458000.0,340000.0,305000.0,76000.0
RetainedEarnings,-183398000.0,-179688000.0,-176345000.0,-172405000.0
AdditionalPaidInCapital,207045000.0,206326000.0,205306000.0,204268000.0
CapitalStock,3000.0,3000.0,3000.0,3000.0
CommonStock,3000.0,3000.0,3000.0,3000.0
TotalLiabilitiesNetMinorityInterest,31117000.0,31783000.0,42521000.0,46479000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,2918000.0,6565000.0,10501000.0,14441000.0
NonCurrentDeferredLiabilities,2420000.0,5956000.0,7941000.0,10378000.0
NonCurrentDeferredRevenue,2420000.0,5956000.0,7941000.0,10378000.0
LongTermDebtAndCapitalLeaseObligation,498000.0,609000.0,2560000.0,4063000.0
LongTermCapitalLeaseObligation,498000.0,609000.0,719000.0,824000.0
LongTermDebt,,,1841000.0,3239000.0
CurrentLiabilities,28199000.0,25218000.0,32020000.0,32038000.0
CurrentDeferredLiabilities,15832000.0,14239000.0,14767000.0,14700000.0
CurrentDeferredRevenue,15832000.0,14239000.0,14767000.0,14700000.0
CurrentDebtAndCapitalLeaseObligation,428000.0,416000.0,6118000.0,6122000.0
CurrentCapitalLeaseObligation,428000.0,416000.0,404000.0,408000.0
CurrentDebt,,,5714000.0,5714000.0
OtherCurrentBorrowings,,,5714000.0,5714000.0
PayablesAndAccruedExpenses,11939000.0,10563000.0,11135000.0,11216000.0
CurrentAccruedExpenses,7740000.0,7537000.0,5443000.0,7239000.0
InterestPayable,0.0,0.0,66000.0,74000.0
Payables,4199000.0,3026000.0,5692000.0,3977000.0
TotalTaxPayable,564000.0,,,
IncomeTaxPayable,564000.0,,,
AccountsPayable,3635000.0,3026000.0,5692000.0,3977000.0
TotalAssets,55225000.0,58764000.0,71790000.0,78421000.0
TotalNonCurrentAssets,1314000.0,1408000.0,1570000.0,1686000.0
OtherNonCurrentAssets,79000.0,87000.0,96000.0,104000.0
NetPPE,1235000.0,1321000.0,1474000.0,1582000.0
AccumulatedDepreciation,,,,-249000.0
GrossPPE,1235000.0,1321000.0,1474000.0,1831000.0
Leases,,,,20000.0
OtherProperties,1235000.0,1321000.0,1474000.0,1191000.0
MachineryFurnitureEquipment,,,,620000.0
Properties,,,,0.0
CurrentAssets,53911000.0,57356000.0,70220000.0,76735000.0
OtherCurrentAssets,3836000.0,5235000.0,4804000.0,2874000.0
Receivables,3769000.0,3743000.0,3424000.0,2838000.0
AccountsReceivable,3769000.0,3743000.0,3424000.0,2838000.0
CashCashEquivalentsAndShortTermInvestments,46306000.0,48378000.0,61992000.0,71023000.0
OtherShortTermInvestments,11924000.0,22754000.0,37489000.0,11916000.0
CashAndCashEquivalents,34382000.0,25624000.0,24503000.0,59107000.0
