,2023-10-31,2023-07-31,2023-01-31
OrdinarySharesNumber,366652674.0,366652674.0,366652674.0
ShareIssued,366652674.0,366652674.0,366652674.0
TangibleBookValue,9233490.0,9308475.0,10790866.0
InvestedCapital,9233490.0,9308475.0,10790866.0
WorkingCapital,888353.0,970728.0,2500069.0
NetTangibleAssets,9233490.0,9308475.0,10790866.0
CommonStockEquity,9233490.0,9308475.0,10790866.0
TotalCapitalization,9233490.0,9308475.0,10790866.0
TotalEquityGrossMinorityInterest,9233490.0,9308475.0,10790866.0
StockholdersEquity,9233490.0,9308475.0,10790866.0
OtherEquityInterest,9946743.0,9324317.0,8925950.0
RetainedEarnings,-59448326.0,-58750915.0,-56883650.0
CapitalStock,58735073.0,58735073.0,58748566.0
CommonStock,58735073.0,58735073.0,58748566.0
TotalLiabilitiesNetMinorityInterest,469751.0,331511.0,299122.0
TotalNonCurrentLiabilitiesNetMinorityInterest,201000.0,201000.0,201000.0
NonCurrentDeferredLiabilities,201000.0,201000.0,201000.0
NonCurrentDeferredTaxesLiabilities,201000.0,201000.0,201000.0
CurrentLiabilities,268751.0,130511.0,98122.0
PayablesAndAccruedExpenses,268751.0,130511.0,98122.0
TotalAssets,9703241.0,9639986.0,11089988.0
TotalNonCurrentAssets,8546137.0,8538747.0,8491797.0
NonCurrentDeferredAssets,7390.0,,
NetPPE,8538747.0,8538747.0,8491797.0
CurrentAssets,1157104.0,1101239.0,2598191.0
PrepaidAssets,46288.0,91159.0,153360.0
Receivables,10561.0,15829.0,7240.0
TaxesReceivable,10561.0,15829.0,7240.0
CashCashEquivalentsAndShortTermInvestments,1100255.0,994251.0,2437591.0
OtherShortTermInvestments,152636.0,335799.0,580017.0
CashAndCashEquivalents,947619.0,658452.0,1857574.0
CashFinancial,947619.0,658452.0,1857574.0
