,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,21165760.0,21105760.0,17930362.0,17897029.0
ShareIssued,21165760.0,21105760.0,17930362.0,17897029.0
TotalDebt,16278000.0,15829000.0,16483000.0,16198000.0
TangibleBookValue,1752000.0,7357000.0,-1954000.0,5851000.0
InvestedCapital,20233000.0,25430000.0,16814000.0,24374000.0
WorkingCapital,17815000.0,22932000.0,-2077000.0,5731000.0
NetTangibleAssets,1752000.0,7357000.0,-1954000.0,5851000.0
CapitalLeaseObligations,83000.0,98000.0,112000.0,127000.0
CommonStockEquity,4038000.0,9699000.0,443000.0,8303000.0
TotalCapitalization,20233000.0,25430000.0,443000.0,8303000.0
TotalEquityGrossMinorityInterest,4038000.0,9699000.0,443000.0,8303000.0
StockholdersEquity,4038000.0,9699000.0,443000.0,8303000.0
GainsLossesNotAffectingRetainedEarnings,4000.0,4000.0,4000.0,4000.0
OtherEquityAdjustments,4000.0,4000.0,4000.0,4000.0
RetainedEarnings,-160275000.0,-153167000.0,-144928000.0,-135936000.0
AdditionalPaidInCapital,164219000.0,162772000.0,145280000.0,144148000.0
CapitalStock,90000.0,90000.0,87000.0,87000.0
CommonStock,90000.0,90000.0,87000.0,87000.0
PreferredStock,0.0,0.0,0.0,0.0
TotalLiabilitiesNetMinorityInterest,20299000.0,19216000.0,20355000.0,21668000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,16217000.0,15769000.0,54000.0,69000.0
LongTermDebtAndCapitalLeaseObligation,16217000.0,15769000.0,54000.0,69000.0
LongTermCapitalLeaseObligation,22000.0,38000.0,54000.0,69000.0
LongTermDebt,16195000.0,15731000.0,,
CurrentLiabilities,4082000.0,3447000.0,20301000.0,21599000.0
CurrentDebtAndCapitalLeaseObligation,61000.0,60000.0,16429000.0,16129000.0
CurrentCapitalLeaseObligation,61000.0,60000.0,58000.0,58000.0
CurrentDebt,,,16371000.0,16071000.0
OtherCurrentBorrowings,,,16371000.0,16071000.0
PensionandOtherPostRetirementBenefitPlansCurrent,1700000.0,1234000.0,747000.0,1678000.0
PayablesAndAccruedExpenses,2321000.0,2153000.0,3125000.0,3792000.0
CurrentAccruedExpenses,1683000.0,1792000.0,2062000.0,2132000.0
Payables,638000.0,361000.0,1063000.0,1660000.0
AccountsPayable,638000.0,361000.0,1063000.0,1660000.0
TotalAssets,24337000.0,28915000.0,20798000.0,29971000.0
TotalNonCurrentAssets,2440000.0,2536000.0,2574000.0,2645000.0
OtherNonCurrentAssets,74000.0,99000.0,68000.0,66000.0
GoodwillAndOtherIntangibleAssets,2286000.0,2342000.0,2397000.0,2452000.0
OtherIntangibleAssets,1252000.0,1308000.0,1363000.0,1418000.0
Goodwill,1034000.0,1034000.0,1034000.0,1034000.0
NetPPE,80000.0,95000.0,109000.0,127000.0
AccumulatedDepreciation,,,,-299000.0
GrossPPE,80000.0,95000.0,109000.0,426000.0
Leases,,,,25000.0
OtherProperties,80000.0,95000.0,109000.0,142000.0
MachineryFurnitureEquipment,,,,259000.0
Properties,,,,0.0
CurrentAssets,21897000.0,26379000.0,18224000.0,27330000.0
OtherCurrentAssets,1895000.0,958000.0,1621000.0,2454000.0
RestrictedCash,50000.0,50000.0,,
Receivables,83000.0,350000.0,89000.0,105000.0
OtherReceivables,83000.0,350000.0,89000.0,105000.0
CashCashEquivalentsAndShortTermInvestments,19869000.0,25021000.0,16514000.0,24771000.0
CashAndCashEquivalents,19869000.0,25021000.0,16514000.0,24771000.0
CashEquivalents,17916000.0,23266000.0,,22756000.0
CashFinancial,1953000.0,1755000.0,,2015000.0
