,2023-09-30,2023-03-31
TreasurySharesNumber,4584283.0,4636331.0
OrdinarySharesNumber,198156447.0,198104399.0
ShareIssued,202740730.0,202740730.0
TangibleBookValue,1494164000.0,1035326000.0
InvestedCapital,1494164000.0,1035326000.0
WorkingCapital,12727000.0,82822000.0
NetTangibleAssets,1494164000.0,1035326000.0
CommonStockEquity,1494164000.0,1035326000.0
TotalCapitalization,1494164000.0,1035326000.0
TotalEquityGrossMinorityInterest,1494164000.0,1035326000.0
StockholdersEquity,1494164000.0,1035326000.0
OtherEquityInterest,96000.0,166000.0
TreasuryStock,14061000.0,14216000.0
RetainedEarnings,845202000.0,386449000.0
AdditionalPaidInCapital,660203000.0,660203000.0
CapitalStock,2724000.0,2724000.0
CommonStock,2724000.0,2724000.0
TotalLiabilitiesNetMinorityInterest,70821000.0,1930000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0
CurrentLiabilities,70821000.0,1930000.0
Payables,70821000.0,1930000.0
OtherPayable,,1930000.0
AccountsPayable,70821000.0,
TotalAssets,1564985000.0,1037256000.0
TotalNonCurrentAssets,1481437000.0,952504000.0
OtherInvestments,1481437000.0,952504000.0
CurrentAssets,83548000.0,84752000.0
OtherReceivables,,324000.0
AccountsReceivable,147000.0,
CashCashEquivalentsAndShortTermInvestments,83401000.0,84428000.0
CashAndCashEquivalents,83401000.0,84428000.0
CashEquivalents,83401072.0,84428000.0
