,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,2719668.0,2103365.0,2103592.0,1473644.0
ShareIssued,2719668.0,2103365.0,2103592.0,1473644.0
TotalDebt,207000.0,204000.0,201000.0,109000.0
TangibleBookValue,1834000.0,1371000.0,2853000.0,-752000.0
InvestedCapital,2209000.0,1675000.0,3080000.0,-615000.0
WorkingCapital,-1081000.0,-1545000.0,1468000.0,-1445000.0
NetTangibleAssets,1834000.0,1371000.0,2853000.0,-752000.0
CommonStockEquity,2002000.0,1471000.0,2879000.0,-724000.0
TotalCapitalization,2091000.0,1560000.0,2968000.0,-724000.0
TotalEquityGrossMinorityInterest,2002000.0,1471000.0,2879000.0,-724000.0
StockholdersEquity,2002000.0,1471000.0,2879000.0,-724000.0
TreasuryStock,33000.0,33000.0,33000.0,29000.0
RetainedEarnings,-57044000.0,-55857000.0,-54445000.0,-52750000.0
AdditionalPaidInCapital,59074000.0,57359000.0,57355000.0,52036000.0
CapitalStock,5000.0,2000.0,2000.0,19000.0
CommonStock,5000.0,2000.0,2000.0,19000.0
TotalLiabilitiesNetMinorityInterest,3275000.0,2262000.0,2310000.0,2223000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,89000.0,89000.0,89000.0,89000.0
OtherNonCurrentLiabilities,,,,89000.0
LongTermDebtAndCapitalLeaseObligation,89000.0,89000.0,89000.0,
LongTermDebt,89000.0,89000.0,89000.0,
CurrentLiabilities,3186000.0,2173000.0,2221000.0,2134000.0
OtherCurrentLiabilities,1526000.0,658000.0,775000.0,
CurrentDeferredLiabilities,130000.0,113000.0,109000.0,113000.0
CurrentDeferredRevenue,130000.0,113000.0,109000.0,113000.0
CurrentDebtAndCapitalLeaseObligation,118000.0,115000.0,112000.0,109000.0
CurrentDebt,118000.0,115000.0,112000.0,109000.0
PensionandOtherPostRetirementBenefitPlansCurrent,,1000.0,1000.0,0.0
PayablesAndAccruedExpenses,1412000.0,1286000.0,1224000.0,1912000.0
CurrentAccruedExpenses,,,,681000.0
Payables,1412000.0,1286000.0,1224000.0,1231000.0
AccountsPayable,1412000.0,1286000.0,1224000.0,1231000.0
TotalAssets,5277000.0,3733000.0,5189000.0,1499000.0
TotalNonCurrentAssets,3172000.0,3105000.0,1500000.0,810000.0
InvestmentsAndAdvances,3000000.0,3000000.0,1468000.0,776000.0
LongTermEquityInvestment,3000000.0,3000000.0,1468000.0,776000.0
InvestmentsinJointVenturesatCost,,,,776000.0
GoodwillAndOtherIntangibleAssets,168000.0,100000.0,26000.0,28000.0
NetPPE,4000.0,5000.0,6000.0,6000.0
CurrentAssets,2105000.0,628000.0,3689000.0,689000.0
OtherCurrentAssets,94000.0,36000.0,52000.0,14000.0
Receivables,954000.0,321000.0,309000.0,209000.0
DuefromRelatedPartiesCurrent,94000.0,88000.0,88000.0,
AccountsReceivable,860000.0,233000.0,221000.0,209000.0
AllowanceForDoubtfulAccountsReceivable,,-177000.0,-177000.0,-177000.0
GrossAccountsReceivable,,410000.0,398000.0,386000.0
CashCashEquivalentsAndShortTermInvestments,1057000.0,271000.0,3328000.0,466000.0
CashAndCashEquivalents,1057000.0,271000.0,3328000.0,466000.0
CashFinancial,1057000.0,271000.0,3328000.0,466000.0
