,2023-08-31,2023-05-31,2023-02-28
OrdinarySharesNumber,105504461.0,95597461.0,59317461.0
ShareIssued,105504461.0,95597461.0,59317461.0
NetDebt,,,132764.0
TotalDebt,48000.0,48000.0,177924.0
TangibleBookValue,595278.0,423766.0,-2019664.0
InvestedCapital,643278.0,471766.0,-1864227.0
WorkingCapital,424181.0,338837.0,-2059080.0
NetTangibleAssets,595278.0,423766.0,-2019664.0
CapitalLeaseObligations,0.0,0.0,22487.0
CommonStockEquity,595278.0,423766.0,-2019664.0
TotalCapitalization,595278.0,423766.0,-2019664.0
TotalEquityGrossMinorityInterest,595278.0,423766.0,-2019664.0
StockholdersEquity,595278.0,423766.0,-2019664.0
GainsLossesNotAffectingRetainedEarnings,209125.0,0.0,57364.0
OtherEquityAdjustments,209125.0,,57364.0
RetainedEarnings,-16240084.0,-15812645.0,-16638589.0
AdditionalPaidInCapital,2709790.0,2709790.0,2709790.0
CapitalStock,13916447.0,13526621.0,11851771.0
CommonStock,13916447.0,13526621.0,11851771.0
TotalLiabilitiesNetMinorityInterest,128149.0,323154.0,2133133.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0,4871.0
LongTermDebtAndCapitalLeaseObligation,0.0,0.0,4871.0
LongTermCapitalLeaseObligation,0.0,0.0,4871.0
CurrentLiabilities,128149.0,323154.0,2128262.0
CurrentDeferredLiabilities,0.0,0.0,5572.0
CurrentDeferredRevenue,0.0,0.0,5572.0
CurrentDebtAndCapitalLeaseObligation,48000.0,48000.0,173053.0
CurrentCapitalLeaseObligation,0.0,0.0,17616.0
CurrentDebt,48000.0,48000.0,155437.0
OtherCurrentBorrowings,48000.0,48000.0,139373.0
LineOfCredit,0.0,0.0,16064.0
PayablesAndAccruedExpenses,80149.0,275154.0,1949637.0
CurrentAccruedExpenses,0.0,0.0,316538.0
Payables,80149.0,275154.0,1633099.0
OtherPayable,74899.0,259024.0,668314.0
DuetoRelatedPartiesCurrent,5250.0,16130.0,891929.0
TotalTaxPayable,0.0,0.0,72856.0
TotalAssets,723427.0,746920.0,113469.0
TotalNonCurrentAssets,171097.0,84929.0,44287.0
NonCurrentNoteReceivables,171097.0,84929.0,
NetPPE,0.0,0.0,44287.0
AccumulatedDepreciation,0.0,0.0,-269503.0
GrossPPE,0.0,0.0,313790.0
Leases,0.0,0.0,25173.0
OtherProperties,,,245558.0
MachineryFurnitureEquipment,0.0,0.0,43059.0
Properties,0.0,0.0,0.0
CurrentAssets,552330.0,661991.0,69182.0
PrepaidAssets,278663.0,541225.0,14757.0
Inventory,0.0,0.0,3076.0
Receivables,22041.0,32165.0,28676.0
TaxesReceivable,22041.0,32165.0,4720.0
AccountsReceivable,0.0,0.0,23956.0
CashCashEquivalentsAndShortTermInvestments,251626.0,88601.0,22673.0
CashAndCashEquivalents,251626.0,88601.0,22673.0
CashFinancial,251626.0,88601.0,22673.0
