,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,113975892.0,111342559.0,110342559.0,110342559.0,110342559.0
ShareIssued,113975892.0,111342559.0,110342559.0,110342559.0,110342559.0
TangibleBookValue,242144.0,534851.0,771115.0,13044017.0,13163970.0
InvestedCapital,242144.0,534851.0,771115.0,13044017.0,13163970.0
WorkingCapital,228112.0,520039.0,659000.0,889215.0,1163966.0
NetTangibleAssets,242144.0,534851.0,771115.0,13044017.0,13163970.0
CommonStockEquity,242144.0,534851.0,771115.0,13044017.0,13163970.0
TotalCapitalization,242144.0,534851.0,771115.0,13044017.0,13163970.0
TotalEquityGrossMinorityInterest,242144.0,534851.0,771115.0,13044017.0,13163970.0
StockholdersEquity,242144.0,534851.0,771115.0,13044017.0,13163970.0
OtherEquityInterest,1406237.0,2839621.0,2797388.0,4294048.0,4216928.0
RetainedEarnings,-31752561.0,-32687905.0,-32304408.0,-21528166.0,-21331093.0
CapitalStock,30588468.0,30383135.0,30278135.0,30278135.0,30278135.0
CommonStock,30588468.0,30383135.0,30278135.0,30278135.0,30278135.0
TotalLiabilitiesNetMinorityInterest,154515.0,163215.0,281444.0,388687.0,666942.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0,0.0,0.0,0.0
CurrentLiabilities,154515.0,163215.0,281444.0,388687.0,666942.0
PayablesAndAccruedExpenses,154515.0,163215.0,281444.0,388687.0,666942.0
TotalAssets,396659.0,698066.0,1052559.0,13432704.0,13830912.0
TotalNonCurrentAssets,14032.0,14812.0,112115.0,12154802.0,12000004.0
NonCurrentPrepaidAssets,0.0,0.0,96524.0,265450.0,265450.0
NetPPE,14032.0,14812.0,15591.0,11889352.0,11734554.0
AccumulatedDepreciation,-17234.0,-16454.0,-15675.0,-14695.0,-13715.0
GrossPPE,31266.0,31266.0,31266.0,11904047.0,11748269.0
OtherProperties,,,,11872781.0,11717003.0
MachineryFurnitureEquipment,31266.0,31266.0,31266.0,31266.0,31266.0
BuildingsAndImprovements,,,,31266.0,31266.0
CurrentAssets,382627.0,683254.0,940444.0,1277902.0,1830908.0
Receivables,46836.0,63793.0,57202.0,517147.0,449986.0
OtherReceivables,28028.0,28028.0,28028.0,28028.0,28028.0
AccountsReceivable,18808.0,35765.0,29174.0,489119.0,421958.0
CashCashEquivalentsAndShortTermInvestments,335791.0,619461.0,883242.0,760755.0,1380922.0
OtherShortTermInvestments,276845.0,416346.0,433146.0,428246.0,1103000.0
CashAndCashEquivalents,58946.0,203115.0,450096.0,332509.0,277922.0
