,2023-09-30,2023-06-30,2023-03-31
OrdinarySharesNumber,123071379.0,121248879.0,121248879.0
ShareIssued,123071379.0,121248879.0,121248879.0
TotalDebt,54410.0,,
TangibleBookValue,5243263.0,6911534.0,8143140.0
InvestedCapital,9988646.0,11661723.0,13103814.0
WorkingCapital,4966947.0,6688345.0,6559553.0
NetTangibleAssets,5243263.0,6911534.0,8143140.0
CapitalLeaseObligations,54410.0,,
CommonStockEquity,9988646.0,11661723.0,13103814.0
TotalCapitalization,9988646.0,11661723.0,13103814.0
TotalEquityGrossMinorityInterest,9988646.0,11661723.0,13103814.0
StockholdersEquity,9988646.0,11661723.0,13103814.0
OtherEquityInterest,2114242.0,2070976.0,447463.0
GainsLossesNotAffectingRetainedEarnings,296405.0,171501.0,335127.0
OtherEquityAdjustments,296405.0,171501.0,335127.0
RetainedEarnings,-14624067.0,-12070695.0,-9168717.0
CapitalStock,22202066.0,21489941.0,21489941.0
CommonStock,22202066.0,21489941.0,21489941.0
TotalLiabilitiesNetMinorityInterest,532959.0,833485.0,1199293.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0,0.0
CurrentLiabilities,532959.0,833485.0,1199293.0
CurrentDebtAndCapitalLeaseObligation,54410.0,,
CurrentCapitalLeaseObligation,54410.0,,
PayablesAndAccruedExpenses,478549.0,833485.0,1199293.0
Payables,478549.0,833485.0,1199293.0
DuetoRelatedPartiesCurrent,28626.0,28033.0,28654.0
AccountsPayable,449923.0,805452.0,1170639.0
TotalAssets,10521605.0,12495208.0,14303107.0
TotalNonCurrentAssets,5021699.0,4973378.0,6544261.0
OtherNonCurrentAssets,2875.0,2875.0,2874.0
NonCurrentPrepaidAssets,31047.0,30404.0,27047.0
InvestmentsAndAdvances,81120.0,79440.0,1434498.0
OtherInvestments,,,1353300.0
InvestmentinFinancialAssets,81120.0,79440.0,
FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,81120.0,79440.0,
LongTermEquityInvestment,,,81198.0
GoodwillAndOtherIntangibleAssets,4745383.0,4750189.0,4960674.0
OtherIntangibleAssets,4745383.0,4750189.0,4960674.0
NetPPE,161274.0,110470.0,119168.0
AccumulatedDepreciation,-56647.0,-52452.0,-43754.0
GrossPPE,217921.0,162922.0,162922.0
OtherProperties,47051.0,,
MachineryFurnitureEquipment,170870.0,162922.0,162922.0
CurrentAssets,5499906.0,7521830.0,7758846.0
PrepaidAssets,427827.0,620657.0,46787.0
Receivables,116614.0,1402940.0,95389.0
LoansReceivable,0.0,1324000.0,
AccountsReceivable,116614.0,78940.0,95389.0
CashCashEquivalentsAndShortTermInvestments,4955465.0,5498233.0,7616670.0
CashAndCashEquivalents,4955465.0,5498233.0,7616670.0
CashFinancial,,,7616670.0
