,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,128876918.0,116861084.0,116861084.0,116861084.0
ShareIssued,128876918.0,116861084.0,116861084.0,116861084.0
TotalDebt,143271.0,168075.0,192090.0,0.0
TangibleBookValue,722608.0,-438353.0,951561.0,1994841.0
InvestedCapital,729930.0,-430353.0,959728.0,2003174.0
WorkingCapital,592341.0,-568112.0,821355.0,1959612.0
NetTangibleAssets,722608.0,-438353.0,951561.0,1994841.0
CapitalLeaseObligations,143271.0,168075.0,192090.0,0.0
CommonStockEquity,729930.0,-430353.0,959728.0,2003174.0
TotalCapitalization,729930.0,-430353.0,959728.0,2003174.0
TotalEquityGrossMinorityInterest,729930.0,-430353.0,959728.0,2003174.0
StockholdersEquity,729930.0,-430353.0,959728.0,2003174.0
GainsLossesNotAffectingRetainedEarnings,3383097.0,3280274.0,3135372.0,3066425.0
OtherEquityAdjustments,3383097.0,3280274.0,3135372.0,3066425.0
RetainedEarnings,-38702034.0,-37056231.0,-35521248.0,-34408855.0
CapitalStock,36048867.0,33345604.0,33345604.0,33345604.0
CommonStock,36048867.0,33345604.0,33345604.0,33345604.0
TotalLiabilitiesNetMinorityInterest,985436.0,1048472.0,665864.0,470426.0
TotalNonCurrentLiabilitiesNetMinorityInterest,30932.0,60778.0,89674.0,0.0
LongTermDebtAndCapitalLeaseObligation,30932.0,60778.0,89674.0,0.0
LongTermCapitalLeaseObligation,30932.0,60778.0,89674.0,0.0
CurrentLiabilities,954504.0,987694.0,576190.0,470426.0
CurrentDeferredLiabilities,449652.0,425471.0,214925.0,240067.0
CurrentDeferredRevenue,449652.0,425471.0,214925.0,240067.0
CurrentDebtAndCapitalLeaseObligation,112339.0,107297.0,102416.0,
CurrentCapitalLeaseObligation,112339.0,107297.0,102416.0,0.0
PayablesAndAccruedExpenses,392513.0,454926.0,258849.0,230359.0
CurrentAccruedExpenses,93407.0,102206.0,89462.0,87541.0
Payables,299106.0,352720.0,169387.0,142818.0
AccountsPayable,299106.0,352720.0,169387.0,142818.0
TotalAssets,1715366.0,618119.0,1625592.0,2473600.0
TotalNonCurrentAssets,168521.0,198537.0,228047.0,43562.0
GoodwillAndOtherIntangibleAssets,7322.0,8000.0,8167.0,8333.0
OtherIntangibleAssets,7322.0,8000.0,8167.0,8333.0
NetPPE,161199.0,190537.0,219880.0,35229.0
AccumulatedDepreciation,-243061.0,-213723.0,-184380.0,-153582.0
GrossPPE,404260.0,404260.0,404260.0,188811.0
OtherProperties,13498.0,13498.0,13498.0,13498.0
MachineryFurnitureEquipment,175313.0,175313.0,175313.0,175313.0
BuildingsAndImprovements,215449.0,215449.0,215449.0,0.0
Properties,0.0,0.0,0.0,0.0
CurrentAssets,1546845.0,419582.0,1397545.0,2430038.0
Receivables,236516.0,406701.0,223738.0,224759.0
OtherReceivables,154130.0,104695.0,100039.0,91609.0
AccountsReceivable,82386.0,302006.0,123699.0,133150.0
CashCashEquivalentsAndShortTermInvestments,1310329.0,12881.0,1173807.0,2205279.0
CashAndCashEquivalents,1310329.0,12881.0,1173807.0,2205279.0
CashFinancial,1310329.0,12881.0,1173807.0,2205279.0
