,2023-06-30,2022-12-31
TreasurySharesNumber,0.0,12492283.0
OrdinarySharesNumber,179643565.0,70617406.0
ShareIssued,179643565.0,83109689.0
NetDebt,,3145000.0
TotalDebt,201000.0,12314000.0
TangibleBookValue,10852000.0,-14972000.0
InvestedCapital,92540000.0,-8661000.0
WorkingCapital,-32482000.0,-28579000.0
NetTangibleAssets,10852000.0,-14972000.0
CapitalLeaseObligations,185000.0,7299000.0
CommonStockEquity,92524000.0,-13676000.0
TotalCapitalization,92524000.0,-13676000.0
TotalEquityGrossMinorityInterest,112064000.0,-9404000.0
MinorityInterest,19540000.0,4272000.0
StockholdersEquity,92524000.0,-13676000.0
GainsLossesNotAffectingRetainedEarnings,13079000.0,4263000.0
OtherEquityAdjustments,13079000.0,4263000.0
TreasuryStock,0.0,11003000.0
RetainedEarnings,-648303000.0,-577539000.0
AdditionalPaidInCapital,715327000.0,564869000.0
CapitalStock,12421000.0,5734000.0
CommonStock,12421000.0,5734000.0
TotalLiabilitiesNetMinorityInterest,66147000.0,49873000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,6312000.0,7595000.0
OtherNonCurrentLiabilities,903000.0,1080000.0
LiabilitiesHeldforSaleNonCurrent,2434000.0,
NonCurrentDeferredLiabilities,2938000.0,0.0
NonCurrentDeferredTaxesLiabilities,2938000.0,0.0
LongTermDebtAndCapitalLeaseObligation,37000.0,6515000.0
LongTermCapitalLeaseObligation,37000.0,6515000.0
CurrentLiabilities,59835000.0,42278000.0
OtherCurrentLiabilities,33421000.0,
CurrentDeferredLiabilities,479000.0,4956000.0
CurrentDeferredRevenue,479000.0,4956000.0
CurrentDebtAndCapitalLeaseObligation,164000.0,5799000.0
CurrentCapitalLeaseObligation,148000.0,784000.0
CurrentDebt,16000.0,5015000.0
OtherCurrentBorrowings,16000.0,5000000.0
LineOfCredit,,15000.0
PayablesAndAccruedExpenses,25771000.0,31523000.0
CurrentAccruedExpenses,9057000.0,11457000.0
Payables,16714000.0,20066000.0
OtherPayable,15702000.0,13860000.0
DuetoRelatedPartiesCurrent,592000.0,3739000.0
TotalTaxPayable,,359000.0
AccountsPayable,420000.0,2108000.0
TotalAssets,178211000.0,40469000.0
TotalNonCurrentAssets,150858000.0,26770000.0
OtherNonCurrentAssets,20193000.0,
NonCurrentPrepaidAssets,4678000.0,
InvestmentsAndAdvances,39783000.0,1079000.0
InvestmentinFinancialAssets,,0.0
LongTermEquityInvestment,,1079000.0
InvestmentsinAssociatesatCost,,1079000.0
GoodwillAndOtherIntangibleAssets,81672000.0,1296000.0
OtherIntangibleAssets,45169000.0,1296000.0
Goodwill,36503000.0,0.0
NetPPE,4532000.0,24395000.0
AccumulatedDepreciation,-953000.0,-14600000.0
GrossPPE,5485000.0,38995000.0
Leases,,0.0
ConstructionInProgress,,1931000.0
MachineryFurnitureEquipment,5262000.0,13822000.0
BuildingsAndImprovements,223000.0,23242000.0
Properties,0.0,0.0
CurrentAssets,27353000.0,13699000.0
OtherCurrentAssets,414000.0,
AssetsHeldForSaleCurrent,9777000.0,
PrepaidAssets,3948000.0,6078000.0
Inventory,135000.0,210000.0
Receivables,12584000.0,5541000.0
ReceivablesAdjustmentsAllowances,,-584000.0
DuefromRelatedPartiesCurrent,864000.0,2194000.0
TaxesReceivable,,1696000.0
AccountsReceivable,11720000.0,2235000.0
AllowanceForDoubtfulAccountsReceivable,0.0,-1568000.0
GrossAccountsReceivable,11720000.0,3803000.0
CashCashEquivalentsAndShortTermInvestments,495000.0,1870000.0
CashAndCashEquivalents,495000.0,1870000.0
