,2023-09-30,2023-06-30,2023-03-31
OrdinarySharesNumber,58383742.0,54610330.0,54610330.0
ShareIssued,58383742.0,54610330.0,54610330.0
NetDebt,756104.0,2489051.0,154516.0
TotalDebt,2703235.0,3832643.0,794695.0
TangibleBookValue,148976.0,-4081887.0,-1664443.0
InvestedCapital,2522566.0,-611266.0,-1240933.0
WorkingCapital,1294219.0,-842121.0,-1624639.0
NetTangibleAssets,148976.0,-4081887.0,-1664443.0
CapitalLeaseObligations,329645.0,362022.0,371185.0
CommonStockEquity,148976.0,-4081887.0,-1664443.0
TotalCapitalization,2449388.0,-689178.0,-1402614.0
TotalEquityGrossMinorityInterest,148976.0,-4081887.0,-1664443.0
StockholdersEquity,148976.0,-4081887.0,-1664443.0
OtherEquityInterest,8809034.0,5044533.0,3987059.0
RetainedEarnings,-41630542.0,-44129978.0,-30973338.0
AdditionalPaidInCapital,32964646.0,34999219.0,25318425.0
CapitalStock,5838.0,4339.0,3411.0
CommonStock,5838.0,4339.0,3411.0
TotalLiabilitiesNetMinorityInterest,5160763.0,7239216.0,4284541.0
TotalNonCurrentLiabilitiesNetMinorityInterest,2496986.0,3622815.0,558743.0
OtherNonCurrentLiabilities,,-1.0,1.0
LongTermDebtAndCapitalLeaseObligation,2496986.0,3622816.0,558742.0
LongTermCapitalLeaseObligation,196574.0,230107.0,296913.0
LongTermDebt,2300412.0,3392709.0,261829.0
CurrentLiabilities,2663777.0,3616401.0,3725798.0
OtherCurrentLiabilities,,645516.0,548829.0
CurrentDebtAndCapitalLeaseObligation,206249.0,209827.0,235953.0
CurrentCapitalLeaseObligation,133071.0,131915.0,74272.0
CurrentDebt,73178.0,77912.0,161681.0
OtherCurrentBorrowings,73178.0,77912.0,161681.0
PayablesAndAccruedExpenses,2457528.0,2761058.0,2941016.0
CurrentAccruedExpenses,826592.0,643264.0,675292.0
InterestPayable,,1168.0,2589.0
Payables,1630936.0,2117794.0,2265724.0
AccountsPayable,1630936.0,2117794.0,2265724.0
TotalAssets,5309739.0,3157329.0,2620098.0
TotalNonCurrentAssets,1351743.0,383050.0,518938.0
NonCurrentDeferredAssets,1024823.0,,
NetPPE,326920.0,383050.0,518938.0
AccumulatedDepreciation,-43966.0,-51448.0,-74927.0
GrossPPE,370886.0,434498.0,593865.0
OtherProperties,370886.0,434498.0,593865.0
CurrentAssets,3957996.0,2774280.0,2101159.0
OtherCurrentAssets,,,21635.0
PrepaidAssets,440372.0,105800.0,32615.0
Inventory,987054.0,816953.0,1009345.0
InventoriesAdjustmentsAllowances,-1186.0,-1268.0,-1816.0
FinishedGoods,928896.0,754811.0,920347.0
RawMaterials,59344.0,63410.0,90814.0
Receivables,913084.0,869957.0,768570.0
AccountsReceivable,913084.0,869957.0,768570.0
CashCashEquivalentsAndShortTermInvestments,1617486.0,981570.0,268994.0
CashAndCashEquivalents,1617486.0,981570.0,268994.0
