,2023-08-31,2023-05-31,2023-02-28
OrdinarySharesNumber,56696332.0,56708000.0,56629000.0
ShareIssued,56696332.0,56708000.0,56629000.0
NetDebt,3680430000.0,3198503000.0,2774439000.0
TotalDebt,6581260000.0,6180170000.0,5819516000.0
TangibleBookValue,-2258278000.0,-1548767000.0,-1399824000.0
InvestedCapital,1807086000.0,2386582000.0,2289814000.0
WorkingCapital,-2779301000.0,876892000.0,573172000.0
NetTangibleAssets,-2258278000.0,-1548767000.0,-1399824000.0
CapitalLeaseObligations,2807904000.0,2846140000.0,2887926000.0
CommonStockEquity,-1966270000.0,-947448000.0,-641776000.0
TotalCapitalization,-1966270000.0,2380522000.0,2283482000.0
TotalEquityGrossMinorityInterest,-1966270000.0,-947448000.0,-641776000.0
StockholdersEquity,-1966270000.0,-947448000.0,-641776000.0
GainsLossesNotAffectingRetainedEarnings,-14852000.0,-14852000.0,-14852000.0
OtherEquityAdjustments,-14852000.0,-14852000.0,-14852000.0
RetainedEarnings,-7928265000.0,-6908235000.0,-6601517000.0
AdditionalPaidInCapital,5920361000.0,5918931000.0,5917964000.0
CapitalStock,56486000.0,56708000.0,56629000.0
CommonStock,56486000.0,56708000.0,56629000.0
TotalLiabilitiesNetMinorityInterest,9092222000.0,8597866000.0,8169138000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,2574268000.0,5825295000.0,5441263000.0
OtherNonCurrentLiabilities,188597000.0,139897000.0,130482000.0
LongTermDebtAndCapitalLeaseObligation,2385671000.0,5685398000.0,5310781000.0
LongTermCapitalLeaseObligation,2385671000.0,2357428000.0,2385523000.0
LongTermDebt,,3327970000.0,2925258000.0
CurrentLiabilities,6517954000.0,2772571000.0,2727875000.0
CurrentDebtAndCapitalLeaseObligation,4195589000.0,494772000.0,508735000.0
CurrentCapitalLeaseObligation,422233000.0,488712000.0,502403000.0
CurrentDebt,3773356000.0,6060000.0,6332000.0
OtherCurrentBorrowings,3773356000.0,6060000.0,6332000.0
PayablesAndAccruedExpenses,2322365000.0,2277799000.0,2219140000.0
CurrentAccruedExpenses,894079000.0,772058000.0,637609000.0
InterestPayable,,,18630000.0
Payables,1428286000.0,1505741000.0,1581531000.0
TotalTaxPayable,,,86920000.0
AccountsPayable,1428286000.0,1505741000.0,1494611000.0
TotalAssets,7125952000.0,7650418000.0,7527362000.0
TotalNonCurrentAssets,3387299000.0,4000955000.0,4226315000.0
OtherNonCurrentAssets,53879000.0,37618000.0,50922000.0
NonCurrentDeferredAssets,12368000.0,12368000.0,12368000.0
NonCurrentDeferredTaxesAssets,12368000.0,12368000.0,12368000.0
GoodwillAndOtherIntangibleAssets,292008000.0,601319000.0,758048000.0
OtherIntangibleAssets,201572000.0,244883000.0,250112000.0
Goodwill,90436000.0,356436000.0,507936000.0
NetPPE,3029044000.0,3349650000.0,3404977000.0
AccumulatedDepreciation,,,-2993851000.0
GrossPPE,3029044000.0,3349650000.0,6398828000.0
Leases,,,1568983000.0
ConstructionInProgress,,,109690000.0
OtherProperties,3029044000.0,3349650000.0,4352289000.0
MachineryFurnitureEquipment,,,89597000.0
BuildingsAndImprovements,,,208681000.0
LandAndImprovements,,,69588000.0
Properties,,,0.0
CurrentAssets,3738653000.0,3649463000.0,3301047000.0
OtherCurrentAssets,179099000.0,171175000.0,93194000.0
Inventory,1993873000.0,1950413000.0,1900744000.0
InventoriesAdjustmentsAllowances,-539932000.0,-547432000.0,
OtherInventories,2533805000.0,2497845000.0,
Receivables,1472755000.0,1392348000.0,1149958000.0
AccountsReceivable,1472755000.0,1392348000.0,1149958000.0
AllowanceForDoubtfulAccountsReceivable,,,-53453000.0
GrossAccountsReceivable,,,1203411000.0
CashCashEquivalentsAndShortTermInvestments,92926000.0,135527000.0,157151000.0
CashAndCashEquivalents,92926000.0,135527000.0,157151000.0
