,2023-06-30,2022-12-31
OrdinarySharesNumber,14905329.0,14905329.0
ShareIssued,14905329.0,14905329.0
NetDebt,16917355.0,12662420.0
TotalDebt,17720768.0,14204925.0
TangibleBookValue,-39220902.0,-32604075.0
InvestedCapital,-19708810.0,-16746630.0
WorkingCapital,-34876299.0,-27858917.0
NetTangibleAssets,-39220902.0,-32604075.0
CapitalLeaseObligations,380202.0,519006.0
CommonStockEquity,-37049376.0,-30432549.0
TotalCapitalization,-37049376.0,-30432549.0
TotalEquityGrossMinorityInterest,-37049376.0,-30432549.0
StockholdersEquity,-37049376.0,-30432549.0
RetainedEarnings,-39623374.0,-32360062.0
AdditionalPaidInCapital,2573181.0,1926697.0
CapitalStock,817.0,816.0
CommonStock,817.0,816.0
TotalLiabilitiesNetMinorityInterest,42399985.0,35911873.0
TotalNonCurrentLiabilitiesNetMinorityInterest,6564298.0,6627534.0
OtherNonCurrentLiabilities,164099.0,75000.0
PreferredSecuritiesOutsideStockEquity,6318491.0,6318491.0
DerivativeProductLiabilities,,0.0
LongTermDebtAndCapitalLeaseObligation,81708.0,234043.0
LongTermCapitalLeaseObligation,81708.0,234043.0
CurrentLiabilities,35835687.0,29284339.0
OtherCurrentLiabilities,14577870.0,12540416.0
CurrentDeferredLiabilities,962560.0,930436.0
CurrentDeferredRevenue,962560.0,930436.0
CurrentDebtAndCapitalLeaseObligation,17639060.0,13970882.0
CurrentCapitalLeaseObligation,298494.0,284963.0
CurrentDebt,17340566.0,13685919.0
OtherCurrentBorrowings,10596897.0,7191868.0
CurrentNotesPayable,6743669.0,6494051.0
PayablesAndAccruedExpenses,2656197.0,1842605.0
CurrentAccruedExpenses,55299.0,511739.0
Payables,2600898.0,1330866.0
TotalTaxPayable,281872.0,230617.0
AccountsPayable,2319026.0,1100249.0
TotalAssets,5350609.0,5479324.0
TotalNonCurrentAssets,4391221.0,4053902.0
OtherNonCurrentAssets,38381.0,38381.0
NonCurrentDeferredAssets,1952598.0,1524934.0
GoodwillAndOtherIntangibleAssets,2171526.0,2171526.0
Goodwill,2171526.0,2171526.0
NetPPE,228716.0,319061.0
AccumulatedDepreciation,,-19063.0
GrossPPE,228716.0,338124.0
OtherProperties,228716.0,307258.0
MachineryFurnitureEquipment,,30866.0
CurrentAssets,959388.0,1425422.0
OtherCurrentAssets,90520.0,136382.0
CurrentDeferredAssets,40152.0,69737.0
PrepaidAssets,295972.0,127388.0
Receivables,109533.0,68416.0
AccountsReceivable,109533.0,68416.0
CashCashEquivalentsAndShortTermInvestments,423211.0,1023499.0
CashAndCashEquivalents,423211.0,1023499.0
CashFinancial,423211.0,1023499.0
