,2023-06-30,2022-12-31
OrdinarySharesNumber,2805325.0,2805325.0
ShareIssued,2805325.0,2805325.0
TotalDebt,108678.0,161513.0
TangibleBookValue,12960008.0,14085489.0
InvestedCapital,13036022.0,14174964.0
WorkingCapital,12792929.0,13936603.0
NetTangibleAssets,12960008.0,14085489.0
CapitalLeaseObligations,108678.0,161513.0
CommonStockEquity,13036022.0,14174964.0
TotalCapitalization,13036022.0,14174964.0
TotalEquityGrossMinorityInterest,13036022.0,14174964.0
StockholdersEquity,13036022.0,14174964.0
GainsLossesNotAffectingRetainedEarnings,236594.0,293650.0
OtherEquityAdjustments,236594.0,293650.0
RetainedEarnings,-42542457.0,-41460571.0
AdditionalPaidInCapital,55327858.0,55327858.0
CapitalStock,14027.0,14027.0
CommonStock,14027.0,14027.0
TotalLiabilitiesNetMinorityInterest,328779.0,483870.0
TotalNonCurrentLiabilitiesNetMinorityInterest,23858.0,79093.0
DuetoRelatedPartiesNonCurrent,,4709.0
TradeandOtherPayablesNonCurrent,,0.0
LongTermDebtAndCapitalLeaseObligation,23858.0,74384.0
LongTermCapitalLeaseObligation,23858.0,74384.0
LongTermDebt,,4709.0
CurrentLiabilities,304921.0,404777.0
CurrentDeferredLiabilities,,20592.0
CurrentDeferredRevenue,,20592.0
CurrentDebtAndCapitalLeaseObligation,84820.0,87129.0
CurrentCapitalLeaseObligation,84820.0,87129.0
PayablesAndAccruedExpenses,220101.0,297056.0
CurrentAccruedExpenses,211876.0,36883.0
Payables,8225.0,260173.0
OtherPayable,,51184.0
TotalTaxPayable,,200342.0
AccountsPayable,8225.0,8647.0
TotalAssets,13364801.0,14658834.0
TotalNonCurrentAssets,266951.0,317454.0
NonCurrentDeferredAssets,12067.0,12686.0
NonCurrentDeferredTaxesAssets,12067.0,12686.0
GoodwillAndOtherIntangibleAssets,76014.0,89475.0
OtherIntangibleAssets,,89475.0
NetPPE,178870.0,215293.0
AccumulatedDepreciation,,-368341.0
GrossPPE,178870.0,583634.0
OtherProperties,178870.0,162270.0
MachineryFurnitureEquipment,,421364.0
CurrentAssets,13097850.0,14341380.0
OtherCurrentAssets,4455206.0,
RestrictedCash,19850.0,23089.0
PrepaidAssets,,48710.0
Receivables,5898549.0,10464446.0
OtherReceivables,,4523688.0
TaxesReceivable,,7248.0
LoansReceivable,5500000.0,5500000.0
AccountsReceivable,398549.0,433510.0
AllowanceForDoubtfulAccountsReceivable,,-59444.0
GrossAccountsReceivable,,492954.0
CashCashEquivalentsAndShortTermInvestments,2724245.0,3805135.0
CashAndCashEquivalents,2724245.0,3805135.0
CashFinancial,2724245.0,3805135.0
