,2023-06-30,2022-12-31
OrdinarySharesNumber,9001200.0,9001200.0
ShareIssued,9001200.0,9001200.0
NetDebt,11903000.0,8752000.0
TotalDebt,15005000.0,14121000.0
TangibleBookValue,-645000.0,211000.0
InvestedCapital,13118000.0,13021000.0
WorkingCapital,6722000.0,4804000.0
NetTangibleAssets,-645000.0,211000.0
CapitalLeaseObligations,1242000.0,1312000.0
CommonStockEquity,-645000.0,212000.0
TotalCapitalization,13118000.0,9647000.0
TotalEquityGrossMinorityInterest,-645000.0,212000.0
StockholdersEquity,-645000.0,212000.0
GainsLossesNotAffectingRetainedEarnings,771000.0,775000.0
OtherEquityAdjustments,771000.0,775000.0
RetainedEarnings,-18318000.0,-17444000.0
AdditionalPaidInCapital,16752000.0,14926000.0
CapitalStock,150000.0,1955000.0
CommonStock,150000.0,1955000.0
TotalLiabilitiesNetMinorityInterest,24722000.0,21447000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,15081000.0,10819000.0
EmployeeBenefits,429000.0,396000.0
NonCurrentPensionAndOtherPostretirementBenefitPlans,429000.0,396000.0
LongTermDebtAndCapitalLeaseObligation,14652000.0,10423000.0
LongTermCapitalLeaseObligation,889000.0,988000.0
LongTermDebt,13763000.0,9435000.0
CurrentLiabilities,9641000.0,10628000.0
OtherCurrentLiabilities,38000.0,36000.0
CurrentDeferredLiabilities,157000.0,84000.0
CurrentDeferredRevenue,157000.0,84000.0
CurrentDebtAndCapitalLeaseObligation,353000.0,3698000.0
CurrentCapitalLeaseObligation,353000.0,324000.0
CurrentDebt,,3374000.0
OtherCurrentBorrowings,,3374000.0
PayablesAndAccruedExpenses,9093000.0,6810000.0
Payables,9093000.0,6810000.0
TotalTaxPayable,75000.0,75000.0
IncomeTaxPayable,45000.0,47000.0
AccountsPayable,9018000.0,6735000.0
TotalAssets,24077000.0,21659000.0
TotalNonCurrentAssets,7714000.0,6227000.0
OtherNonCurrentAssets,82000.0,77000.0
NonCurrentPrepaidAssets,,77000.0
NonCurrentDeferredAssets,4157000.0,3988000.0
NonCurrentDeferredTaxesAssets,4157000.0,3988000.0
GoodwillAndOtherIntangibleAssets,0.0,1000.0
OtherIntangibleAssets,,1000.0
NetPPE,3475000.0,2161000.0
AccumulatedDepreciation,-12781000.0,-12506000.0
GrossPPE,16256000.0,14667000.0
OtherProperties,1294000.0,1379000.0
MachineryFurnitureEquipment,14962000.0,13288000.0
CurrentAssets,16363000.0,15432000.0
PrepaidAssets,1383000.0,1422000.0
Inventory,9334000.0,7510000.0
WorkInProcess,6152000.0,2987000.0
RawMaterials,3182000.0,4523000.0
Receivables,3786000.0,2443000.0
TaxesReceivable,315000.0,224000.0
AccountsReceivable,3471000.0,2219000.0
AllowanceForDoubtfulAccountsReceivable,-50000.0,-50000.0
GrossAccountsReceivable,3521000.0,2269000.0
CashCashEquivalentsAndShortTermInvestments,1860000.0,4057000.0
CashAndCashEquivalents,1860000.0,4057000.0
CashEquivalents,,4057000.0
