,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
TreasurySharesNumber,253807494.0,251246618.0,251823511.0,247957371.0,248724257.0
OrdinarySharesNumber,1734076358.0,1736058536.0,1735357980.0,1738946799.0,1737795021.0
ShareIssued,1987883852.0,1987305154.0,1987181491.0,1986904170.0,1986519278.0
NetDebt,7783000000.0,8819000000.0,9011000000.0,7739000000.0,6891000000.0
TotalDebt,15628000000.0,15528000000.0,16846000000.0,16900000000.0,17716000000.0
TangibleBookValue,6109000000.0,4922000000.0,4082000000.0,4077000000.0,3433000000.0
InvestedCapital,53282000000.0,53009000000.0,54020000000.0,53910000000.0,53459000000.0
WorkingCapital,8829000000.0,9622000000.0,9155000000.0,9847000000.0,9735000000.0
NetTangibleAssets,6109000000.0,4922000000.0,4082000000.0,4077000000.0,3433000000.0
CapitalLeaseObligations,949000000.0,,,,943000000.0
CommonStockEquity,38603000000.0,37481000000.0,37174000000.0,37010000000.0,36686000000.0
TotalCapitalization,52202000000.0,51958000000.0,51736000000.0,51625000000.0,51208000000.0
TotalEquityGrossMinorityInterest,38827000000.0,37694000000.0,37404000000.0,37232000000.0,36905000000.0
MinorityInterest,224000000.0,213000000.0,230000000.0,222000000.0,219000000.0
StockholdersEquity,38603000000.0,37481000000.0,37174000000.0,37010000000.0,36686000000.0
GainsLossesNotAffectingRetainedEarnings,-7839000000.0,-8480000000.0,-8071000000.0,-8039000000.0,-8051000000.0
OtherEquityAdjustments,-7839000000.0,-8480000000.0,-8071000000.0,-8039000000.0,-8051000000.0
TreasuryStock,15981000000.0,15686000000.0,15722000000.0,15307000000.0,15229000000.0
RetainedEarnings,37554000000.0,36920000000.0,36355000000.0,35868000000.0,35257000000.0
CapitalStock,24869000000.0,24727000000.0,24612000000.0,24488000000.0,24709000000.0
CommonStock,24869000000.0,24727000000.0,24612000000.0,24488000000.0,24709000000.0
PreferredStock,0.0,0.0,0.0,0.0,0.0
TotalLiabilitiesNetMinorityInterest,34387000000.0,34396000000.0,35950000000.0,36562000000.0,37533000000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,20546000000.0,21354000000.0,21600000000.0,22032000000.0,22044000000.0
OtherNonCurrentLiabilities,3466000000.0,6877000000.0,7038000000.0,7417000000.0,3804000000.0
EmployeeBenefits,1964000000.0,,,7417000000.0,1784000000.0
NonCurrentPensionAndOtherPostretirementBenefitPlans,1964000000.0,,,7417000000.0,1784000000.0
NonCurrentDeferredLiabilities,568000000.0,,,,991000000.0
NonCurrentDeferredTaxesLiabilities,568000000.0,,,,991000000.0
LongTermDebtAndCapitalLeaseObligation,14548000000.0,14477000000.0,14562000000.0,14615000000.0,15465000000.0
LongTermCapitalLeaseObligation,949000000.0,,,,943000000.0
LongTermDebt,13599000000.0,14477000000.0,14562000000.0,14615000000.0,14522000000.0
CurrentLiabilities,13841000000.0,13042000000.0,14350000000.0,14530000000.0,15489000000.0
CurrentDebtAndCapitalLeaseObligation,1080000000.0,1051000000.0,2284000000.0,2285000000.0,2251000000.0
CurrentDebt,1080000000.0,1051000000.0,2284000000.0,2285000000.0,2251000000.0
PayablesAndAccruedExpenses,12761000000.0,11991000000.0,12066000000.0,12245000000.0,13238000000.0
CurrentAccruedExpenses,6369000000.0,6826000000.0,6696000000.0,6856000000.0,6763000000.0
Payables,6392000000.0,5165000000.0,5370000000.0,5389000000.0,6475000000.0
OtherPayable,650000000.0,,,,638000000.0
DividendsPayable,955000000.0,886000000.0,886000000.0,888000000.0,887000000.0
TotalTaxPayable,492000000.0,318000000.0,273000000.0,334000000.0,343000000.0
IncomeTaxPayable,492000000.0,318000000.0,273000000.0,334000000.0,343000000.0
AccountsPayable,4295000000.0,3961000000.0,4211000000.0,4167000000.0,4607000000.0
TotalAssets,73214000000.0,72090000000.0,73354000000.0,73794000000.0,74438000000.0
TotalNonCurrentAssets,50544000000.0,49426000000.0,49849000000.0,49417000000.0,49214000000.0
OtherNonCurrentAssets,7097000000.0,6527000000.0,6509000000.0,6426000000.0,6033000000.0
NonCurrentDeferredAssets,,,6509000000.0,6426000000.0,6033000000.0
NonCurrentDeferredTaxesAssets,,,6509000000.0,6426000000.0,6033000000.0
