,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,80845613.0,76264934.0,40880500.0,40880500.0,34030000.0
ShareIssued,80845613.0,76264934.0,40880500.0,40880500.0,34030000.0
NetDebt,,,40556.0,,
TotalDebt,,,90000.0,,626851.0
TangibleBookValue,10453602.0,11830552.0,5137061.0,5559410.0,2167849.0
InvestedCapital,10453602.0,11830552.0,5227061.0,5559410.0,2794700.0
WorkingCapital,-1673473.0,1836624.0,-825083.0,250326.0,361147.0
NetTangibleAssets,10453602.0,11830552.0,5137061.0,5559410.0,2167849.0
CommonStockEquity,10453602.0,11830552.0,5137061.0,5559410.0,2167849.0
TotalCapitalization,10453602.0,11830552.0,5137061.0,5559410.0,2167849.0
TotalEquityGrossMinorityInterest,10453602.0,11830552.0,5137061.0,5559410.0,2167849.0
StockholdersEquity,10453602.0,11830552.0,5137061.0,5559410.0,2167849.0
OtherEquityInterest,1843770.0,1843770.0,1693151.0,1677684.0,1013122.0
RetainedEarnings,-8799946.0,-6700931.0,-6116650.0,-5402834.0,-4292182.0
CapitalStock,17409778.0,16687713.0,9560560.0,9284560.0,5446909.0
CommonStock,17409778.0,16687713.0,9560560.0,9284560.0,5446909.0
TotalLiabilitiesNetMinorityInterest,2192342.0,1024168.0,943228.0,225684.0,1120853.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0,0.0,0.0,0.0
CurrentLiabilities,2192342.0,1024168.0,943228.0,225684.0,1120853.0
CurrentDebtAndCapitalLeaseObligation,,,90000.0,,626851.0
CurrentDebt,,,90000.0,,626851.0
OtherCurrentBorrowings,,,90000.0,,
PayablesAndAccruedExpenses,2192342.0,1024168.0,853228.0,225684.0,494002.0
TotalAssets,12645944.0,12854720.0,6080289.0,5785094.0,3288702.0
TotalNonCurrentAssets,12127075.0,9993928.0,5962144.0,5309084.0,1806702.0
NonCurrentDeferredAssets,0.0,0.0,233778.0,,
NetPPE,12127075.0,9993928.0,5728366.0,5309084.0,1806702.0
CurrentAssets,518869.0,2860792.0,118145.0,476010.0,1482000.0
PrepaidAssets,216213.0,674381.0,23231.0,11295.0,2648.0
Receivables,129922.0,154246.0,45470.0,19967.0,57512.0
TaxesReceivable,129922.0,154246.0,45470.0,19967.0,57512.0
CashCashEquivalentsAndShortTermInvestments,172734.0,2032165.0,49444.0,444748.0,1421840.0
CashAndCashEquivalents,172734.0,2032165.0,49444.0,444748.0,1421840.0
CashFinancial,172734.0,2032165.0,49444.0,444748.0,1421840.0
