,2023-06-30,2022-12-31
OrdinarySharesNumber,6280616.0,6255044.0
ShareIssued,6280616.0,6255044.0
TotalDebt,5708771.0,7257144.0
TangibleBookValue,300933203.0,309741215.0
InvestedCapital,309349195.0,318931581.0
WorkingCapital,247135743.0,253617669.0
NetTangibleAssets,300933203.0,309741215.0
CapitalLeaseObligations,5708771.0,7257144.0
CommonStockEquity,309349195.0,318931581.0
TotalCapitalization,309349195.0,318931581.0
TotalEquityGrossMinorityInterest,311431357.0,321787881.0
MinorityInterest,2082162.0,2856300.0
StockholdersEquity,309349195.0,318931581.0
GainsLossesNotAffectingRetainedEarnings,-3294032.0,-644882.0
OtherEquityAdjustments,-3294032.0,-644882.0
RetainedEarnings,-85886519.0,-78068522.0
AdditionalPaidInCapital,398505590.0,397620927.0
CapitalStock,24156.0,24058.0
CommonStock,24156.0,24058.0
TotalLiabilitiesNetMinorityInterest,14501460.0,22377203.0
TotalNonCurrentLiabilitiesNetMinorityInterest,5286519.0,6889512.0
NonCurrentDeferredLiabilities,1043942.0,1133539.0
NonCurrentDeferredTaxesLiabilities,1043942.0,1133539.0
LongTermDebtAndCapitalLeaseObligation,4242577.0,5755973.0
LongTermCapitalLeaseObligation,4242577.0,5755973.0
CurrentLiabilities,9214941.0,15487691.0
CurrentDeferredLiabilities,2749.0,1097843.0
CurrentDeferredRevenue,2749.0,1097843.0
CurrentDebtAndCapitalLeaseObligation,1466194.0,1501171.0
CurrentCapitalLeaseObligation,1466194.0,1501171.0
PayablesAndAccruedExpenses,7745998.0,12888677.0
CurrentAccruedExpenses,7041128.0,969490.0
Payables,704870.0,11919187.0
OtherPayable,,10462610.0
TotalTaxPayable,75185.0,
IncomeTaxPayable,75185.0,
AccountsPayable,629685.0,1456577.0
TotalAssets,325932817.0,344165084.0
TotalNonCurrentAssets,69582133.0,75059724.0
OtherNonCurrentAssets,1877416.0,2324434.0
NonCurrentAccountsReceivable,20085172.0,21132898.0
GoodwillAndOtherIntangibleAssets,8415992.0,9190366.0
OtherIntangibleAssets,6176539.0,6890738.0
Goodwill,2239453.0,2299628.0
NetPPE,39203553.0,42412026.0
AccumulatedDepreciation,,-24797498.0
GrossPPE,39203553.0,67209524.0
Leases,,1518282.0
ConstructionInProgress,,785434.0
OtherProperties,39203553.0,23331720.0
MachineryFurnitureEquipment,,8349865.0
BuildingsAndImprovements,,33224223.0
Properties,,0.0
CurrentAssets,256350684.0,269105360.0
OtherCurrentAssets,3065188.0,6711422.0
RestrictedCash,39076.0,29039.0
PrepaidAssets,1147783.0,1459779.0
Inventory,548233.0,440064.0
InventoriesAdjustmentsAllowances,,-31266026.0
FinishedGoods,,10627535.0
WorkInProcess,,953088.0
RawMaterials,,20125467.0
Receivables,1818940.0,3334727.0
AccountsReceivable,1818940.0,3334727.0
AllowanceForDoubtfulAccountsReceivable,,-3523458.0
GrossAccountsReceivable,,6858185.0
CashCashEquivalentsAndShortTermInvestments,249731464.0,257130329.0
OtherShortTermInvestments,869805.0,5835377.0
CashAndCashEquivalents,248861659.0,251294952.0
