,2023-06-30,2022-12-31
OrdinarySharesNumber,7725848.0,4339888.0
ShareIssued,7725848.0,4339888.0
NetDebt,10449278.0,7394514.0
TotalDebt,10916944.0,7944095.0
TangibleBookValue,-5875818.0,-630703.0
InvestedCapital,9355701.0,11747360.0
WorkingCapital,-14846447.0,-10127853.0
NetTangibleAssets,-5875818.0,-630703.0
CapitalLeaseObligations,233827.0,435686.0
CommonStockEquity,-1327416.0,4238951.0
TotalCapitalization,-279328.0,5398951.0
TotalEquityGrossMinorityInterest,-826761.0,5074529.0
MinorityInterest,500655.0,835578.0
StockholdersEquity,-1327416.0,4238951.0
OtherEquityInterest,-5887546.0,
GainsLossesNotAffectingRetainedEarnings,-1150147.0,-1322336.0
OtherEquityAdjustments,-1150147.0,-1322336.0
RetainedEarnings,-93056277.0,-47813206.0
AdditionalPaidInCapital,98689295.0,53331093.0
CapitalStock,77259.0,43400.0
CommonStock,77259.0,43400.0
TotalLiabilitiesNetMinorityInterest,21169944.0,18983688.0
TotalNonCurrentLiabilitiesNetMinorityInterest,1131495.0,1318650.0
LongTermDebtAndCapitalLeaseObligation,1131495.0,1318650.0
LongTermCapitalLeaseObligation,83407.0,158650.0
LongTermDebt,1048088.0,1160000.0
CurrentLiabilities,20038449.0,17665038.0
CurrentDeferredLiabilities,2549186.0,2895372.0
CurrentDeferredRevenue,2239522.0,2569779.0
CurrentDeferredTaxesLiabilities,309664.0,325593.0
CurrentDebtAndCapitalLeaseObligation,9785449.0,6625445.0
CurrentCapitalLeaseObligation,150420.0,277036.0
CurrentDebt,9635029.0,6348409.0
OtherCurrentBorrowings,9635029.0,5028919.0
LineOfCredit,,1319490.0
PayablesAndAccruedExpenses,7703814.0,8144221.0
CurrentAccruedExpenses,2433692.0,2717432.0
Payables,5270122.0,5426789.0
DuetoRelatedPartiesCurrent,413719.0,725000.0
TotalTaxPayable,1922345.0,2077088.0
AccountsPayable,2934058.0,2624701.0
TotalAssets,20343183.0,24058217.0
TotalNonCurrentAssets,15151181.0,16521032.0
InvestmentsAndAdvances,2301850.0,2503944.0
LongTermEquityInvestment,2301850.0,2503944.0
GoodwillAndOtherIntangibleAssets,4548402.0,4869654.0
OtherIntangibleAssets,,4869654.0
Goodwill,,0.0
NetPPE,8300929.0,9147434.0
AccumulatedDepreciation,,-10413555.0
GrossPPE,8300929.0,19560989.0
Leases,,43519.0
ConstructionInProgress,,0.0
OtherProperties,8300929.0,424999.0
MachineryFurnitureEquipment,,2415671.0
BuildingsAndImprovements,,16676800.0
Properties,,0.0
CurrentAssets,5192002.0,7537185.0
OtherCurrentAssets,114287.0,
PrepaidAssets,2306752.0,4240930.0
Inventory,820590.0,337798.0
InventoriesAdjustmentsAllowances,,-31527.0
FinishedGoods,,221180.0
RawMaterials,,148145.0
Receivables,1716534.0,2844562.0
OtherReceivables,678223.0,334246.0
DuefromRelatedPartiesCurrent,483369.0,291961.0
TaxesReceivable,,67905.0
AccountsReceivable,554942.0,2150450.0
AllowanceForDoubtfulAccountsReceivable,,-1771761.0
GrossAccountsReceivable,,3922211.0
CashCashEquivalentsAndShortTermInvestments,233839.0,113895.0
CashAndCashEquivalents,233839.0,113895.0
