,2023-06-30
OrdinarySharesNumber,3305918943.0
ShareIssued,3305918943.0
TotalDebt,306473.0
TangibleBookValue,41441328.0
InvestedCapital,41441328.0
WorkingCapital,17109377.0
NetTangibleAssets,41441328.0
CapitalLeaseObligations,306473.0
CommonStockEquity,41441328.0
TotalCapitalization,41441328.0
TotalEquityGrossMinorityInterest,41441328.0
StockholdersEquity,41441328.0
GainsLossesNotAffectingRetainedEarnings,175697.0
OtherEquityAdjustments,175697.0
RetainedEarnings,-31249670.0
CapitalStock,72515301.0
CommonStock,72515301.0
TotalLiabilitiesNetMinorityInterest,2682999.0
TotalNonCurrentLiabilitiesNetMinorityInterest,622587.0
LongTermDebtAndCapitalLeaseObligation,247502.0
LongTermCapitalLeaseObligation,247502.0
LongTermProvisions,375085.0
CurrentLiabilities,2060412.0
CurrentDebtAndCapitalLeaseObligation,58971.0
CurrentCapitalLeaseObligation,58971.0
PayablesAndAccruedExpenses,2001441.0
Payables,2001441.0
OtherPayable,926152.0
AccountsPayable,1075289.0
TotalAssets,44124327.0
TotalNonCurrentAssets,24954538.0
NonCurrentAccountsReceivable,440538.0
NetPPE,24514000.0
AccumulatedDepreciation,-731235.0
GrossPPE,25245235.0
ConstructionInProgress,171080.0
OtherProperties,24105510.0
MachineryFurnitureEquipment,968645.0
CurrentAssets,19169789.0
Inventory,11943.0
Receivables,659517.0
OtherReceivables,659517.0
CashCashEquivalentsAndShortTermInvestments,18498329.0
CashAndCashEquivalents,18498329.0
CashEquivalents,9040000.0
CashFinancial,9458329.0
