,2023-06-30,2022-12-31
OrdinarySharesNumber,282782.0,261493.0
ShareIssued,282782.0,261493.0
TotalDebt,0.0,27000.0
TangibleBookValue,-378000.0,1732000.0
InvestedCapital,4096000.0,6449000.0
WorkingCapital,529000.0,354000.0
NetTangibleAssets,-378000.0,1732000.0
CapitalLeaseObligations,0.0,27000.0
CommonStockEquity,4096000.0,6449000.0
TotalCapitalization,4096000.0,6449000.0
TotalEquityGrossMinorityInterest,6778000.0,6449000.0
MinorityInterest,2682000.0,
StockholdersEquity,4096000.0,6449000.0
OtherEquityInterest,11150000.0,10929000.0
GainsLossesNotAffectingRetainedEarnings,497000.0,497000.0
ForeignCurrencyTranslationAdjustments,497000.0,497000.0
RetainedEarnings,-66449000.0,-63569000.0
CapitalStock,58898000.0,58592000.0
CommonStock,58898000.0,58592000.0
TotalLiabilitiesNetMinorityInterest,3114000.0,4156000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0
LongTermDebtAndCapitalLeaseObligation,,0.0
LongTermCapitalLeaseObligation,,0.0
CurrentLiabilities,3114000.0,4156000.0
OtherCurrentLiabilities,1714000.0,2737000.0
CurrentDebtAndCapitalLeaseObligation,,27000.0
CurrentCapitalLeaseObligation,0.0,27000.0
PensionandOtherPostRetirementBenefitPlansCurrent,,102000.0
PayablesAndAccruedExpenses,1400000.0,1290000.0
CurrentAccruedExpenses,,77000.0
Payables,1400000.0,1213000.0
OtherPayable,153000.0,14000.0
AccountsPayable,1247000.0,1199000.0
TotalAssets,9892000.0,10605000.0
TotalNonCurrentAssets,6249000.0,6095000.0
InvestmentsAndAdvances,1742000.0,1321000.0
InvestmentinFinancialAssets,849000.0,730000.0
LongTermEquityInvestment,893000.0,591000.0
InvestmentsinAssociatesatCost,893000.0,591000.0
GoodwillAndOtherIntangibleAssets,4474000.0,4717000.0
NetPPE,33000.0,57000.0
AccumulatedDepreciation,,-65000.0
GrossPPE,,122000.0
Leases,,78000.0
MachineryFurnitureEquipment,,44000.0
Properties,,0.0
CurrentAssets,3643000.0,4510000.0
RestrictedCash,44000.0,60000.0
PrepaidAssets,,40000.0
Inventory,660000.0,668000.0
FinishedGoods,,668000.0
Receivables,858000.0,168000.0
OtherReceivables,815000.0,91000.0
AccountsReceivable,43000.0,77000.0
CashCashEquivalentsAndShortTermInvestments,2081000.0,3574000.0
CashAndCashEquivalents,2081000.0,3574000.0
CashFinancial,,3574000.0
