,2023-06-30
OrdinarySharesNumber,2996944406.0
ShareIssued,2996944406.0
NetDebt,7674526.0
TotalDebt,10209495.0
TangibleBookValue,4338007.0
InvestedCapital,14938249.0
WorkingCapital,-4075042.0
NetTangibleAssets,4338007.0
CommonStockEquity,4728754.0
TotalCapitalization,4769371.0
TotalEquityGrossMinorityInterest,4728754.0
StockholdersEquity,4728754.0
GainsLossesNotAffectingRetainedEarnings,10060597.0
OtherEquityAdjustments,10060597.0
RetainedEarnings,-129930741.0
CapitalStock,124598898.0
CommonStock,124598898.0
TotalLiabilitiesNetMinorityInterest,12275957.0
TotalNonCurrentLiabilitiesNetMinorityInterest,130058.0
OtherNonCurrentLiabilities,89441.0
LongTermDebtAndCapitalLeaseObligation,40617.0
LongTermDebt,40617.0
CurrentLiabilities,12145899.0
OtherCurrentLiabilities,99410.0
CurrentDeferredLiabilities,560662.0
CurrentDeferredTaxesLiabilities,560662.0
CurrentDebtAndCapitalLeaseObligation,10168878.0
CurrentDebt,10168878.0
OtherCurrentBorrowings,10168878.0
PensionandOtherPostRetirementBenefitPlansCurrent,150438.0
PayablesAndAccruedExpenses,1166511.0
Payables,1166511.0
AccountsPayable,1166511.0
TotalAssets,17004711.0
TotalNonCurrentAssets,8933854.0
GoodwillAndOtherIntangibleAssets,390747.0
OtherIntangibleAssets,390747.0
NetPPE,8543107.0
GrossPPE,8543107.0
MachineryFurnitureEquipment,4420949.0
LandAndImprovements,4122158.0
CurrentAssets,8070857.0
OtherCurrentAssets,923401.0
AssetsHeldForSaleCurrent,1856662.0
Inventory,2480112.0
OtherInventories,2480112.0
Receivables,275713.0
AccountsReceivable,275713.0
CashCashEquivalentsAndShortTermInvestments,2534969.0
CashAndCashEquivalents,2534969.0
CashFinancial,2534969.0
