,2023-09-30,2022-12-31
OrdinarySharesNumber,132634431.0,132634431.0
ShareIssued,132634431.0,132634431.0
NetDebt,3257978.0,1750185.0
TotalDebt,4087490.0,2782918.0
TangibleBookValue,-3586811.0,-1380038.0
InvestedCapital,-216811.0,619962.0
WorkingCapital,-3659110.0,-1475033.0
NetTangibleAssets,-3586811.0,-1380038.0
CapitalLeaseObligations,717490.0,782918.0
CommonStockEquity,-3586811.0,-1380038.0
TotalCapitalization,-3586811.0,-1380038.0
TotalEquityGrossMinorityInterest,-3586811.0,-1380038.0
StockholdersEquity,-3586811.0,-1380038.0
GainsLossesNotAffectingRetainedEarnings,4390663.0,4348584.0
RetainedEarnings,-31968378.0,-29719526.0
CapitalStock,23990904.0,23990904.0
CommonStock,23990904.0,23990904.0
TotalLiabilitiesNetMinorityInterest,4758598.0,3071504.0
TotalNonCurrentLiabilitiesNetMinorityInterest,612232.0,693778.0
LongTermDebtAndCapitalLeaseObligation,612232.0,693778.0
LongTermCapitalLeaseObligation,612232.0,693778.0
CurrentLiabilities,4146366.0,2377726.0
CurrentDebtAndCapitalLeaseObligation,3475258.0,2089140.0
CurrentCapitalLeaseObligation,105258.0,89140.0
CurrentDebt,3370000.0,2000000.0
OtherCurrentBorrowings,3370000.0,2000000.0
PayablesAndAccruedExpenses,671108.0,288586.0
CurrentAccruedExpenses,175536.0,200111.0
Payables,495572.0,88475.0
AccountsPayable,495572.0,88475.0
TotalAssets,1171787.0,1691466.0
TotalNonCurrentAssets,684531.0,788773.0
NonCurrentNoteReceivables,,0.0
NetPPE,684531.0,788773.0
AccumulatedDepreciation,-623941.0,-519699.0
GrossPPE,1308472.0,1308472.0
Leases,4211.0,4211.0
MachineryFurnitureEquipment,39151.0,39151.0
BuildingsAndImprovements,1265110.0,1265110.0
Properties,0.0,0.0
CurrentAssets,487256.0,902693.0
PrepaidAssets,76207.0,204108.0
Inventory,184353.0,93823.0
Receivables,69824.0,310097.0
AccountsReceivable,69824.0,310097.0
CashCashEquivalentsAndShortTermInvestments,156872.0,294665.0
OtherShortTermInvestments,44850.0,44850.0
CashAndCashEquivalents,112022.0,249815.0
CashFinancial,112022.0,249815.0
