,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,90672321.0,90672321.0,90672321.0
ShareIssued,90672321.0,90672321.0,90672321.0
TangibleBookValue,36223483.0,35569247.0,35533536.0
InvestedCapital,36223483.0,35569247.0,35533536.0
WorkingCapital,4033852.0,6717010.0,8644549.0
NetTangibleAssets,36223483.0,35569247.0,35533536.0
CommonStockEquity,36223483.0,35569247.0,35533536.0
TotalCapitalization,36223483.0,35569247.0,35533536.0
TotalEquityGrossMinorityInterest,36223483.0,35569247.0,35533536.0
StockholdersEquity,36223483.0,35569247.0,35533536.0
OtherEquityInterest,3249849.0,3506184.0,3547156.0
RetainedEarnings,-5762158.0,-5938682.0,-5833448.0
AdditionalPaidInCapital,1644607.0,1468776.0,1285447.0
CapitalStock,37091185.0,36532969.0,36534381.0
CommonStock,37091185.0,36532969.0,36534381.0
TotalLiabilitiesNetMinorityInterest,4210998.0,5243945.0,5344231.0
TotalNonCurrentLiabilitiesNetMinorityInterest,1736644.0,1736644.0,1736644.0
LongTermProvisions,1736644.0,1736644.0,1736644.0
CurrentLiabilities,2474354.0,3507301.0,3607587.0
OtherCurrentLiabilities,646024.0,1819275.0,2468856.0
CurrentProvisions,492326.0,672624.0,624507.0
PayablesAndAccruedExpenses,1336004.0,1015402.0,514224.0
CurrentAccruedExpenses,209336.0,,
Payables,1126668.0,1015402.0,514224.0
AccountsPayable,1126668.0,1015402.0,514224.0
TotalAssets,40434481.0,40813192.0,40877767.0
TotalNonCurrentAssets,33926275.0,30588881.0,28625631.0
OtherNonCurrentAssets,57500.0,,
NetPPE,33868775.0,30588881.0,28625631.0
AccumulatedDepreciation,-6720.0,-3478.0,-1124.0
GrossPPE,33875495.0,30592359.0,28626755.0
OtherProperties,33814486.0,30543093.0,28577489.0
MachineryFurnitureEquipment,11743.0,,
LandAndImprovements,49266.0,,
Properties,0.0,49266.0,49266.0
CurrentAssets,6508206.0,10224311.0,12252136.0
PrepaidAssets,458010.0,455871.0,54238.0
Receivables,1194268.0,776940.0,671550.0
TaxesReceivable,582038.0,164710.0,59320.0
AccountsReceivable,612230.0,612230.0,612230.0
CashCashEquivalentsAndShortTermInvestments,4855928.0,8991500.0,11526348.0
CashAndCashEquivalents,4855928.0,8991500.0,11526348.0
CashFinancial,4855928.0,8991500.0,11526348.0
