,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,104055168.0,103874539.0,103762092.0,102932174.0,102411162.0
ShareIssued,104055168.0,103874539.0,103762092.0,102932174.0,102411162.0
TotalDebt,46497143.0,21162860.0,20562042.0,20425689.0,19914323.0
TangibleBookValue,215572010.0,201418313.0,193901489.0,192069711.0,211361007.0
InvestedCapital,325864584.0,290340106.0,282049421.0,280599642.0,275132180.0
WorkingCapital,168750480.0,154086880.0,142688439.0,149419159.0,170922415.0
NetTangibleAssets,215572010.0,201418313.0,193901489.0,192069711.0,211361007.0
CapitalLeaseObligations,21427426.0,18421869.0,18285218.0,18503466.0,18012809.0
CommonStockEquity,300794867.0,287599115.0,279772597.0,278677419.0,273230666.0
TotalCapitalization,300836453.0,289644053.0,281353113.0,279949834.0,274467267.0
TotalEquityGrossMinorityInterest,305170956.0,291552415.0,283860579.0,283921024.0,278927391.0
MinorityInterest,4376089.0,3953300.0,4087982.0,5243605.0,5696725.0
StockholdersEquity,300794867.0,287599115.0,279772597.0,278677419.0,273230666.0
GainsLossesNotAffectingRetainedEarnings,1484905.0,808171.0,1390642.0,984864.0,741206.0
OtherEquityAdjustments,1484905.0,808171.0,1390642.0,984864.0,741206.0
RetainedEarnings,-21394310.0,-28964781.0,-33729702.0,-32367602.0,-28972216.0
AdditionalPaidInCapital,320693866.0,315745338.0,312101281.0,310049864.0,301451435.0
CapitalStock,10406.0,10387.0,10376.0,10293.0,10241.0
CommonStock,10406.0,10387.0,10376.0,10293.0,10241.0
TotalLiabilitiesNetMinorityInterest,185281001.0,128231727.0,106425466.0,123624152.0,114350237.0
TotalNonCurrentLiabilitiesNetMinorityInterest,15161919.0,15172310.0,14668848.0,14649469.0,14191747.0
DerivativeProductLiabilities,,,,,0.0
LongTermDebtAndCapitalLeaseObligation,15161919.0,15172310.0,14668848.0,14649469.0,14191747.0
LongTermCapitalLeaseObligation,15120333.0,13127372.0,13088332.0,13377054.0,12955146.0
LongTermDebt,41586.0,2044938.0,1580516.0,1272415.0,1236601.0
CurrentLiabilities,170119082.0,113059417.0,91756618.0,108974683.0,100158490.0
OtherCurrentLiabilities,22143505.0,27037312.0,27123820.0,27442277.0,17558279.0
CurrentDebtAndCapitalLeaseObligation,31335224.0,5990550.0,5893194.0,5776220.0,5722576.0
CurrentCapitalLeaseObligation,6307093.0,5294497.0,5196886.0,5126412.0,5057663.0
CurrentDebt,25028131.0,696053.0,696308.0,649808.0,664913.0
OtherCurrentBorrowings,28131.0,696053.0,696308.0,649808.0,664913.0
LineOfCredit,25000000.0,,,,0.0
PensionandOtherPostRetirementBenefitPlansCurrent,17665907.0,12679705.0,11450524.0,7876569.0,5267186.0
PayablesAndAccruedExpenses,98974446.0,67351850.0,47289080.0,67879617.0,71610449.0
CurrentAccruedExpenses,71324179.0,45370193.0,22655774.0,21568885.0,23783450.0
Payables,27650267.0,21981657.0,24633306.0,46310732.0,47826999.0
OtherPayable,7823009.0,13030396.0,17942350.0,27282667.0,26244133.0
AccountsPayable,19827258.0,8951261.0,6690956.0,19028065.0,21582866.0
TotalAssets,490451957.0,419784142.0,390286045.0,407545176.0,393277628.0
TotalNonCurrentAssets,151582395.0,152637845.0,155840988.0,149151334.0,122196723.0
OtherNonCurrentAssets,15497488.0,17261691.0,18140163.0,10812392.0,10399005.0
NonCurrentDeferredAssets,11888539.0,8908731.0,11247764.0,10973522.0,9957967.0
NonCurrentDeferredTaxesAssets,11888539.0,8908731.0,11247764.0,10973522.0,9957967.0
InvestmentsAndAdvances,553573.0,447125.0,392118.0,482691.0,597977.0
LongTermEquityInvestment,553573.0,447125.0,392118.0,482691.0,597977.0
GoodwillAndOtherIntangibleAssets,85222857.0,86180802.0,85871108.0,86607708.0,61869659.0
OtherIntangibleAssets,37682928.0,38586498.0,38050268.0,38939054.0,22969246.0
Goodwill,47539929.0,47594304.0,47820840.0,47668654.0,38900413.0
NetPPE,38419938.0,39839496.0,40189835.0,40275021.0,39372115.0
AccumulatedDepreciation,-12683108.0,-13068208.0,-11555392.0,-10045450.0,-8524013.0
GrossPPE,51103046.0,52907704.0,51745227.0,50320471.0,47896128.0
Leases,709619.0,656662.0,636304.0,606338.0,579658.0
OtherProperties,28688615.0,24850971.0,24697392.0,24380834.0,23291460.0
MachineryFurnitureEquipment,21139729.0,26834988.0,25846448.0,24768216.0,23459927.0
BuildingsAndImprovements,527283.0,527283.0,527283.0,527283.0,527283.0
LandAndImprovements,37800.0,37800.0,37800.0,37800.0,37800.0
Properties,0.0,0.0,0.0,0.0,0.0
CurrentAssets,338869562.0,267146297.0,234445057.0,258393842.0,271080905.0
OtherCurrentAssets,17499953.0,6899412.0,6786787.0,6737378.0,6269841.0
AssetsHeldForSaleCurrent,0.0,0.0,0.0,0.0,4480344.0
Receivables,262083462.0,207324368.0,118498751.0,131599567.0,102995397.0
AccountsReceivable,262083462.0,207324368.0,118498751.0,131599567.0,102995397.0
AllowanceForDoubtfulAccountsReceivable,-6276454.0,-4778401.0,-4204532.0,-3780545.0,-7818702.0
GrossAccountsReceivable,268359916.0,212102769.0,122703283.0,135380112.0,110814099.0
CashCashEquivalentsAndShortTermInvestments,59286147.0,52922517.0,109159519.0,120056897.0,157335323.0
CashAndCashEquivalents,59286147.0,52922517.0,109159519.0,120056897.0,157335323.0
