,2023-06-30,2022-12-31
OrdinarySharesNumber,11120000.0,11120000.0
ShareIssued,11120000.0,11120000.0
TotalDebt,685077.0,787044.0
TangibleBookValue,4918367.0,3083261.0
InvestedCapital,6416923.0,4581817.0
WorkingCapital,4632921.0,2891776.0
NetTangibleAssets,4918367.0,3083261.0
CapitalLeaseObligations,685077.0,787044.0
CommonStockEquity,6416923.0,4581817.0
TotalCapitalization,6416923.0,4581817.0
TotalEquityGrossMinorityInterest,6416923.0,4581817.0
StockholdersEquity,6416923.0,4581817.0
OtherEquityInterest,,-168.0
GainsLossesNotAffectingRetainedEarnings,-64.0,-9239.0
OtherEquityAdjustments,-64.0,-9239.0
RetainedEarnings,-681647.0,852422.0
AdditionalPaidInCapital,7097822.0,3737990.0
CapitalStock,812.0,812.0
CommonStock,812.0,812.0
TotalLiabilitiesNetMinorityInterest,2621025.0,2743454.0
TotalNonCurrentLiabilitiesNetMinorityInterest,491445.0,605888.0
EmployeeBenefits,18430.0,17328.0
LongTermDebtAndCapitalLeaseObligation,473015.0,588560.0
LongTermCapitalLeaseObligation,473015.0,588560.0
CurrentLiabilities,2129580.0,2137566.0
CurrentDeferredLiabilities,238351.0,185331.0
CurrentDeferredRevenue,238351.0,185331.0
CurrentDebtAndCapitalLeaseObligation,212062.0,198484.0
CurrentCapitalLeaseObligation,212062.0,198484.0
PayablesAndAccruedExpenses,1679167.0,1753751.0
Payables,1679167.0,1753751.0
DuetoRelatedPartiesCurrent,24386.0,52937.0
TotalTaxPayable,486058.0,777409.0
IncomeTaxPayable,486058.0,777409.0
AccountsPayable,1168723.0,923405.0
TotalAssets,9037948.0,7325271.0
TotalNonCurrentAssets,2275447.0,2295929.0
NonCurrentDeferredAssets,132354.0,47075.0
NonCurrentDeferredTaxesAssets,132354.0,47075.0
GoodwillAndOtherIntangibleAssets,1498556.0,1498556.0
OtherIntangibleAssets,337504.0,337504.0
Goodwill,1161052.0,1161052.0
NetPPE,644537.0,750298.0
AccumulatedDepreciation,-948594.0,-842833.0
GrossPPE,1593131.0,1593131.0
MachineryFurnitureEquipment,51741.0,51741.0
BuildingsAndImprovements,1541390.0,1541390.0
Properties,0.0,0.0
CurrentAssets,6762501.0,5029342.0
PrepaidAssets,5331278.0,2382930.0
Inventory,525786.0,673749.0
Receivables,174341.0,738019.0
AccountsReceivable,174341.0,738019.0
CashCashEquivalentsAndShortTermInvestments,731096.0,1234644.0
OtherShortTermInvestments,494275.0,824819.0
CashAndCashEquivalents,236821.0,409825.0
