,2023-09-30,2023-03-31,2022-12-31
OrdinarySharesNumber,113966356.0,97170859.0,97170859.0
ShareIssued,113966356.0,97170859.0,97170859.0
TangibleBookValue,9265092.0,11082944.0,13287436.0
InvestedCapital,9265092.0,11082944.0,13287436.0
WorkingCapital,1380796.0,686836.0,1002281.0
NetTangibleAssets,9265092.0,11082944.0,13287436.0
CommonStockEquity,9265092.0,11082944.0,13287436.0
TotalCapitalization,9265092.0,11082944.0,13287436.0
TotalEquityGrossMinorityInterest,9265092.0,11082944.0,13287436.0
StockholdersEquity,9265092.0,11082944.0,13287436.0
GainsLossesNotAffectingRetainedEarnings,3586637.0,3301965.0,3193494.0
OtherEquityAdjustments,3586637.0,3301965.0,3193494.0
RetainedEarnings,-18609888.0,-14182248.0,-11991126.0
CapitalStock,24288343.0,21963227.0,22085068.0
CommonStock,24288343.0,21963227.0,22085068.0
TotalLiabilitiesNetMinorityInterest,40045.0,110956.0,149331.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0,0.0
CurrentLiabilities,40045.0,110956.0,149331.0
PayablesAndAccruedExpenses,40045.0,110956.0,149331.0
CurrentAccruedExpenses,28285.0,48267.0,38000.0
Payables,11760.0,62689.0,111331.0
AccountsPayable,11760.0,62689.0,111331.0
TotalAssets,9305137.0,11193900.0,13436767.0
TotalNonCurrentAssets,7884296.0,10396108.0,12285155.0
OtherNonCurrentAssets,80689.0,80766.0,55357.0
NetPPE,7803607.0,10315342.0,12229798.0
AccumulatedDepreciation,-9673.0,-9435.0,-9265.0
GrossPPE,7813280.0,10324777.0,12239063.0
OtherProperties,7802260.0,10313757.0,12228043.0
MachineryFurnitureEquipment,11020.0,11020.0,11020.0
CurrentAssets,1420841.0,797792.0,1151612.0
PrepaidAssets,27770.0,28338.0,14345.0
Receivables,46587.0,25263.0,115387.0
TaxesReceivable,46587.0,25263.0,115387.0
CashCashEquivalentsAndShortTermInvestments,1346484.0,744191.0,1021880.0
CashAndCashEquivalents,1346484.0,744191.0,1021880.0
CashFinancial,1346484.0,744191.0,1021880.0
