,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,2407381.0,592856.0,569002.0
ShareIssued,2407381.0,592856.0,569002.0
TotalDebt,11591000.0,11583000.0,12109000.0
TangibleBookValue,290000.0,2428000.0,8860000.0
InvestedCapital,816000.0,2428000.0,8977000.0
WorkingCapital,3958000.0,4698000.0,10837000.0
NetTangibleAssets,290000.0,2428000.0,8860000.0
CapitalLeaseObligations,11065000.0,11583000.0,11992000.0
CommonStockEquity,290000.0,2428000.0,8860000.0
TotalCapitalization,290000.0,2428000.0,8860000.0
TotalEquityGrossMinorityInterest,290000.0,2428000.0,8860000.0
StockholdersEquity,290000.0,2428000.0,8860000.0
RetainedEarnings,-309213000.0,-305582000.0,-298438000.0
AdditionalPaidInCapital,309503000.0,308008000.0,307296000.0
CapitalStock,0.0,2000.0,2000.0
CommonStock,0.0,2000.0,2000.0
PreferredStock,0.0,0.0,0.0
TotalLiabilitiesNetMinorityInterest,21813000.0,20565000.0,22013000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,16911000.0,16173000.0,16507000.0
OtherNonCurrentLiabilities,6149000.0,6149000.0,6132000.0
DerivativeProductLiabilities,1077000.0,,
LongTermDebtAndCapitalLeaseObligation,9685000.0,10024000.0,10375000.0
LongTermCapitalLeaseObligation,9685000.0,10024000.0,10375000.0
CurrentLiabilities,4902000.0,4392000.0,5506000.0
CurrentDebtAndCapitalLeaseObligation,1906000.0,1559000.0,1734000.0
CurrentCapitalLeaseObligation,1380000.0,1559000.0,1617000.0
CurrentDebt,526000.0,,117000.0
OtherCurrentBorrowings,526000.0,,117000.0
PayablesAndAccruedExpenses,2996000.0,2833000.0,3772000.0
CurrentAccruedExpenses,1529000.0,1300000.0,2249000.0
Payables,1467000.0,1533000.0,1523000.0
AccountsPayable,1467000.0,1533000.0,1523000.0
TotalAssets,22103000.0,22993000.0,30873000.0
TotalNonCurrentAssets,13243000.0,13903000.0,14530000.0
OtherNonCurrentAssets,386000.0,386000.0,386000.0
NetPPE,12857000.0,13517000.0,14144000.0
AccumulatedDepreciation,-6328000.0,-5509000.0,-5323000.0
GrossPPE,19185000.0,19026000.0,19467000.0
Leases,700000.0,695000.0,689000.0
ConstructionInProgress,39000.0,39000.0,39000.0
OtherProperties,10462000.0,11004000.0,11572000.0
MachineryFurnitureEquipment,7984000.0,7288000.0,7167000.0
Properties,0.0,0.0,0.0
CurrentAssets,8860000.0,9090000.0,16343000.0
OtherCurrentAssets,876000.0,500000.0,538000.0
Inventory,551000.0,704000.0,757000.0
InventoriesAdjustmentsAllowances,-535000.0,-693000.0,-1244000.0
FinishedGoods,6000.0,28000.0,36000.0
RawMaterials,1080000.0,1369000.0,1965000.0
Receivables,800000.0,1112000.0,2151000.0
AccountsReceivable,800000.0,1112000.0,2151000.0
CashCashEquivalentsAndShortTermInvestments,6633000.0,6774000.0,12897000.0
CashAndCashEquivalents,6633000.0,6774000.0,12897000.0
CashFinancial,6633000.0,6774000.0,12897000.0
