,2023-01-31
OrdinarySharesNumber,170832611.0
ShareIssued,170832611.0
NetDebt,65300.0
TotalDebt,6085382.0
TangibleBookValue,8087181.0
InvestedCapital,12366195.0
WorkingCapital,3634670.0
NetTangibleAssets,8087181.0
CapitalLeaseObligations,2532036.0
CommonStockEquity,8812849.0
TotalCapitalization,10215341.0
TotalEquityGrossMinorityInterest,9586437.0
MinorityInterest,773588.0
StockholdersEquity,8812849.0
GainsLossesNotAffectingRetainedEarnings,-111035.0
RetainedEarnings,-19531463.0
AdditionalPaidInCapital,6560714.0
CapitalStock,21894633.0
CommonStock,21894633.0
TotalLiabilitiesNetMinorityInterest,9194845.0
TotalNonCurrentLiabilitiesNetMinorityInterest,2654251.0
LongTermDebtAndCapitalLeaseObligation,2654251.0
LongTermCapitalLeaseObligation,1251759.0
LongTermDebt,1402492.0
CurrentLiabilities,6540594.0
OtherCurrentLiabilities,721849.0
CurrentDeferredLiabilities,52318.0
CurrentDeferredRevenue,52318.0
CurrentDebtAndCapitalLeaseObligation,3431131.0
CurrentCapitalLeaseObligation,1280277.0
CurrentDebt,2150854.0
OtherCurrentBorrowings,2150854.0
PayablesAndAccruedExpenses,2335296.0
Payables,2335296.0
OtherPayable,360000.0
TotalTaxPayable,311032.0
IncomeTaxPayable,311032.0
AccountsPayable,1664264.0
TotalAssets,18781282.0
TotalNonCurrentAssets,8606018.0
GoodwillAndOtherIntangibleAssets,725668.0
NetPPE,7880350.0
AccumulatedDepreciation,-5508693.0
GrossPPE,13389043.0
Leases,8114235.0
OtherProperties,5258525.0
MachineryFurnitureEquipment,16283.0
Properties,0.0
CurrentAssets,10175264.0
OtherCurrentAssets,362345.0
Inventory,5048327.0
OtherInventories,1434080.0
FinishedGoods,506787.0
WorkInProcess,2945702.0
RawMaterials,161758.0
Receivables,1276546.0
AccountsReceivable,1276546.0
AllowanceForDoubtfulAccountsReceivable,-217260.0
GrossAccountsReceivable,1493806.0
CashCashEquivalentsAndShortTermInvestments,3488046.0
CashAndCashEquivalents,3488046.0
