,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,34046500.0,30427750.0,15496932.0
ShareIssued,34046500.0,30427750.0,15496932.0
NetDebt,30897816.0,28967145.0,
TotalDebt,47159646.0,47664308.0,1635200.0
TangibleBookValue,-25627697.0,-2558475.0,19076555.0
InvestedCapital,76872248.0,99991429.0,19703202.0
WorkingCapital,22047776.0,20078244.0,20222700.0
NetTangibleAssets,-25627697.0,-2558475.0,19076555.0
CapitalLeaseObligations,10992454.0,11411472.0,1635200.0
CommonStockEquity,40705056.0,63738593.0,19703202.0
TotalCapitalization,74759538.0,97597008.0,19703202.0
TotalEquityGrossMinorityInterest,40705056.0,63738593.0,19703202.0
StockholdersEquity,40705056.0,63738593.0,19703202.0
RetainedEarnings,-42819443.0,-17850199.0,-7916791.0
AdditionalPaidInCapital,83184034.0,81284515.0,27465024.0
CapitalStock,340465.0,304277.0,154969.0
CommonStock,340465.0,304277.0,154969.0
PreferredStock,,,0.0
TotalLiabilitiesNetMinorityInterest,84734956.0,64745290.0,9455684.0
TotalNonCurrentLiabilitiesNetMinorityInterest,67438501.0,44358782.0,4893431.0
DerivativeProductLiabilities,23634000.0,1646000.0,3372000.0
NonCurrentDeferredLiabilities,1504526.0,,0.0
NonCurrentDeferredTaxesLiabilities,1504526.0,,0.0
LongTermDebtAndCapitalLeaseObligation,42299975.0,42712782.0,1521431.0
LongTermCapitalLeaseObligation,8245493.0,8854367.0,1521431.0
LongTermDebt,34054482.0,33858415.0,
CurrentLiabilities,17296455.0,20386508.0,4562253.0
OtherCurrentLiabilities,385749.0,,
CurrentDebtAndCapitalLeaseObligation,4859671.0,4951526.0,113769.0
CurrentCapitalLeaseObligation,2746961.0,2557105.0,113769.0
CurrentDebt,2112710.0,2394421.0,
OtherCurrentBorrowings,2112710.0,2394421.0,
PayablesAndAccruedExpenses,12051035.0,15434982.0,4448484.0
CurrentAccruedExpenses,5482991.0,4634947.0,1228402.0
Payables,6568044.0,10800035.0,3220082.0
AccountsPayable,6568044.0,10800035.0,3220082.0
TotalAssets,125440012.0,128483883.0,29158886.0
TotalNonCurrentAssets,86095781.0,88019131.0,4373933.0
OtherNonCurrentAssets,184854.0,186290.0,21667.0
GoodwillAndOtherIntangibleAssets,66332753.0,66297068.0,626647.0
OtherIntangibleAssets,45301689.0,45616856.0,
Goodwill,21031064.0,20680212.0,626647.0
NetPPE,19578174.0,21535773.0,3725619.0
AccumulatedDepreciation,-873703.0,-1148306.0,-240570.0
GrossPPE,20451877.0,22684079.0,3966189.0
Leases,2748934.0,2424079.0,847217.0
ConstructionInProgress,651857.0,1002643.0,
OtherProperties,10952143.0,10822618.0,1606485.0
MachineryFurnitureEquipment,6098943.0,8434739.0,1512487.0
Properties,0.0,0.0,0.0
CurrentAssets,39344231.0,40464752.0,24784953.0
OtherCurrentAssets,1801533.0,1356895.0,665395.0
RestrictedCash,629742.0,1115890.0,
Inventory,29432880.0,29692204.0,2020713.0
FinishedGoods,15096071.0,14801721.0,1307961.0
WorkInProcess,10334364.0,6771484.0,
RawMaterials,4002445.0,8118999.0,712752.0
Receivables,2210700.0,1014072.0,36188.0
AccountsReceivable,2210700.0,1014072.0,36188.0
CashCashEquivalentsAndShortTermInvestments,5269376.0,7285691.0,22062657.0
CashAndCashEquivalents,5269376.0,7285691.0,22062657.0
CashFinancial,5269376.0,7285691.0,22062657.0
