,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,121609571.0,108728742.0,108728742.0
ShareIssued,121609571.0,108728742.0,108728742.0
NetDebt,1652727.0,3655536.0,2461623.0
TotalDebt,5279721.0,5171122.0,4134310.0
TangibleBookValue,-1142697.0,-2913269.0,-1450885.0
InvestedCapital,11027121.0,9249692.0,9775646.0
WorkingCapital,3143663.0,1239498.0,1610645.0
NetTangibleAssets,-1142697.0,-2913269.0,-1450885.0
CapitalLeaseObligations,55108.0,58741.0,63735.0
CommonStockEquity,5802508.0,4137311.0,5705071.0
TotalCapitalization,11027121.0,9249692.0,9775646.0
TotalEquityGrossMinorityInterest,5802508.0,4137311.0,5705071.0
StockholdersEquity,5802508.0,4137311.0,5705071.0
OtherEquityInterest,7765903.0,7407210.0,7144184.0
RetainedEarnings,-136512389.0,-134600306.0,-132769520.0
AdditionalPaidInCapital,16830753.0,16763830.0,16763830.0
CapitalStock,117718241.0,114566577.0,114566577.0
CommonStock,117718241.0,114566577.0,114566577.0
TotalLiabilitiesNetMinorityInterest,5955441.0,5762058.0,4719157.0
TotalNonCurrentLiabilitiesNetMinorityInterest,5231672.0,5136691.0,4107499.0
LongTermDebtAndCapitalLeaseObligation,5231672.0,5136691.0,4107499.0
LongTermCapitalLeaseObligation,7059.0,24310.0,36924.0
LongTermDebt,5224613.0,5112381.0,4070575.0
CurrentLiabilities,723769.0,625367.0,611658.0
CurrentDeferredLiabilities,,0.0,0.0
CurrentDeferredRevenue,,0.0,0.0
CurrentDebtAndCapitalLeaseObligation,48049.0,34431.0,26811.0
CurrentCapitalLeaseObligation,48049.0,34431.0,26811.0
PayablesAndAccruedExpenses,675720.0,590936.0,584847.0
Payables,675720.0,590936.0,584847.0
AccountsPayable,675720.0,590936.0,584847.0
TotalAssets,11757949.0,9899369.0,10424228.0
TotalNonCurrentAssets,7890517.0,8034504.0,8201925.0
InvestmentsAndAdvances,,0.0,1.0
LongTermEquityInvestment,,0.0,1.0
InvestmentsinAssociatesatCost,,0.0,1.0
GoodwillAndOtherIntangibleAssets,6945205.0,7050580.0,7155956.0
OtherIntangibleAssets,5690275.0,5795650.0,5901026.0
Goodwill,1254930.0,1254930.0,1254930.0
NetPPE,945312.0,983924.0,1045968.0
AccumulatedDepreciation,,-4434598.0,
GrossPPE,,5418522.0,
Leases,,97811.0,
OtherProperties,,5183952.0,
MachineryFurnitureEquipment,,136759.0,
Properties,,0.0,
CurrentAssets,3867432.0,1864865.0,2222303.0
RestrictedCash,,0.0,0.0
PrepaidAssets,126266.0,75902.0,223182.0
Receivables,169280.0,332118.0,390169.0
AccountsReceivable,169280.0,332118.0,390169.0
CashCashEquivalentsAndShortTermInvestments,3571886.0,1456845.0,1608952.0
CashAndCashEquivalents,3571886.0,1456845.0,1608952.0
CashFinancial,,1456845.0,
