,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,41038937.0,40604844.0,39609726.0,39609726.0
ShareIssued,41038937.0,40604844.0,39609726.0,39609726.0
TotalDebt,13680000.0,21401000.0,24055000.0,24947000.0
TangibleBookValue,549280000.0,661917000.0,569233000.0,568758000.0
InvestedCapital,1135933000.0,1255295000.0,1164350000.0,1165594000.0
WorkingCapital,350990000.0,472045000.0,375903000.0,383249000.0
NetTangibleAssets,549280000.0,661917000.0,569233000.0,568758000.0
CapitalLeaseObligations,13680000.0,16401000.0,19055000.0,19947000.0
CommonStockEquity,1135933000.0,1250295000.0,1159350000.0,1160594000.0
TotalCapitalization,1135933000.0,1250295000.0,1159350000.0,1160594000.0
TotalEquityGrossMinorityInterest,1135223000.0,1249940000.0,1158857000.0,1162486000.0
MinorityInterest,-710000.0,-355000.0,-493000.0,1892000.0
StockholdersEquity,1135933000.0,1250295000.0,1159350000.0,1160594000.0
OtherEquityInterest,20817000.0,20817000.0,33923000.0,33923000.0
GainsLossesNotAffectingRetainedEarnings,59417000.0,60521000.0,57291000.0,57278000.0
OtherEquityAdjustments,59417000.0,60521000.0,57291000.0,57278000.0
TreasuryStock,16482000.0,16482000.0,16482000.0,16482000.0
RetainedEarnings,627130000.0,742944000.0,661949000.0,665099000.0
CapitalStock,445051000.0,442495000.0,422669000.0,420776000.0
CommonStock,445051000.0,442495000.0,422669000.0,420776000.0
TotalLiabilitiesNetMinorityInterest,261775000.0,256350000.0,268774000.0,339542000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,65970000.0,69401000.0,70707000.0,74009000.0
NonCurrentDeferredLiabilities,60172000.0,60527000.0,60881000.0,61236000.0
NonCurrentDeferredTaxesLiabilities,60172000.0,60527000.0,60881000.0,61236000.0
LongTermDebtAndCapitalLeaseObligation,5798000.0,8874000.0,9826000.0,12773000.0
LongTermCapitalLeaseObligation,5798000.0,8874000.0,9826000.0,12773000.0
CurrentLiabilities,195805000.0,186949000.0,198067000.0,265533000.0
OtherCurrentLiabilities,6110000.0,6329000.0,10955000.0,4502000.0
CurrentDeferredLiabilities,91763000.0,86384000.0,88416000.0,93383000.0
CurrentDeferredRevenue,91763000.0,86384000.0,88416000.0,93383000.0
CurrentDebtAndCapitalLeaseObligation,7882000.0,12527000.0,14229000.0,12174000.0
CurrentCapitalLeaseObligation,7882000.0,7527000.0,9229000.0,7174000.0
CurrentDebt,,5000000.0,5000000.0,5000000.0
LineOfCredit,0.0,5000000.0,5000000.0,5000000.0
PayablesAndAccruedExpenses,90050000.0,81709000.0,84467000.0,155474000.0
CurrentAccruedExpenses,17282000.0,14074000.0,23059000.0,25692000.0
Payables,72768000.0,67635000.0,61408000.0,129782000.0
TotalTaxPayable,17237000.0,10399000.0,17973000.0,13531000.0
IncomeTaxPayable,17237000.0,10399000.0,17973000.0,13531000.0
AccountsPayable,55531000.0,57236000.0,43435000.0,116251000.0
TotalAssets,1396998000.0,1506290000.0,1427631000.0,1502028000.0
TotalNonCurrentAssets,850203000.0,847296000.0,853661000.0,853246000.0
OtherNonCurrentAssets,955000.0,955000.0,928000.0,953000.0
NonCurrentDeferredAssets,4992000.0,5347000.0,5187000.0,4337000.0
NonCurrentDeferredTaxesAssets,4992000.0,5347000.0,5187000.0,4337000.0
InvestmentsAndAdvances,241545000.0,234588000.0,237458000.0,234176000.0
GoodwillAndOtherIntangibleAssets,586653000.0,588378000.0,590117000.0,591836000.0
OtherIntangibleAssets,413872000.0,415597000.0,417336000.0,419055000.0
Goodwill,172781000.0,172781000.0,172781000.0,172781000.0
NetPPE,16058000.0,18028000.0,19971000.0,21944000.0
AccumulatedDepreciation,,,,-8155000.0
GrossPPE,16058000.0,18028000.0,19971000.0,30099000.0
OtherProperties,16058000.0,18028000.0,19971000.0,19209000.0
MachineryFurnitureEquipment,,,,10890000.0
CurrentAssets,546795000.0,658994000.0,573970000.0,648782000.0
OtherCurrentAssets,80822000.0,95373000.0,112760000.0,
PrepaidAssets,,,,43679000.0
Receivables,225564000.0,255164000.0,239381000.0,389263000.0
OtherReceivables,,,,31487000.0
DuefromRelatedPartiesCurrent,427000.0,63000.0,0.0,1115000.0
TaxesReceivable,,,,25004000.0
LoansReceivable,,,,15000000.0
AccountsReceivable,225137000.0,255101000.0,239381000.0,316657000.0
AllowanceForDoubtfulAccountsReceivable,,,,-3546000.0
GrossAccountsReceivable,,,,320203000.0
CashCashEquivalentsAndShortTermInvestments,240409000.0,308457000.0,221829000.0,215840000.0
OtherShortTermInvestments,41661000.0,105697000.0,42126000.0,40548000.0
CashAndCashEquivalents,198748000.0,202760000.0,179703000.0,175292000.0
