,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
TreasurySharesNumber,22880.0,22880.0,22880.0,22600.0,
OrdinarySharesNumber,39843834.0,36899880.0,36428949.0,36131311.0,34504332.0
ShareIssued,39866714.0,36922760.0,36451829.0,36153911.0,34504332.0
TotalDebt,10261160.0,12385239.0,14419758.0,13894479.0,13368681.0
TangibleBookValue,6623117.0,6622466.0,14357480.0,20678110.0,24970567.0
InvestedCapital,17686560.0,19856398.0,29672630.0,35514960.0,39329120.0
WorkingCapital,6580303.0,9551876.0,19546466.0,28043096.0,38192860.0
NetTangibleAssets,6623117.0,6622466.0,14357480.0,20678110.0,24970567.0
CapitalLeaseObligations,65835.0,76769.0,87414.0,97779.0,107623.0
CommonStockEquity,7491235.0,7547928.0,15340286.0,21718260.0,26068062.0
TotalCapitalization,7491235.0,10517865.0,20567556.0,29123892.0,39329120.0
TotalEquityGrossMinorityInterest,7491235.0,7547928.0,15340286.0,21718260.0,26068062.0
StockholdersEquity,7491235.0,7547928.0,15340286.0,21718260.0,26068062.0
GainsLossesNotAffectingRetainedEarnings,0.0,0.0,176591.0,16505.0,
OtherEquityAdjustments,,,176591.0,16505.0,
TreasuryStock,2.0,2.0,2.0,2.0,
RetainedEarnings,-320337614.0,-311936169.0,-301225705.0,-292113766.0,-277072603.0
AdditionalPaidInCapital,327824867.0,319480409.0,316385759.0,313811910.0,303137216.0
CapitalStock,3984.0,3690.0,3643.0,3613.0,3449.0
CommonStock,3984.0,3690.0,3643.0,3613.0,3449.0
PreferredStock,0.0,0.0,0.0,0.0,0.0
TotalLiabilitiesNetMinorityInterest,13998962.0,16212239.0,19764444.0,23464436.0,21123906.0
TotalNonCurrentLiabilitiesNetMinorityInterest,17604.0,3000158.0,5269775.0,7460097.0,13326893.0
LongTermDebtAndCapitalLeaseObligation,17604.0,3000158.0,5269775.0,7460097.0,13326893.0
LongTermCapitalLeaseObligation,17604.0,30221.0,42505.0,54465.0,65835.0
LongTermDebt,,2969937.0,5227270.0,7405632.0,13261058.0
CurrentLiabilities,13981358.0,13212081.0,14494669.0,16004339.0,7797013.0
OtherCurrentLiabilities,129706.0,1112240.0,1868427.0,4730748.0,4509811.0
CurrentDebtAndCapitalLeaseObligation,10243556.0,9385081.0,9149983.0,6434382.0,41788.0
CurrentCapitalLeaseObligation,48231.0,46548.0,44909.0,43314.0,41788.0
CurrentDebt,10195325.0,9338533.0,9105074.0,6391068.0,
OtherCurrentBorrowings,10195325.0,9338533.0,9105074.0,6391068.0,
PayablesAndAccruedExpenses,3608096.0,2714760.0,3476259.0,4839209.0,3245414.0
TotalAssets,21490197.0,23760167.0,35104730.0,45182696.0,47191968.0
TotalNonCurrentAssets,928536.0,996210.0,1063595.0,1135261.0,1202095.0
OtherNonCurrentAssets,,,,4562.0,4562.0
GoodwillAndOtherIntangibleAssets,868118.0,925462.0,982806.0,1040150.0,1097495.0
OtherIntangibleAssets,522407.0,579751.0,637095.0,694439.0,751784.0
Goodwill,345711.0,345711.0,345711.0,345711.0,345711.0
NetPPE,60418.0,70748.0,80789.0,90549.0,100038.0
GrossPPE,60418.0,70748.0,80789.0,90549.0,100038.0
BuildingsAndImprovements,60418.0,70748.0,80789.0,90549.0,100038.0
Properties,0.0,0.0,0.0,0.0,0.0
CurrentAssets,20561661.0,22763957.0,34041135.0,44047435.0,45989873.0
OtherCurrentAssets,334963.0,1549287.0,102526.0,249790.0,241282.0
PrepaidAssets,,,,,241282.0
CashCashEquivalentsAndShortTermInvestments,20226698.0,21214670.0,33938609.0,43797645.0,45748591.0
OtherShortTermInvestments,0.0,0.0,14477726.0,12521448.0,
CashAndCashEquivalents,20226698.0,21214670.0,19460883.0,31276197.0,45748591.0
CashEquivalents,9673331.0,13449784.0,13156340.0,,
CashFinancial,10553367.0,7764886.0,6304543.0,,45748591.0
