,2023-10-31,2023-07-31,2023-04-30,2023-01-31
OrdinarySharesNumber,185165199.0,167665199.0,153271309.0,147071309.0
ShareIssued,185165199.0,167665199.0,153271309.0,147071309.0
NetDebt,119825.0,150378.0,65487.0,
TotalDebt,229088.0,211274.0,211158.0,
TangibleBookValue,-933543.0,-825644.0,-377217.0,249797.0
InvestedCapital,-704455.0,-614370.0,-166059.0,249797.0
WorkingCapital,-957261.0,-856839.0,-411528.0,208373.0
NetTangibleAssets,-933543.0,-825644.0,-377217.0,249797.0
CommonStockEquity,-933543.0,-825644.0,-377217.0,249797.0
TotalCapitalization,-933543.0,-825644.0,-377217.0,249797.0
TotalEquityGrossMinorityInterest,-933543.0,-825644.0,-377217.0,249797.0
StockholdersEquity,-933543.0,-825644.0,-377217.0,249797.0
OtherEquityInterest,2656823.0,2454208.0,4559903.0,4489175.0
RetainedEarnings,-11672462.0,-11150896.0,-12617165.0,-11809377.0
CapitalStock,8082096.0,7871044.0,7680045.0,7569999.0
CommonStock,8082096.0,7871044.0,7680045.0,7569999.0
TotalLiabilitiesNetMinorityInterest,1270094.0,1228905.0,981057.0,506891.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0,0.0,0.0
CurrentLiabilities,1270094.0,1228905.0,981057.0,506891.0
OtherCurrentLiabilities,217496.0,209622.0,334065.0,280583.0
CurrentDebtAndCapitalLeaseObligation,229088.0,211274.0,211158.0,
CurrentDebt,229088.0,211274.0,211158.0,
OtherCurrentBorrowings,,211274.0,,
CurrentNotesPayable,229088.0,,211158.0,
PayablesAndAccruedExpenses,823510.0,808009.0,435834.0,226308.0
TotalAssets,336551.0,403261.0,603840.0,756688.0
TotalNonCurrentAssets,23718.0,31195.0,34311.0,41424.0
NetPPE,23718.0,31195.0,34311.0,41424.0
AccumulatedDepreciation,-66003.0,-58526.0,-51049.0,-43936.0
GrossPPE,89721.0,89721.0,85360.0,85360.0
MachineryFurnitureEquipment,60455.0,60455.0,56094.0,56094.0
CurrentAssets,312833.0,372066.0,569529.0,715264.0
PrepaidAssets,126916.0,176608.0,292082.0,252780.0
Receivables,36354.0,74562.0,71776.0,68901.0
TaxesReceivable,36354.0,74562.0,71776.0,68901.0
CashCashEquivalentsAndShortTermInvestments,149563.0,120896.0,205671.0,393583.0
OtherShortTermInvestments,40300.0,60000.0,60000.0,60000.0
CashAndCashEquivalents,109263.0,60896.0,145671.0,333583.0
CashFinancial,109263.0,60896.0,145671.0,333583.0
