,2023-06-30
OrdinarySharesNumber,1343982044.0
ShareIssued,1343982044.0
TangibleBookValue,35093937.0
InvestedCapital,35093937.0
WorkingCapital,16353637.0
NetTangibleAssets,35093937.0
CommonStockEquity,35093937.0
TotalCapitalization,35093937.0
TotalEquityGrossMinorityInterest,33684890.0
MinorityInterest,-1409047.0
StockholdersEquity,35093937.0
GainsLossesNotAffectingRetainedEarnings,-31577701.0
OtherEquityAdjustments,-31950879.0
ForeignCurrencyTranslationAdjustments,373178.0
RetainedEarnings,-76866298.0
CapitalStock,143537936.0
CommonStock,143537936.0
TotalLiabilitiesNetMinorityInterest,38085654.0
TotalNonCurrentLiabilitiesNetMinorityInterest,37257958.0
LongTermProvisions,37257958.0
CurrentLiabilities,827696.0
PensionandOtherPostRetirementBenefitPlansCurrent,16247.0
PayablesAndAccruedExpenses,811449.0
Payables,811449.0
OtherPayable,704176.0
AccountsPayable,107273.0
TotalAssets,71770544.0
TotalNonCurrentAssets,54589211.0
InvestmentsAndAdvances,15053100.0
OtherInvestments,15053100.0
NetPPE,39536111.0
AccumulatedDepreciation,-82911.0
GrossPPE,39619022.0
OtherProperties,39619022.0
CurrentAssets,17181333.0
OtherCurrentAssets,74826.0
PrepaidAssets,538529.0
Inventory,492560.0
OtherInventories,492560.0
Receivables,556201.0
OtherReceivables,556201.0
CashCashEquivalentsAndShortTermInvestments,15519217.0
CashAndCashEquivalents,15519217.0
CashEquivalents,14500002.0
CashFinancial,1019215.0
