,2023-12-31,2023-03-31,2022-12-31
OrdinarySharesNumber,57587327.0,44984756.0,38278756.0
ShareIssued,57587327.0,44984756.0,38278756.0
TangibleBookValue,8614942.0,7658054.0,5967697.0
InvestedCapital,8614942.0,7658054.0,5967697.0
WorkingCapital,2965938.0,3357872.0,2260746.0
NetTangibleAssets,8614942.0,7658054.0,5967697.0
CommonStockEquity,8614942.0,7658054.0,5967697.0
TotalCapitalization,8614942.0,7658054.0,5967697.0
TotalEquityGrossMinorityInterest,8614942.0,7658054.0,5967697.0
StockholdersEquity,8614942.0,7658054.0,5967697.0
GainsLossesNotAffectingRetainedEarnings,1678594.0,1479531.0,1403531.0
RetainedEarnings,-4607200.0,-4185318.0,-3889501.0
CapitalStock,11543548.0,10363841.0,8453667.0
CommonStock,11543548.0,10363841.0,8453667.0
TotalLiabilitiesNetMinorityInterest,106157.0,40660.0,162308.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0,0.0
CurrentLiabilities,106157.0,40660.0,162308.0
PayablesAndAccruedExpenses,106157.0,40660.0,162308.0
TotalAssets,8721099.0,7698714.0,6130005.0
TotalNonCurrentAssets,5649004.0,4300182.0,3706951.0
NonCurrentPrepaidAssets,,167857.0,
NetPPE,5649004.0,4132325.0,3706951.0
CurrentAssets,3072095.0,3398532.0,2423054.0
PrepaidAssets,4297.0,20491.0,47819.0
Receivables,28902.0,57736.0,95493.0
TaxesReceivable,28902.0,57736.0,95493.0
CashCashEquivalentsAndShortTermInvestments,3038896.0,3320305.0,2279742.0
OtherShortTermInvestments,800000.0,,
CashAndCashEquivalents,2238896.0,3320305.0,2279742.0
CashFinancial,2238896.0,3320305.0,2279742.0
