,2023-06-30
OrdinarySharesNumber,446423299.0
ShareIssued,446423299.0
TotalDebt,116155.0
TangibleBookValue,25198848.0
InvestedCapital,25198848.0
WorkingCapital,11973609.0
NetTangibleAssets,25198848.0
CapitalLeaseObligations,116155.0
CommonStockEquity,25198848.0
TotalCapitalization,25198848.0
TotalEquityGrossMinorityInterest,25198848.0
StockholdersEquity,25198848.0
GainsLossesNotAffectingRetainedEarnings,2372148.0
OtherEquityAdjustments,2265650.0
ForeignCurrencyTranslationAdjustments,106498.0
RetainedEarnings,-11183945.0
CapitalStock,34010645.0
CommonStock,34010645.0
TotalLiabilitiesNetMinorityInterest,715809.0
TotalNonCurrentLiabilitiesNetMinorityInterest,52301.0
LongTermDebtAndCapitalLeaseObligation,52301.0
LongTermCapitalLeaseObligation,52301.0
CurrentLiabilities,663508.0
CurrentDebtAndCapitalLeaseObligation,63854.0
CurrentCapitalLeaseObligation,63854.0
CurrentProvisions,74430.0
PayablesAndAccruedExpenses,525224.0
Payables,525224.0
OtherPayable,114232.0
AccountsPayable,410992.0
TotalAssets,25914657.0
TotalNonCurrentAssets,13277540.0
InvestmentsAndAdvances,4396889.0
OtherInvestments,3230890.0
InvestmentinFinancialAssets,1165999.0
TradingSecurities,1165999.0
NetPPE,8880651.0
AccumulatedDepreciation,-89673.0
GrossPPE,8970324.0
OtherProperties,8853953.0
MachineryFurnitureEquipment,116371.0
CurrentAssets,12637117.0
PrepaidAssets,75628.0
Receivables,76269.0
OtherReceivables,76269.0
CashCashEquivalentsAndShortTermInvestments,12485220.0
CashAndCashEquivalents,12485220.0
CashFinancial,12485220.0
