,2023-09-30,2023-03-31
OrdinarySharesNumber,35750000.0,35750000.0
ShareIssued,35750000.0,35750000.0
TotalDebt,577850.0,671939.0
TangibleBookValue,39368551.0,49166043.0
InvestedCapital,43271848.0,53444676.0
WorkingCapital,27852482.0,17896068.0
NetTangibleAssets,39368551.0,49166043.0
CapitalLeaseObligations,98135.0,73100.0
CommonStockEquity,42792133.0,52845837.0
TotalCapitalization,42792133.0,52845837.0
TotalEquityGrossMinorityInterest,44351401.0,54735303.0
MinorityInterest,1559268.0,1889466.0
StockholdersEquity,42792133.0,52845837.0
GainsLossesNotAffectingRetainedEarnings,425246.0,2288915.0
OtherEquityAdjustments,425246.0,2288915.0
RetainedEarnings,5896373.0,14086408.0
AdditionalPaidInCapital,36410931.0,36410931.0
CapitalStock,59583.0,59583.0
CommonStock,59583.0,59583.0
TotalLiabilitiesNetMinorityInterest,6906593.0,9498481.0
TotalNonCurrentLiabilitiesNetMinorityInterest,246454.0,315250.0
NonCurrentDeferredLiabilities,221879.0,267551.0
NonCurrentDeferredRevenue,221879.0,267551.0
LongTermDebtAndCapitalLeaseObligation,24575.0,47699.0
LongTermCapitalLeaseObligation,24575.0,47699.0
CurrentLiabilities,6660139.0,9183231.0
CurrentDeferredLiabilities,1105130.0,2565611.0
CurrentDeferredRevenue,1105130.0,2565611.0
CurrentDebtAndCapitalLeaseObligation,553275.0,624240.0
CurrentCapitalLeaseObligation,73560.0,25401.0
CurrentDebt,479715.0,598839.0
LineOfCredit,479715.0,0.0
CurrentNotesPayable,0.0,598839.0
PayablesAndAccruedExpenses,5001734.0,5993380.0
CurrentAccruedExpenses,1205549.0,733493.0
Payables,3796185.0,5259887.0
TotalTaxPayable,203498.0,867583.0
IncomeTaxPayable,127885.0,
AccountsPayable,3592687.0,4392304.0
TotalAssets,51257994.0,64233784.0
TotalNonCurrentAssets,16745373.0,37154485.0
OtherNonCurrentAssets,,174733.0
NonCurrentDeferredAssets,10778.0,83088.0
NonCurrentDeferredTaxesAssets,10778.0,83088.0
InvestmentsAndAdvances,606005.0,20327231.0
InvestmentinFinancialAssets,0.0,19716200.0
AvailableForSaleSecurities,,19716200.0
LongTermEquityInvestment,606005.0,611031.0
GoodwillAndOtherIntangibleAssets,3423582.0,3679794.0
OtherIntangibleAssets,3423582.0,
NetPPE,12705008.0,12889639.0
AccumulatedDepreciation,-22060348.0,
GrossPPE,34765356.0,12889639.0
ConstructionInProgress,3502125.0,2093705.0
OtherProperties,,10795934.0
MachineryFurnitureEquipment,18314481.0,
BuildingsAndImprovements,12948750.0,
Properties,0.0,
CurrentAssets,34512621.0,27079299.0
OtherCurrentAssets,,144575.0
RestrictedCash,0.0,834479.0
PrepaidAssets,747331.0,948069.0
Inventory,4991435.0,10895897.0
InventoriesAdjustmentsAllowances,-885709.0,
FinishedGoods,2887031.0,
WorkInProcess,237987.0,
RawMaterials,2752126.0,
Receivables,6354589.0,5376552.0
OtherReceivables,247481.0,
NotesReceivable,4131392.0,3792801.0
AccountsReceivable,1975716.0,1583751.0
AllowanceForDoubtfulAccountsReceivable,-5829.0,
GrossAccountsReceivable,1981545.0,
CashCashEquivalentsAndShortTermInvestments,22419266.0,8879727.0
OtherShortTermInvestments,14943019.0,
CashAndCashEquivalents,7476247.0,8879727.0
