,2023-06-30,2022-12-31
TreasurySharesNumber,,50000.0
OrdinarySharesNumber,777446915.0,683443072.0
ShareIssued,777446915.0,683493072.0
NetDebt,255074000.0,266609000.0
TotalDebt,293068000.0,321873000.0
TangibleBookValue,-228507000.0,-243978000.0
InvestedCapital,598295000.0,648225000.0
WorkingCapital,31519000.0,-51074000.0
NetTangibleAssets,-225271000.0,-240742000.0
CapitalLeaseObligations,20535000.0,23794000.0
CommonStockEquity,325762000.0,350146000.0
PreferredStockEquity,3236000.0,3236000.0
TotalCapitalization,552128000.0,505638000.0
TotalEquityGrossMinorityInterest,320587000.0,342640000.0
MinorityInterest,-8411000.0,-10742000.0
StockholdersEquity,328998000.0,353382000.0
GainsLossesNotAffectingRetainedEarnings,-8980000.0,6902000.0
OtherEquityAdjustments,-8980000.0,6902000.0
RetainedEarnings,-526674000.0,-454557000.0
AdditionalPaidInCapital,853642000.0,790966000.0
CapitalStock,11010000.0,10071000.0
CommonStock,7774000.0,6835000.0
PreferredStock,3236000.0,3236000.0
TotalLiabilitiesNetMinorityInterest,560449000.0,532131000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,308217000.0,245939000.0
TradeandOtherPayablesNonCurrent,,0.0
NonCurrentDeferredLiabilities,69108000.0,75035000.0
NonCurrentDeferredTaxesLiabilities,69108000.0,75035000.0
LongTermDebtAndCapitalLeaseObligation,239109000.0,170904000.0
LongTermCapitalLeaseObligation,15979000.0,18648000.0
LongTermDebt,223130000.0,152256000.0
CurrentLiabilities,252232000.0,286192000.0
OtherCurrentLiabilities,,1000.0
CurrentDeferredLiabilities,33982000.0,37410000.0
CurrentDeferredRevenue,33982000.0,37410000.0
CurrentDebtAndCapitalLeaseObligation,53959000.0,150969000.0
CurrentCapitalLeaseObligation,4556000.0,5146000.0
CurrentDebt,49403000.0,145823000.0
OtherCurrentBorrowings,38557000.0,134629000.0
LineOfCredit,10846000.0,11194000.0
PayablesAndAccruedExpenses,164291000.0,97812000.0
CurrentAccruedExpenses,,12344000.0
InterestPayable,,12344000.0
Payables,164291000.0,85468000.0
OtherPayable,56743000.0,36661000.0
DividendsPayable,0.0,1511000.0
TotalTaxPayable,32164000.0,33898000.0
AccountsPayable,75384000.0,13398000.0
TotalAssets,881036000.0,874771000.0
TotalNonCurrentAssets,597285000.0,639653000.0
NonCurrentPrepaidAssets,5825000.0,4902000.0
NonCurrentDeferredAssets,6353000.0,4903000.0
NonCurrentDeferredTaxesAssets,6353000.0,4903000.0
NonCurrentAccountsReceivable,5825000.0,
InvestmentsAndAdvances,91000.0,321000.0
InvestmentinFinancialAssets,91000.0,94000.0
AvailableForSaleSecurities,91000.0,94000.0
LongTermEquityInvestment,0.0,227000.0
InvestmentsinAssociatesatCost,0.0,227000.0
GoodwillAndOtherIntangibleAssets,554269000.0,594124000.0
OtherIntangibleAssets,452330000.0,492185000.0
Goodwill,101939000.0,101939000.0
NetPPE,30747000.0,35403000.0
AccumulatedDepreciation,,-29624000.0
GrossPPE,,65027000.0
Leases,,12865000.0
OtherProperties,,24549000.0
MachineryFurnitureEquipment,,27613000.0
Properties,,0.0
CurrentAssets,283751000.0,235118000.0
RestrictedCash,,0.0
PrepaidAssets,,33323000.0
Inventory,9234000.0,16901000.0
InventoriesAdjustmentsAllowances,,0.0
FinishedGoods,,9738000.0
RawMaterials,,7163000.0
Receivables,257034000.0,153393000.0
ReceivablesAdjustmentsAllowances,,-2876000.0
OtherReceivables,61181000.0,38903000.0
TaxesReceivable,384000.0,373000.0
LoansReceivable,13897000.0,11098000.0
AccountsReceivable,181572000.0,103019000.0
AllowanceForDoubtfulAccountsReceivable,-60862000.0,-59497000.0
GrossAccountsReceivable,181572000.0,162516000.0
CashCashEquivalentsAndShortTermInvestments,17483000.0,31501000.0
OtherShortTermInvestments,24000.0,31000.0
CashAndCashEquivalents,17459000.0,31470000.0
CashFinancial,17459000.0,31470000.0
