,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,65272196.0,64772196.0,64022196.0,62772196.0,62022196.0
ShareIssued,65272196.0,64772196.0,64022196.0,62772196.0,62022196.0
NetDebt,232835.0,213829.0,236344.0,166882.0,144013.0
TotalDebt,235454.0,231893.0,271491.0,221089.0,213004.0
TangibleBookValue,-314193.0,-290800.0,-252007.0,-230299.0,-202321.0
InvestedCapital,-78739.0,-58907.0,19484.0,-9210.0,10683.0
WorkingCapital,-314193.0,-290800.0,-252007.0,-230299.0,-202321.0
NetTangibleAssets,-314193.0,-290800.0,-252007.0,-230299.0,-202321.0
CommonStockEquity,-314193.0,-290800.0,-252007.0,-230299.0,-202321.0
TotalCapitalization,-314193.0,-290800.0,-252007.0,-230299.0,-202321.0
TotalEquityGrossMinorityInterest,-314193.0,-290800.0,-252007.0,-230299.0,-202321.0
StockholdersEquity,-314193.0,-290800.0,-252007.0,-230299.0,-202321.0
OtherEquityInterest,,35000.0,50750.0,50750.0,50750.0
RetainedEarnings,-11394796.0,-11370278.0,-11295360.0,-11201777.0,-11121924.0
AdditionalPaidInCapital,11074076.0,11038001.0,10986201.0,10914451.0,10862651.0
CapitalStock,6527.0,6477.0,6402.0,6277.0,6202.0
CommonStock,6527.0,6477.0,6402.0,6277.0,6202.0
PreferredStock,0.0,0.0,0.0,0.0,0.0
TotalLiabilitiesNetMinorityInterest,316812.0,312854.0,295134.0,288496.0,279292.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0,0.0,0.0,0.0
CurrentLiabilities,316812.0,312854.0,295134.0,288496.0,279292.0
CurrentDebtAndCapitalLeaseObligation,235454.0,231893.0,271491.0,221089.0,213004.0
CurrentDebt,235454.0,231893.0,271491.0,221089.0,213004.0
OtherCurrentBorrowings,235454.0,231893.0,271491.0,221089.0,213004.0
PayablesAndAccruedExpenses,81358.0,80961.0,23643.0,67407.0,66288.0
Payables,81358.0,80961.0,23643.0,67407.0,66288.0
DuetoRelatedPartiesCurrent,45000.0,45000.0,,45000.0,45000.0
AccountsPayable,36358.0,35961.0,23643.0,22407.0,21288.0
TotalAssets,2619.0,22054.0,43127.0,58197.0,76971.0
TotalNonCurrentAssets,0.0,0.0,0.0,0.0,0.0
CurrentAssets,2619.0,22054.0,43127.0,58197.0,76971.0
PrepaidAssets,,3990.0,7980.0,3990.0,7980.0
CashCashEquivalentsAndShortTermInvestments,2619.0,18064.0,35147.0,54207.0,68991.0
CashAndCashEquivalents,2619.0,18064.0,35147.0,54207.0,68991.0
CashFinancial,2619.0,18064.0,35147.0,54207.0,68991.0
