,2023-11-30,2023-08-31,2023-05-31,2023-02-28
OrdinarySharesNumber,46254938.0,44254938.0,44254938.0,44254938.0
ShareIssued,46254938.0,44254938.0,44254938.0,44254938.0
NetDebt,270000.0,270000.0,270000.0,270000.0
TotalDebt,600590.0,634837.0,476959.0,608480.0
TangibleBookValue,-414001.0,-389204.0,-334447.0,-277231.0
InvestedCapital,-144001.0,-119204.0,-64447.0,-7231.0
WorkingCapital,-413033.0,-385994.0,-329092.0,-259973.0
NetTangibleAssets,-409001.0,-384204.0,-329447.0,-272231.0
CapitalLeaseObligations,330590.0,364837.0,206959.0,338480.0
CommonStockEquity,-414001.0,-389204.0,-334447.0,-277231.0
PreferredStockEquity,5000.0,5000.0,5000.0,5000.0
TotalCapitalization,-274001.0,-249204.0,-194447.0,-137231.0
TotalEquityGrossMinorityInterest,-409001.0,-384204.0,-329447.0,-272231.0
StockholdersEquity,-409001.0,-384204.0,-329447.0,-272231.0
OtherEquityInterest,,-10000.0,-20000.0,-30000.0
RetainedEarnings,-1533845.0,-1479048.0,-1414291.0,-1347075.0
AdditionalPaidInCapital,1073589.0,1055589.0,1055589.0,1055589.0
CapitalStock,51255.0,49255.0,49255.0,49255.0
CommonStock,46255.0,44255.0,44255.0,44255.0
PreferredStock,5000.0,5000.0,5000.0,5000.0
TotalLiabilitiesNetMinorityInterest,704111.0,703901.0,675750.0,634659.0
TotalNonCurrentLiabilitiesNetMinorityInterest,284134.0,313478.0,341959.0,369603.0
LongTermDebtAndCapitalLeaseObligation,284134.0,313478.0,341959.0,369603.0
LongTermCapitalLeaseObligation,149134.0,178478.0,206959.0,234603.0
LongTermDebt,135000.0,135000.0,135000.0,135000.0
CurrentLiabilities,419977.0,390423.0,333791.0,265056.0
OtherCurrentLiabilities,,,149997.0,
CurrentDebtAndCapitalLeaseObligation,316456.0,321359.0,135000.0,238877.0
CurrentCapitalLeaseObligation,181456.0,186359.0,,103877.0
CurrentDebt,135000.0,135000.0,135000.0,135000.0
OtherCurrentBorrowings,135000.0,135000.0,135000.0,135000.0
PayablesAndAccruedExpenses,103521.0,69064.0,48794.0,26179.0
CurrentAccruedExpenses,58462.0,13005.0,8865.0,4725.0
Payables,45059.0,56059.0,39929.0,21454.0
DuetoRelatedPartiesCurrent,36159.0,33659.0,29159.0,16659.0
AccountsPayable,8900.0,22400.0,10770.0,4795.0
TotalAssets,295110.0,319697.0,346303.0,362428.0
TotalNonCurrentAssets,288166.0,315268.0,341604.0,357345.0
NetPPE,288166.0,315268.0,341604.0,357345.0
AccumulatedDepreciation,-6366.0,-5305.0,-22087.0,-3183.0
GrossPPE,294532.0,320573.0,363691.0,360528.0
OtherProperties,261432.0,287473.0,,327428.0
MachineryFurnitureEquipment,33100.0,33100.0,33100.0,33100.0
BuildingsAndImprovements,,,330591.0,
Properties,,,0.0,
CurrentAssets,6944.0,4429.0,4699.0,5083.0
RestrictedCash,5444.0,1429.0,199.0,5083.0
PrepaidAssets,1500.0,3000.0,4500.0,
